protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,0.445444783454077,-0.168728652989982,-0.0831320867078251,-0.0252737366367713,0.59723019113397,0.606212346221355,0.831773949858015,-0.860809743310251,0.237201051212995,-1e+06,-1.93274306014181,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",4.99926954433919,5.04618505167588,4.70311199135434,4.89349204358878,5.09104245065333,4.89052196186322,5.51250515976378,5.05669004033955,5.04842982751173,5.08630173185335,5.32410790153353,5.27313532153378,5.7817664722162,5.64988733062438,5.8944234646268,5.70334830568647,5.98733151468184,5.85925075160858,6.81173215680883,4.6339866192756,5.02761748322515,5.16636550472311,4.63129089677355,5.25053239068027,5.5304282462624,5.40766679141123,5.51349755008115,5.3929874766665,5.45852646671394,5.38108342926917,5.273953465127,5.39627694150515,5.33524333141404,5.2649946537305,4.98517852306466,5.18891304362035
"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",-0.136576775272775,-1e+06,-0.653166838422427,-0.279654555614182,-0.384372880995517,-0.599282113555721,-1e+06,-1e+06,-0.335924384649555,-1e+06,-1e+06,0.0412683567912522,0.119649305606774,-0.259230234610875,-1e+06,0.188816062865094,-1e+06,-0.489337807852651,-0.594629687009443,-0.722955610351637,-0.859661409887275,-0.813064486410613,-0.0228963484448069,-1e+06,-0.16808393737792,-0.611965248125369,-0.495616184894865,-0.582800353304857,-0.145477134192808,-0.457446373485683,-0.487694243556257,-0.483409513040624,-0.21205685646802,-0.319410072213324,-0.281914502455362,-0.32039984802186
"1,4-alpha-glucan-branching enzyme",3.09714936680204,3.208512422905,3.10811689790888,3.45225829493896,3.36498579474098,3.40888701200762,3.39237300470617,3.35681520243849,3.32033365077963,3.80016427652957,3.77303184609247,3.78962070416223,3.43505678588727,3.35558077127446,3.3685721204292,3.52288036916966,3.42134645398256,3.65201300068899,2.88000616083336,3.04882727070389,3.11659827089284,3.40621549724689,3.3917617394913,3.48347904707215,3.35374891334825,3.41781425258859,3.38708803057464,3.56110099617242,3.5454761558468,3.63029027689531,3.43112104759943,3.27535250666095,3.42712262259795,3.78574162898725,3.82034726621902,3.76513931315312
"10 kDa heat shock protein, mitochondrial",5.85787970178445,5.98467869903927,5.88792661798908,6.01647077195201,5.94932197552127,6.00789852080908,6.0063869153822,6.08646893566109,6.11535568398899,6.02851474983575,6.06867952644708,6.06236224542363,5.84657387311839,6.04759592165584,5.97232162376549,5.97358401163849,6.11217586258477,6.10772755546424,5.80343531292155,5.82110843402615,5.88210914340694,5.98208434280691,5.88878330865537,5.88938439028901,6.20167506111912,5.9771466273941,5.99277991703342,5.861801287182,5.78635143620181,5.84455904188018,6.02533862547096,6.01110914452685,6.0139312261451,6.07990561141517,6.02491669475422,6.04905651652664
116 kDa U5 small nuclear ribonucleoprotein component,7.31962223778384,7.22811242321836,7.40598137730161,7.2300265455354,7.27005582774096,7.22392885454719,7.29703362702197,7.37717116266352,7.30479159921411,7.22339886856598,7.25007785968849,7.25407959854136,7.46618839938028,7.34432944769474,7.37155166311054,7.57535950177216,7.5199241118317,7.50877603358182,7.20171158831921,7.43513775306654,7.37624507369889,7.37699893053571,7.36134455117434,7.37179477596147,7.38057798133541,7.40906230582422,7.34061665771277,7.38648152438459,7.49309361329082,7.42951358047168,7.28851906842876,7.31095117203834,7.34782173939736,7.26843085697705,7.31811439744836,7.30747059195283
14 kDa phosphohistidine phosphatase,3.88080476414573,3.66950885548371,3.86026917468843,3.97118725941297,3.96240403450255,3.86955857290425,4.00601786244532,4.12009113889282,-1e+06,3.80936548523264,3.98262694935273,4.3545530560048,3.48206596433135,3.51729610251139,3.47198198507991,3.61194744401542,3.53639889630586,3.49767594770649,3.88334673782149,3.7632660542877,3.64443909503505,3.86371838039967,3.90230010156756,3.88409443331815,4.22198442265788,3.56679278577881,3.56378113772698,2.43742900451841,4.50959436878208,4.29119350673751,3.93446399487863,3.85185317066365,3.88407719598894,3.86176172379475,3.76322133068705,4.0159513273289
14-3-3 protein epsilon,5.9905809754254,5.86568722870286,5.98561519431176,5.83612541886406,5.87489851879713,5.8042703835119,5.6398498799155,5.59978453398799,5.59631235550141,5.62401536572708,5.57023763097148,5.56795660933811,5.70840851354397,5.88199600813341,5.85500281536401,5.75317217892182,5.79953893490753,5.8309635891719,5.90808763683329,5.89285318247932,5.853155210442,5.69238115424357,5.87782741851224,5.87043567751378,5.80474644032583,5.82516021064725,5.73574217666379,5.87266931850711,5.89971812268705,5.86403771193868,5.68784368131659,5.66092868026048,5.70841764967419,5.72789351820811,5.65047881260584,5.67382015564818
14-3-3 protein eta,2.4323473942113,2.50311670384657,2.44535682792771,2.29366628789883,2.26161764945424,2.44586788828812,2.47932581729456,2.36028852827111,2.38604924769521,2.27503495358966,2.24486714801175,2.13980759538026,2.3126931671182,2.36743597624616,2.37051633505532,2.3500958380589,2.34160631685135,2.45832903216362,2.5485662882311,2.48373502378351,2.49921466871038,2.33491245671212,2.45245773597742,2.30919674318533,2.39610400877515,2.37221274858898,2.39159826520127,2.45441820072821,2.41679141905046,2.4905038880513,2.36260044828932,2.40531555610901,2.43682750013489,2.25546901506531,2.16903011728915,2.27224931271133
14-3-3 protein sigma,2.05683942437728,1.76817198973494,2.00254829056471,1.77612148831411,2.05100698572037,1.83421602728963,2.30162406738033,2.15954685637469,2.19791261285487,2.12830928167206,2.1079538188109,2.13080370481228,-1e+06,2.71374058784859,2.75678207321775,2.63453276054446,2.84248817429131,2.782320704498,1.93096531604467,1.74546147848966,1.89433228155902,1.85415676009941,2.17673897520772,2.31759824346105,2.50583051399188,2.5200817716336,2.7439665948464,2.54788575606517,2.82666067579,2.38464238543902,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06
14-3-3 protein theta,3.18473195431894,3.19487992937357,3.14664116460837,3.26507207826617,3.27598916005175,3.4036535778803,3.415283563266,3.31969781706619,3.23749954014426,3.37156594849013,3.28216619850682,3.27903350573372,3.25735533573771,3.34030200537851,3.46920128425704,3.35479690821745,3.37667880228152,3.37750251355486,3.26389674224537,3.04241975360056,3.15981240829991,3.30478729241384,3.32448654116576,3.35789305794429,3.36043704901743,3.33800200831109,3.37754531760605,3.36041180025121,3.318152456541,3.47115994291241,3.33503564957959,3.3681214058803,3.32928999857045,3.26379554184101,3.27771646086288,3.28586787977944
14-3-3 protein zeta/delta,6.48010506472754,6.32025504693487,6.43365886350673,6.54997971267665,6.52460688337574,6.53753012147096,6.7835811792733,6.6581513122552,6.63921172036827,6.66961381727616,6.67819843095812,6.63091238089389,6.53392507499891,6.548488306142,6.59557703888796,6.60180461070433,6.58269516341368,6.74408515269187,6.53265064307424,6.44851606291164,6.50949435936155,6.53061477292268,6.64167385414182,6.60680566511543,6.67587976575315,6.57682605456015,6.65897391539384,6.66394707472221,6.66805840141853,6.77305011404192,6.64668776188688,6.68332438660749,6.6889619881288,6.49462649289849,6.45088046459904,6.43887536105905
15 kDa selenoprotein,0.528795908329202,0.387086559209539,0.332757758210465,0.50646662271109,0.371090345088271,0.44402668644904,0.616605566650413,0.469053422392234,0.362489268294636,0.793130043594029,0.742874178918609,0.653915965823643,0.465312977882071,0.633509889401118,0.479082558337712,0.609363988298865,-1e+06,0.173392245712294,0.443793222186542,0.612191962669296,0.452691598761697,0.539680196306342,0.498101033962703,0.14092397813098,0.532595468773095,0.824748284620767,-0.0143499266410935,0.78976650642423,0.366454750816814,0.406358289845046,0.498207884162387,0.494672185017874,0.528672450820955,0.69390280227177,0.590928182398494,0.622409411874443
182 kDa tankyrase-1-binding protein,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,5.23880004611301,4.96374930208054,4.91908916040735,4.93255300331126,-1e+06,7.97933060913591,7.38113978248911,4.79044374388675,7.03194458773611,4.00378256389848,5.27688139210561,5.19558442312055,4.77964696202611,6.24487522097463,6.28128121212038,6.28664569042163,5.55403443847545,5.67773004347952,4.82114777956056,5.9131741412876,5.18981407086167,5.85921739532155
2-5-oligoadenylate synthase 1,2.11644328400326,1.73803505895924,1.8605706624001,1.95476623160964,2.05657928623265,2.07239272649981,2.34344109460418,2.30282433444025,2.2468315196028,2.47619982390743,2.37609420447908,2.37633401415181,2.07429300213725,1.99745321754209,2.44029325664938,-1e+06,-1e+06,-1e+06,2.30222184699803,1.9505596871432,2.30439347470983,2.14450390919379,0.65978072908762,2.34268001978508,2.48925862650069,2.18523388819751,1.96793269813337,1.89022205128515,1.61119436606852,1.83805358543554,2.02069350245197,2.35405551880268,2.32208300218912,2.43328239136217,1.92131585472275,2.53261409577803
2-5-oligoadenylate synthase 2,5.25032150807547,5.32635658426291,5.27497363925958,5.10522061345523,5.09473584395416,5.0375536785454,5.13785283086168,5.15877063017392,5.08725516835092,4.85207516531836,4.72777176412608,4.72578986018039,5.10582552439458,5.08194930973563,5.11274726455536,5.66825146168664,5.67033488134223,5.64955918552652,5.22356440187735,5.23505967138337,5.32691774833431,5.15046571748988,5.12476441812775,5.09317866093562,5.09175233857396,5.08621217865452,5.11700982154065,5.5993381432085,5.62104655573413,5.6630290059381,5.19988428259562,5.16887244570496,5.17981815342394,4.70179040249698,4.64947131536132,4.58979697392418
2-5-oligoadenylate synthase 3,4.18135029646156,4.14256824266493,4.24869475466126,4.14911386348595,4.10510436438712,4.21219351942488,4.09724373030788,4.12105403720736,4.18147269950226,3.83625294670458,3.7936244094066,3.8687433794718,4.21891077529583,4.25859177514495,4.13321841041447,4.6839929800224,4.70884002947497,4.6983808784813,4.20997874889897,4.20428339014803,4.20251168569772,4.18497281208365,4.03858121346123,4.19359339705776,4.18525436421162,4.22292067265992,4.2254106312211,4.70091621569284,4.69454974886391,4.72328149298691,4.22976498841465,4.15588739996071,4.15643431997301,3.71484557279277,3.79046214313201,3.83889111186438
2-5-oligoadenylate synthase-like protein,1.93464106017842,1.08345257052859,1.94677587596596,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,1.28609073147334,1.21784248699709,1.627517857842,1.37233564178586,0.367799698589014,1.282521475636,-0.903153217654905,-0.903153217654904,-1e+06,1.36857726126152,1.32730384613384,1.34752229265787,0.607448998455326,-1e+06,1.20941424532867,1.02850385466423,1.36070611525953,1.0695412679764
2-5A-dependent ribonuclease,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-0.488485190622401,-0.302366490366561,-1e+06,-0.312219771900901,-1e+06,0.235688705165389,0.454748146246913,-2.62272306603667,-1.23682393381664,-1.22626507184311
"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,10.2507942280984,9.50940142098235,9.25205349665688,6.90837032009394,9.83889216235907,7.78967648441579
2-aminoethanethiol dioxygenase,0.87868920976082,-1e+06,0.976822700291649,1.15802176787099,1.23696659790457,1.17744034244792,0.841795071948092,-1e+06,-1e+06,-1e+06,0.586451430634407,0.412542853766536,0.537425464070459,-1e+06,0.86391302849413,-1e+06,-0.564262960251442,0.923297746239484,0.859755844902077,1.35120475676447,0.698820167915229,1.24862375656194,1.40976180950883,0.319084279097553,0.951329802371763,-1e+06,0.990403895470656,1.31321451258018,-2.17856183439162,-0.122351388588932,0.364590941169955,1.27059670314314,0.443593521026991,0.756435405944037,0.589669040918437,0.292144745699656
2-deoxynucleoside 5-phosphate N-hydrolase 1,0.452131055989893,0.335300633055491,0.425732029891661,-1e+06,0.275768827731454,0.25313061937065,0.359358509143613,0.0643003181492379,0.237671940797634,0.346885087246967,0.451138701287922,0.203989056806042,0.284108618811845,0.259050727247636,0.488555778539942,0.450087449942785,0.470827206737965,0.369981992563235,1.04473075223932,0.67730458237184,0.147818948203287,0.416234504957855,1.55961096699865,0.211637099493336,0.206533396958891,0.578575697104881,0.263857485960153,0.609041743741331,0.455341248753116,0.615697770310991,0.243781802083674,0.0731926004082675,0.257475525102795,-0.040281915000556,0.421627837888137,0.282327179533625
2-hydroxyacyl-CoA lyase 1,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-4.99868042785392,-5.13754906565366,-6.155828446088,-1e+06,-3.00078710185482,-5.15011072348465,-1e+06,-5.44420308213468,-1e+06,-5.49908638423412,-1e+06,-5.46723139180516
"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",2.36068411245641,2.68414206826175,2.48644385081163,2.10557904432945,2.10649599291687,2.19783714782252,1.78123345510763,-1e+06,1.89962962168657,1.75647092631421,-1e+06,1.75647092631421,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.55772124853402,2.51153027864628,2.71085700882509,2.18478899051984,2.30807392786688,1.85197707407223,2.13087233399072,2.05663426973463,2.05355685788296,2.1052623328365,1.62901646586753,2.11889720633998,1.93967976103794,2.12490675212519,2.10911846210616,1.82039460039989,1.48620062543079,1.45601803156504
"2-oxoglutarate dehydrogenase, mitochondrial",5.10876702585424,5.22519839736944,5.16147798366865,5.15868817663328,5.14660445948305,5.19227096342102,5.14816122826218,5.07074056287035,5.14993167218452,5.08781479069697,5.11068572440896,5.14938239273997,5.51329756592815,5.15938283188469,5.1716043558811,5.52248459896106,5.06426649695298,5.05931509408069,5.18858158833766,5.26321870187316,5.24222256104272,5.14174230224775,5.1875164656439,5.09495953002559,5.25762442697705,5.2259544398016,5.15950517702734,5.11986278007763,5.10593939251231,5.09650628175153,5.114795700583,5.16819298600384,5.19370053163077,5.12873430933203,5.09823077577812,5.05487195124745
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",3.7963006011103,3.83393246288592,3.68397402295698,3.63895755150358,3.4959778987722,3.71073494774995,3.72045243013209,3.79698344830704,3.6564882881279,3.76248777901927,3.62267667370632,3.81984114975893,3.82904912030044,3.80159610855785,3.85607463075527,4.02152648434421,4.10486194979443,3.78456944034467,3.97748295271891,3.74279924765111,3.8316131802332,3.59955688153594,3.56796434584421,3.60561285614098,3.7121992169557,3.64748451565643,3.62992038800636,3.82142231757245,3.96540345217378,3.84431404862747,3.55492688976391,3.52186233981808,3.67159730419042,3.62808707857113,3.73069785050836,3.82226935103042
"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",2.42175855682974,2.53776298792617,2.16638044177997,2.35462583025349,2.33797291965533,2.13624045866709,2.05220836973687,2.11689742541638,2.16909571030348,2.17986711806378,2.22646491285612,2.39858796033823,-1e+06,-1e+06,-1e+06,2.54321472381898,2.25832539924734,2.37895050673998,2.29784590064449,2.28094176027123,2.26596477865519,2.15646958782879,2.18098972864039,2.10977942108541,2.34260524117832,2.01222906526215,2.15431749478382,2.38763426468336,2.29301822886812,2.32319316885958,2.11851640660159,1.97306712378178,1.99077261046886,2.55030952763242,2.1755768262693,2.79965983993355
"2,3-cyclic-nucleotide 3-phosphodiesterase",4.15580444678136,4.19131681511798,4.13713571589004,3.99851753319192,4.22956084778806,4.18167956169921,4.04901164169941,4.14633678047437,4.02813130276455,3.80553105158686,3.63597358012964,3.63771781383449,4.14996804745596,3.76632674003215,3.84362031937675,4.00364844330651,4.03521690361855,3.78931882458288,4.1207823397385,4.10707471516409,3.9999401738764,4.05193618693046,3.89145421262778,3.88783550795539,3.83798202332856,3.92173990167694,3.94093491394022,3.69490877893834,3.60402414979233,3.8684511951178,4.15603621297496,3.88620968507793,3.87120944621234,3.8006393273831,3.73098654700354,3.67828464456596
"2,4-dienoyl-CoA reductase, mitochondrial",6.54640061271095,6.51332237582429,6.53230516379414,6.83833632349913,6.80983793099834,6.80702158312594,6.70002603428638,6.80330923316832,6.71081235150644,6.7869022511044,6.60912719840502,6.73542491171053,6.65774602227768,6.70264177982332,6.8080965566339,6.66137461001199,6.71238997812554,6.88280689441221,6.24331006505534,6.62410381265028,6.65171083191678,6.74557749505525,6.86503408162214,6.79397099530416,6.76535634756494,6.74819866075187,6.79324477891456,6.77782228285097,6.83651601553699,6.76513336241986,6.75914927038749,6.76413590123963,6.79416286583297,6.72480232782839,6.66552900814844,6.72820305578784
"2,5-phosphodiesterase 12",2.7310405124486,2.75954126698763,2.65091782940803,2.75209687177532,2.48191477887431,2.80386094738261,2.69980437450792,2.66429953524902,2.58336187536387,2.70621727473863,2.68301336965662,2.6368589378992,2.68336323728417,2.78595394549952,2.70727512865367,2.54041138303033,2.75342386977313,2.82448513253789,2.74391334360092,2.79624342335933,2.81520479110763,2.57270820695731,2.79241425481508,2.73368732338486,2.69011017145224,2.71062050860464,2.64750368327172,2.23010929486642,2.77551888472816,2.09364473519647,2.60435049876831,2.72300539257913,2.68225659687379,2.64955836550693,2.66457750239175,2.55585499955199
26S protease regulatory subunit 10B,5.5485030719844,5.62430765478421,5.61614834739526,5.66706268048462,5.6800332874086,5.68832750970558,5.57508420400419,5.53193305712545,5.54887810509316,5.66678142882333,5.57908522841083,5.59149602267123,5.70773918598506,5.71448070935828,5.55529597447511,5.63417293858013,5.66046632592839,5.7476825674572,5.54658300458608,5.47456701318949,5.63641975555019,5.59332639773286,5.60848954443261,5.77166906619202,5.66964914697754,5.66534341396134,5.67497227625743,5.61322984569458,5.55900035023486,5.58900123112547,5.60265561243084,5.62632857324234,5.62827713108903,5.67951677115214,5.61774683955721,5.67525338208822
26S protease regulatory subunit 4,6.4162622685557,6.41600367649174,6.47707656927683,6.47246620586351,6.53860646252062,6.42971354924531,6.67270213761534,6.57245221673393,6.67815900758769,6.69700567744814,6.59900826018011,6.42894506996138,6.71288526642067,6.6520507514481,6.423998880887,6.44799131065497,6.42794386797649,6.51730143647006,6.40304076825281,6.61812586105398,6.53922141665766,6.56538318008059,6.46643399944147,6.49711263717443,6.60319352228761,6.59576489552078,6.53508651122661,6.54436479385806,6.62696129486527,6.53957858824976,6.52181855801313,6.55045505644328,6.60945696050624,6.66505249656985,6.62656494562757,6.62377400856744
26S protease regulatory subunit 6A,6.43238254114552,6.39669059035447,6.42360830464727,6.50510162237036,6.49402404684129,6.48817637810007,6.44384719071736,6.43823124299423,6.38607315659649,6.47102185193054,6.48439075605166,6.44040358179725,6.24564884263293,6.53656723420057,6.27016853128584,6.46639517063517,6.34473554779849,6.53321213537272,6.41110293991204,6.36481702601959,6.36547137170343,6.47810185476256,6.56149074828679,6.42772864017938,6.5031076000296,6.44083205412598,6.41532873842764,6.48653708999432,6.50390204087204,6.35007172971419,6.50520696519195,6.41020497992896,6.40583596154862,6.57762869170401,6.34241096314604,6.54126634219719
