protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_F7_1,DDA_APT_M8_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_F7_2,DDA_APT_M8_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_APT_F7_3,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_M8_1,DDA_FDU_D5_2,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_M8_2,DDA_FDU_D5_3,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D6_1,DDA_NVG_F7_1,DDA_NVG_M8_1,DDA_NVG_D5_2,DDA_NVG_D6_2,DDA_NVG_F7_2,DDA_NVG_M8_2,DDA_NVG_D5_3,DDA_NVG_D6_3,DDA_NVG_F7_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_F7_1,DIA_APT_M8_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_F7_2,DIA_APT_M8_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_APT_F7_3,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D6_1,DIA_BGI_F7_1,DIA_BGI_M8_1,DIA_BGI_D5_2,DIA_BGI_D6_2,DIA_BGI_F7_2,DIA_BGI_M8_2,DIA_BGI_D5_3,DIA_BGI_D6_3,DIA_BGI_F7_3,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_M8_1,DIA_FDU_D5_2,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_M8_2,DIA_FDU_D5_3,DIA_FDU_D6_3,DIA_FDU_F7_3,DIA_FDU_M8_3
"39S ribosomal protein L33, mitochondrial",1.54072055759434,1.824866195193,1.62444277186571,1.49261659420357,1.30160391469612,1.09106780990416,1.3081158537605,1.45861859281002,1.23169114153563,1.03253603062844,,1.45614854416715,,,,,,,,,,,,,,2.34626864133934,,,,,2.90972721804363,,,,,,1.50256388072304,1.55733015594245,1.39493263413205,,1.64880599832083,1.30173640956286,1.2291627019453,1.49407345709243,0.826851378056432,0.891595791250621,1.49369525902356,1.54863630900028,0.0294044104665594,0.109813113880874,0.500557584732407,0.939353239340695,1.4087817254014,1.14120421420284,2.14341947410965,1.58291494820837,0.374548294786064,0.740907568286118,0.957810078153302,-0.327047415257661,,0.67248224572028,,,,,,,1.10568437893869,,1.52080553216622,
"4-aminobutyrate aminotransferase, mitochondrial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313628419261351,-0.0256629372354995,,-0.495172569933451,-0.0386573274993447,,-1.2418865055344,,0.222580582030049,,,,,,,,,,,,,
40S ribosomal protein S12,5.92956616080326,5.70800214116442,5.98411090915953,6.02604258564737,5.94661187043218,5.91101627981642,5.71705782100707,5.81247078682848,5.8479778322631,5.84560512728955,5.9325504389613,5.76641897827648,5.87327417119284,5.87000345641803,5.8783320952534,5.81107873504827,5.87423845039241,5.80233318068275,5.78934828844615,5.74431292634434,5.93945185008596,5.8150939132119,5.91411141424553,5.99571938393151,5.86932545599194,5.92223221211963,5.9820640480053,5.91043404380808,5.82622276382493,5.88792830697353,5.92398747938035,5.97873665945442,5.88115889974803,5.86878168268257,5.93424917678724,5.90556645310041,5.81360549642458,5.83083986986992,5.99648300595913,5.9008579227418,5.87652637435337,5.84501283987703,5.94004101593672,5.92557959934549,5.83357453472193,5.85969107334539,5.89928364271477,5.89090632180518,5.81184279727601,5.82595694577434,5.81778086343725,5.84551183632141,5.83457608076385,5.8247288837567,5.8945882444655,5.81578179201449,5.76414597102094,5.82271742981993,5.80740366155606,5.81214139677517,5.84646290503113,5.68098851780979,5.88272305990024,5.8116817777437,5.74414887939849,5.79741735239067,5.86787051190405,5.85561995442092,5.84952781855412,5.84827319673196,5.83209474612416,5.82207646200795
40S ribosomal protein S16,5.026437430083,5.10257063912736,4.86770176320204,5.00938489688713,5.04708353841525,5.1420460701387,5.22158581109243,5.16539110948792,5.18117981383184,5.14263484947544,4.97473551408911,5.06587882163012,4.85100781470609,5.03921035788206,4.97601939187614,5.18698718388481,5.08944932937041,5.09011822452904,5.05431508377127,5.13544758180589,5.20191531605423,5.2170984020124,5.25712492850659,4.74357229192404,5.03998160341222,5.11594627968575,5.16005964216716,5.15817524684219,5.07303717088075,5.12860350036658,5.1475528169117,5.12283631830008,4.99909035296766,5.11806499310815,5.19065743027996,5.13681824443614,4.92680877553652,5.22192120224052,5.29423892706988,4.96537117825895,4.94450141811767,5.00343726057516,5.29912332072649,5.04265006628146,5.21349412208467,5.26562052843894,5.08862301216312,5.24904195083452,5.16889619877388,5.10390809975501,5.25238074000897,5.04014075133288,5.09700266353009,5.08126600401354,5.24871004952207,5.10446339096254,5.07442672010738,5.08204071367895,5.22194841984456,5.05067574966417,5.06732853557766,5.02660195719159,5.18460710229392,5.07441206967214,5.03534716670091,5.09686755982218,5.16128254502434,5.03137159796793,5.01174578269825,5.09911556758207,5.11729401850778,5.09440613445924
40S ribosomal protein S26,4.85932795782366,,5.02134206304663,4.79371781033409,4.85258420319094,4.75707730528928,,4.86818793667734,4.97801940318294,5.02753201883596,5.02771544533234,4.91454612616797,4.14294421888708,4.11149768871875,4.04538648804423,3.57747692975712,4.24997406734093,4.18173186267984,4.24497146073553,4.20855406558346,4.15143362082268,4.19217311638268,4.35593562993284,4.26401931214937,,,,,,,8.45276945141824,,,,8.65946577941523,,4.67137018525826,4.79294210685557,,4.74028071479532,4.71112016355915,0.884852344492988,4.96779312578272,4.08985115179476,4.83747024569925,4.85070972860014,4.82755216445548,4.7175783099295,4.16810891925696,4.55938818654189,4.42866282448433,4.38671369849378,4.53525470402309,2.53361317117353,4.49356607059106,2.46574328781401,4.49867960550958,4.34680613234659,4.40372089550263,4.35841605035496,4.08553909372118,4.21748063165922,4.02803459178129,4.04549659058136,4.244989610219,4.20902030986445,4.26419852626671,3.88067905670072,4.15788834167153,4.29012393166924,4.26880885395907,4.17335957675017
40S ribosomal protein S27,4.50135313361798,4.40792618123106,4.26537191950821,4.42023448184222,4.26617505652209,4.38501291066627,4.27024084621983,4.39198419946865,4.2524425752166,4.10161391668681,4.1045646375534,4.35392006395043,4.3322109760547,4.35124271980911,4.26035270782616,4.3164853019946,4.3625369703422,4.29673266739393,4.10214982780828,4.32895705637104,4.20555647993301,4.41967694160824,4.32973628591172,4.33039680644249,4.71960441747506,3.82190193218682,4.69950667202856,4.79084862058338,4.68873485425787,4.67300336271757,4.78302385098312,4.63833267488862,4.47267936994719,4.40509872236591,4.70211578860084,4.72701962586267,5.78985793312398,3.56387601908418,5.96108562402375,5.94148892396467,5.80786092587636,5.95882159265598,3.54603508187303,4.27664183604596,5.99754164231284,3.58483253564135,6.00390155436419,3.54753973175931,4.30797391176478,4.2343371772829,4.24863794675978,4.21652713029902,4.30979293797189,4.23013481767926,4.18949021066236,4.24567442095878,4.20937004043769,4.22466346900429,4.24913708305117,4.404806764927,4.06072226203883,4.20757976545027,3.95837195537991,4.20235057206831,4.06920790291827,4.21258451890734,4.49731517153352,4.22954663540135,4.357995639983,4.17858675041874,4.38293909209913,4.54089627418228
40S ribosomal protein S3,5.47885772116539,5.53566128835119,5.51476568563688,5.45030782221151,5.549932803148,5.59139683585421,5.61992140108346,5.5751203043239,5.71400113859176,5.53464715512458,5.49711456405537,5.44253740165233,5.58825310395124,5.54688628527934,5.57670587629111,5.49985478362033,5.63053926275197,5.45792578652455,5.69077668202854,5.61459530041681,5.52293792060566,5.53440454805485,5.55401613672644,5.52332164361584,5.6582868649645,5.4677673427859,5.56231191283627,5.70050206809212,5.53017074744592,5.59485555247596,5.49407161289613,5.52821844971879,5.44267150527672,5.51295041897095,5.57316163330484,5.68418507790475,5.57464027523634,5.48709495918862,5.47107688912107,5.48620373974176,5.80773293701172,5.31134563681866,5.50327411493172,5.52889004431719,5.47456258843304,5.4938383283633,5.93701387866221,5.46242037814346,5.58975669129622,5.5898961844916,5.49759345320139,5.60594397556564,5.67173850075038,5.61039798237643,5.69874619332468,5.59844969276375,5.60295615756063,5.609297249607,5.70096615566385,5.6268607971797,5.5510505210729,5.55170761544728,5.5894021003819,5.45733710276715,5.60849574990793,5.62252135676937,5.56925340127037,5.56899799600764,5.56734577920018,5.56080089397116,5.59139724026787,5.64144152496641
40S ribosomal protein S30,4.9751825417805,4.9570329482904,5.07064533144138,4.92748967436203,5.50295713366947,4.85464077018766,4.91087470334511,4.98367997330701,4.97414814853888,4.88536952983452,4.91913225172224,5.05273960531796,5.02637589880497,4.54725288389742,5.08377079175521,4.99910364641092,4.44849875847011,5.01249655251043,5.13795099069183,5.65080329438573,4.99039681863918,5.12130348876818,5.10401100927741,5.77143613400434,5.5271059312226,5.36100232579624,5.5707353316561,5.53097696247397,5.39230539934197,4.99049595300994,5.72072458104674,5.55393367232101,5.62009925821476,5.55617638926604,5.61629851485273,5.66249174641062,4.81712713650398,4.87860774431491,4.92932852060685,4.95558062052904,4.77316143099428,4.82225545662705,4.96598054292766,4.96275178038433,4.91718864958012,4.94844943682618,4.9840799125601,4.98133271849973,4.97597856921717,4.90699710283455,4.91417446976788,5.0027666809239,4.96656540848583,4.91067108289673,5.07752207463529,4.99143530239134,4.9557140037184,4.86621331975552,4.9760637143033,4.95811112120444,4.8362795023546,4.82181401706432,4.87086100322811,4.85934204268791,4.85815068253023,4.88887583611848,4.90189772180155,4.86674840723972,4.77395558639997,4.83786441453607,4.81453241284837,4.94156802432455
40S ribosomal protein S8,5.76458398198215,6.05250810029989,6.05141465178445,5.97853989387828,5.73826000033365,5.8612490974787,6.00588251885962,5.91621286043798,5.85133179928688,5.87695312845667,6.07343945761527,6.10172321311856,6.01991467153082,6.02027665931669,5.81417981766744,5.91901872277685,5.84773448332234,5.99253882191209,6.03674862716042,5.99487764034695,6.01638847742842,5.95969176174651,5.90444078925709,5.85896794818005,5.84010441862253,5.88055979959617,6.03594112140657,5.74293337706035,6.09810266959395,6.00235651143119,6.09068905481234,6.00923660070422,5.74791495211932,6.02459050381126,6.07261795658969,6.05248196085625,5.74030488766837,6.16313514518001,6.18558686606566,5.65632834910913,5.69019361412019,5.85095773722799,5.90240041010341,5.70768961764108,5.94305439808433,5.8966745362459,5.91573663360805,6.36854723339855,6.00570358864698,5.73139892237672,5.76891704996035,5.94132587392771,6.03080181709923,6.00278680189605,5.81878081876247,6.01240763732644,5.8210920119452,5.98936171844976,6.22701775488893,5.91875955396885,5.91990795293979,5.94409361721567,5.95073514792876,5.89106371426813,5.95355747903872,5.96639325709307,5.97355911416278,5.90599333292001,5.92597733471335,5.90794179475939,5.90668294870883,5.95932790145578
40S ribosomal protein SA,5.66379794456048,5.55524434546766,5.44275134433701,5.56177032751192,5.64598701364841,5.7449655309935,5.77860174124437,5.69244785804896,5.7059305891156,5.72194611335297,5.35596893425406,5.43739157705215,5.5750755699279,5.70381321048866,5.48581089616358,5.80027106120618,5.77003020607409,5.14480369945141,5.47611438857948,5.67613466354542,5.42901827972494,5.89402152309298,5.71856777180455,5.65026064635248,5.46568996095957,5.67754263292598,5.63572945632941,5.53392391658067,5.74333247816164,5.6366809491807,5.61503130130857,5.61554053593357,5.45003869530487,5.68825033078831,5.7378875953263,5.68380707211653,5.56343535962607,5.67051613376004,5.63085621283493,5.62099681334863,5.62784569858149,5.60747917679956,5.6713095443794,5.61204353750902,5.63393736671882,5.65770571289364,5.58726955139892,5.6144033492957,5.57948304704738,5.63353295352663,5.61440451898058,5.55508983942664,5.59445779104737,5.62610714083787,5.53243601714472,5.54675122777295,5.61787245104365,5.61699687467123,5.58010199610355,5.53968638510177,5.53871377516436,5.65961798803474,5.52937999891844,5.59970553708674,5.67502365404091,5.65477939700721,5.60462482948065,5.50739423779696,5.62918251477973,5.55630407141876,5.5808504138764,5.5198513090026
5-nucleotidase domain-containing protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30610539680887,-0.470351516787491,-1.10791736902663,-0.141053072033252,,-1.57570797130487,-0.572199427028199,,,,,
5-oxoprolinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095101124915262,,,,,,,,,,,,,,,,,
5-phosphohydroxy-L-lysine phospho-lyase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22433504661038,0.418766943071349,0.366671887283798,-0.0969901819939269,-0.0933093582162844,-0.318352719502342,0.21457052642293,-0.475044728376265,-0.228429701369715,0.159384154588553,-0.394561558272675,-0.256012607456913
"6-phosphogluconate dehydrogenase, decarboxylating",4.78455529905888,4.75854424733638,4.91553384839197,4.62883145837314,4.85861612513048,4.80923032140809,4.46193301311919,4.78134479729304,4.88469183785175,4.86954047884492,4.76361219060093,4.83611255847983,4.79600462909001,4.60841429604222,4.84257508105061,4.98120240910115,4.60697484682845,4.72466906046848,4.90831781413883,4.68164528968882,4.64282481277804,4.67349419727865,4.80230610068272,4.84500781575324,4.87364682470133,4.69809929826678,4.76006803092729,4.87099601640778,4.7199000070363,4.75096710981318,4.69085181149126,4.80284165663797,4.74198738734701,4.93791666712133,4.87404336027456,4.8345318627372,4.84121281248548,4.55442120311176,4.74951613435265,4.77040427582033,4.9833919212412,4.74630825052842,4.79548637556688,4.70434213107943,4.62600510869089,4.53627267785482,4.80465779309379,4.62451041039525,4.42117288784633,4.86224106371819,4.70412750495387,4.74956717533584,4.76922743704757,4.63995741765273,4.71524537327038,4.72103272822378,4.58168892761338,4.61096204403339,4.60704146167375,5.13749564851928,4.59085325460301,4.64710956676141,4.68713929230527,4.7066507507308,4.71151175425337,4.65960610819507,4.73221315492365,4.76361896971098,4.75303103596993,4.72242818912287,4.72830862907842,4.80265708600256
6.8 kDa mitochondrial proteolipid,,,,,,,,,,,,,1.31408124373354,1.15499762167542,1.32531087954392,0.679799996425572,1.30417779132319,1.3581439052558,1.38629724826723,0.899623380402218,1.23964569395538,1.1094310865508,1.41477211589525,1.16842188269339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16405105380427,0.757954223388045,1.25400574220184,0.91066186231687,0.894657458044825,1.70843422667834,2.09765862425361,0.93501369849912,0.898821927003956,1.69299456515001,1.65556718648642,1.43487608856405
"60 kDa heat shock protein, mitochondrial",6.88768596455821,6.75303891464661,6.8999794325202,6.90809012699133,6.80677174351671,7.14748344601275,7.09704815356777,6.85150388160715,7.06320674769394,7.11561974508054,6.81075177266969,6.96209668598434,6.97215266549972,6.73562792187825,7.05994381172026,6.89667225839928,7.15602959182678,6.92538491456902,6.63609905667546,6.91583079124604,6.80457555280897,7.01262295023534,6.99718800852209,7.18666504179029,6.91567834612987,6.98042074070276,7.05690163909164,6.84583385816459,7.11007198280704,7.17448107377615,6.99589981432246,6.78884169503156,7.1874587626238,6.9052283820886,6.85130677241037,6.74669514877347,7.21244054269457,7.27619489599152,7.15339426148596,6.89322999699964,7.09403027347221,7.11565293438871,7.26245667681627,6.87082696386414,7.28015343173325,6.76463302778607,7.07564811504984,6.90411833156802,7.04831251858427,6.98441357785077,6.88264848406255,6.62928372102159,6.94319334655547,7.01655950190315,6.98606183012325,6.75814324999036,7.06282454674209,7.01285808192561,7.0604576813569,6.57108543074097,6.98655990647328,7.01032284054367,6.98834303560901,6.67181459243643,7.0195217588877,6.97015398073731,6.9569888791979,6.67849543875663,6.98723597251227,6.99790656811537,6.99263210770681,6.72135354001151
60S acidic ribosomal protein P2,5.80475573182838,5.89905775989457,5.9255115601882,5.81968890360766,5.35905908502726,5.99219310281986,5.88280151883478,5.95920108002391,5.97502224633343,5.70926666670219,5.75397175040572,5.60413801146272,5.78547026077553,6.12728069986354,5.71705501251145,5.75904271185758,6.04246808674398,6.11009983867755,5.84755965087962,5.83361760877549,5.76994674736574,5.99579187705611,5.89225178980746,5.00088908958893,5.94177016710368,5.69000287173946,5.80872349922491,5.78914924086809,5.92509602041306,5.91057012882356,5.81846247156516,6.11259636228612,6.01696489916865,5.6316218680358,5.86230534399006,5.73945790043393,5.7478916387811,5.73499806848639,5.60544231868227,5.76727856878026,5.73949236560921,5.90954810208262,5.80741150688387,5.9583051998221,5.94712233653131,5.83718089270312,5.82326489492796,5.77419667252206,5.8508106371015,5.83415441065249,5.75939420803127,5.79743715696211,5.744570023943,5.7319893875046,5.840601016318,5.85939661552144,5.75073623983505,5.86445852749046,5.7929478443632,5.78484632597,5.7687919334752,5.75189154283002,5.77768744797074,5.74779193669869,5.80900194847606,5.70290998087909,5.74075989468783,5.73514610743105,5.78857419289546,5.77357738076203,5.7187164776812,5.8266564473623
