protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_F7_1,DDA_APT_M8_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_F7_2,DDA_APT_M8_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_APT_F7_3,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_M8_1,DDA_FDU_D5_2,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_M8_2,DDA_FDU_D5_3,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D6_1,DDA_NVG_F7_1,DDA_NVG_M8_1,DDA_NVG_D5_2,DDA_NVG_D6_2,DDA_NVG_F7_2,DDA_NVG_M8_2,DDA_NVG_D5_3,DDA_NVG_D6_3,DDA_NVG_F7_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_F7_1,DIA_APT_M8_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_F7_2,DIA_APT_M8_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_APT_F7_3,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D6_1,DIA_BGI_F7_1,DIA_BGI_M8_1,DIA_BGI_D5_2,DIA_BGI_D6_2,DIA_BGI_F7_2,DIA_BGI_M8_2,DIA_BGI_D5_3,DIA_BGI_D6_3,DIA_BGI_F7_3,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_M8_1,DIA_FDU_D5_2,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_M8_2,DIA_FDU_D5_3,DIA_FDU_D6_3,DIA_FDU_F7_3,DIA_FDU_M8_3
40S ribosomal protein S12,4.66788518620011,4.609044542474,4.64670911338533,4.77216752567337,4.75677217964159,4.80210587603315,4.69916553071461,4.78164193303276,4.76613360887295,4.77518310220759,4.73009160617449,4.59141498090582,4.58855253001083,4.64100819865787,4.6329743949978,4.62150449212337,4.50059751132568,4.62247282115676,4.61656002324555,4.66556166209276,4.62373781392841,4.69973551578091,4.78282349174929,4.9266621883215,4.63084651318809,4.65144398382105,4.935591437623,4.73135219808507,4.55471724959134,4.69909802730577,4.60340847805048,4.75894262317104,4.88404869484069,4.68773630823872,4.60220023698174,4.6536831344861,4.5331598789727,4.5055814914477,4.90545799126142,4.67918491575386,4.66719940940208,4.68491568081317,4.6991555099406,4.70046088472211,4.55936621313908,4.59786464347533,4.70440779459263,4.87334879717344,4.66983432169441,4.67819906968937,4.71591235764365,4.67571776745004,4.66734613988323,4.66851092984548,4.66838509834419,4.72233219464007,4.67288430042418,4.71579855811363,4.71358740485902,4.66959185402432,4.64652312700635,4.65377717887242,4.74101624070049,4.71629301086661,4.7072054885104,4.61280500120955,4.78488949248884,4.76399212627569,4.63828856703278,4.71943333750747,4.6482022538871,4.77192122109838
40S ribosomal protein S26,4.90210945372392,,5.03149946733813,4.86052290956539,4.8833459535551,4.77468238221647,,4.93843330746065,5.03923201043116,5.0234986882213,5.05794530743813,4.91635591302935,4.47969560817492,4.45785706128681,4.37676785538942,3.90251940937863,4.57525842856944,4.5285626550374,4.56793556459078,4.57948500829848,4.48300530440234,4.57007737531751,4.72785708470856,4.66671298063697,,,,,,,5.53969746502859,,,,5.77048688671027,,4.84199737959357,4.97086044683436,,4.94802093954844,4.90665927506015,1.04849280747941,5.13108023733997,4.30270237748974,5.00619282944171,5.03385335787723,4.96293388774308,4.90277774121819,4.79344943212796,5.15984781381736,5.07249806203513,5.01754322394955,5.15733821629861,3.1192377673583,5.14954480617266,3.02804346898145,5.07906516207584,4.92387172541663,5.02722516126151,4.9991714784806,4.69327513135786,4.84180752365521,4.65539196399889,4.6698324967162,4.85418478018447,4.80560825902396,4.85568086771893,4.48032631683116,4.76272962127449,4.92378598379905,4.89616347682544,4.81246245546284
40S ribosomal protein S27,2.39704215659947,2.32021662293868,2.39530016707549,2.34088075761191,2.15172546980848,2.38195196342684,2.3135802524599,2.22629757463067,2.2269835988367,2.08258966100222,2.17572557998587,2.31852159946428,2.48219926313768,2.68206350141656,2.49972203643843,2.54951905882952,2.58162120585107,2.52477106256479,2.17090590106439,2.58429541562608,2.43710453567154,2.64372706020931,2.60164523380943,2.58412399512552,2.72134813425747,,2.66852873133722,2.74716947785326,2.72807249379762,2.6577511756791,2.63669238385998,2.6353572668594,2.32573808629979,2.2803219254956,2.5343724569221,2.70223833831601,2.40280150610889,,2.5234785720949,2.53388237767255,2.38817061072441,2.5068084295537,,,2.59247094265159,,2.50009678461685,,2.56238517222626,2.51694457543225,2.50461239776939,2.47501225943673,2.58604513416143,2.47637295425658,2.4601798231234,2.46734714873321,2.39228056468037,2.48694019525543,2.46471341252693,2.57313001959582,2.39962032190925,2.3781098084825,2.37874001301104,2.39759557267763,2.41729293634708,2.38716860092597,2.71902750732388,2.44545522934375,2.4430438970855,2.31209950474538,2.40526129819463,2.77612550736964
40S ribosomal protein S30,2.51331807370423,2.55746929034337,2.6837408533617,2.51445039034078,3.03427098528587,2.44687435891586,2.46433545776739,2.5491085937534,2.55951671939441,2.46694631498365,2.52946313394826,2.64620738522467,2.80424923546329,2.39539537209482,2.9207127763717,2.81679941934628,2.23939902630559,2.79657498779895,2.92947195310993,3.44593318608867,2.7930328221002,2.92053581093285,2.92068522738593,3.57671827188981,3.19302967017378,2.73379060557987,3.23713970786431,3.20972920705367,2.73412082259623,2.65092298325062,3.44090872897038,2.96542531226921,3.31709958921051,3.20259309679513,3.29922836938755,3.37164938485757,2.63199122581267,2.61945630842953,2.76442145634688,2.78854560146277,2.56161015755019,2.6371276858612,2.68590493447193,2.80135579982473,2.74844428828356,2.71086369211192,2.76633219523115,2.77198082855513,2.68041387061053,2.60450007056675,2.63092576882758,2.73259658518969,2.67105837619008,2.62429323643456,2.75429290959096,2.7279622816621,2.69402874830046,2.56700605654022,2.71232961907534,2.64825498113202,2.56260931305905,2.56426629972289,2.62636102296363,2.69225160206718,2.63470734920815,2.67986128844421,2.64071058392311,2.67975611183279,2.47047612353987,2.57477675880094,2.61110204266886,2.7104188722941
5-nucleotidase domain-containing protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-oxoprolinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-phosphohydroxy-L-lysine phospho-lyase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.295696117464819,-0.0385497853474719,0.0740867877617005,-0.160153593942419,-0.237393139161115,-0.428156941885475,0.301572904389899,-0.716863180365176,-0.0802320601504252,0.083263401045538,0.0754606204208521,-0.345646894689441
"6-phosphogluconate dehydrogenase, decarboxylating",2.58380848666835,2.61555201018805,2.77270470448665,2.37496699561814,2.68571196875556,2.6732790692206,2.19719901959184,2.63580976710193,2.74174699031503,2.697188820269,2.58592834428484,2.6586365640608,2.45739289305919,2.31517043143867,2.53235740795536,2.6484270442425,2.29332676680923,2.39569254644044,2.62712933642265,2.33196714506093,2.31604183594116,2.36499962952023,2.52364375946696,2.58729764116072,2.79473764949564,2.69108138459276,2.71046953247968,2.80406440003844,2.67091621578043,2.6945775471299,2.59575391616428,2.80312886255142,2.72074484097306,2.81793203600806,2.79291100067322,2.59046415410409,2.72596751196549,2.36172875603618,2.63723401104145,2.72196023406202,2.90624539665057,2.57463431910582,2.60954758418364,2.50598658171449,2.45338328509802,2.35858609113781,2.60354931930832,2.45664321810066,2.36876886409694,2.7793340356362,2.62607872133098,2.67080191464645,2.69538393545374,2.55470399992789,2.67156825623132,2.5888689346915,2.4621418495145,2.51858061426278,2.5325625644996,3.17440075208717,2.54994729090471,2.63636293971178,2.70214190802185,2.78561348037499,2.73370616586286,2.64056201768434,2.70660352578345,2.80848892718904,2.74851991951547,2.71736999212559,2.79218884261126,2.83095023822255
6.8 kDa mitochondrial proteolipid,,,,,,,,,,,,,-0.803110999738291,-1.34350963019708,-1.12597557529415,-1.80729444500207,-0.794890879607565,-1.27567312332671,-1.26371902712088,-1.56894402645217,-1.32786773699371,-1.4332256911078,-1.04878712327397,-1.60510159524288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65257746164458,-2.80291919193279,-1.62445234448591,-1.65133905788467,-2.71605661097696,-0.845803499867483,-0.410340343037688,-1.74450956318275,-2.78408515941756,-0.965014692187829,-1.0601787986987,-1.22119017780195
"60 kDa heat shock protein, mitochondrial",7.53819993808155,7.83572459513654,7.5798851699818,7.81343393657079,7.56823963049965,7.89430887962569,7.98369665754861,7.63752219480056,7.7833771711521,7.82877439882812,7.48968099489994,7.76735160544122,8.53257892480742,8.42314986800313,8.63007564052118,8.36417240338031,8.59284622108872,8.68216029741926,8.53511616620998,8.27654177726544,8.585373402597,8.61899176990388,8.58018672021823,8.49556557549987,7.59816063162374,8.77134268170812,8.7332351271873,7.6295018767992,9.09902032803967,7.93941029765756,7.65884672612509,7.48890651821188,8.05550780223881,7.67531862639533,9.34949416153026,7.6249760341738,8.14946882283749,8.32712686172061,8.40480694838013,8.07013764966082,8.25802084312624,8.28795636362834,8.3553742261808,8.10846594349297,8.31463134280677,8.17932707205197,8.32877035337639,7.94104979902684,8.06986890368266,8.11185563374424,7.99521613908188,7.97616337050107,7.97848097587657,8.03904049285919,8.07335635632335,7.82199885331956,8.10638375683523,8.04329750861487,8.28019382019422,7.7044127442929,8.18084622886227,8.37373310914724,7.718093592431,7.40053834392382,8.25562863371803,7.68380921986903,7.7387211837227,7.38369081314834,8.20931786333221,7.75679958201027,7.73997965394707,7.44704909102537
60S ribosomal protein L10a,2.85987147302499,2.03495328826318,1.60695083474556,2.095764889303,2.09583702782471,2.73410662825259,2.26086710190035,2.8195681620917,2.12024245406908,2.60148879945704,2.79173499468871,2.04608176352486,2.37148004721801,2.35283804865933,1.76877321065524,2.41579296279075,2.28729538514133,2.40901892280973,1.86271160759349,2.45549317859272,2.5824906133456,2.53042076419773,2.62581896198695,,2.43928320058353,2.46306069609804,2.41215885536626,2.583402987813,2.68244844827562,2.53528077255445,2.57712003771993,2.57250762845802,2.54911487146755,2.36338028307775,2.57849722520464,2.60730073723617,2.57191488302106,2.56136938160883,2.61099511918065,2.48964403633974,2.50960340208825,2.48959047102529,2.54592275821438,2.54318773656596,2.55319069146423,2.4432885428627,2.58397379029802,2.57962928168728,,,,,,,,,,,,,1.89774169410752,1.89011094641427,1.95588350886522,1.93285116606558,1.99050796167037,1.91827560602938,1.92036413753592,2.02602085034678,2.65821021582658,1.88915330485072,1.90939517829551,1.97360929602783
60S ribosomal protein L29,4.50101882909068,4.28740183548752,4.56759084030084,4.35185496293472,4.34289149288507,4.70826466343026,4.39397658564874,4.88303941151155,4.17999782575178,4.45688232425852,4.53716773899283,4.44484076719673,4.55434095913043,4.7144607149212,5.30324443185358,4.61626757103793,4.63083453385448,1.99985884238361,5.33768096816398,4.69354816456911,4.71015916610436,4.8142277165289,4.73134733715418,4.41851940923487,5.07489749757531,4.48105110600576,5.53531367096289,5.33772720117078,4.7878845483353,4.55288133100133,4.63090753919493,4.52992717642972,4.66239922531711,4.38890762400363,5.22883015869632,4.66410468380786,4.56776314033905,4.61354514253709,4.63475189595507,4.71823347071756,4.62996267170656,4.54355838675727,4.58013598699202,4.5726587292109,4.54250148388176,4.5106640170103,4.6324309815104,4.56969714362627,,,,,,,,,,,,,4.55717640149125,4.48299242021279,4.53388696932221,4.49585078307047,4.57739344280613,4.49860516138511,4.52335722741249,4.56948254934739,4.59380689846562,4.46422403002358,4.57065676399292,4.57097458569152
60S ribosomal protein L36a,5.08293812414501,4.96725887140519,4.96737927290793,5.00498588678846,5.11794881901883,4.94980035046612,4.88822064523972,5.06389710855726,5.21733351996064,4.89118620472028,4.88058364827935,5.07005273958075,5.05371344854223,4.88112228501517,5.05791425125934,,5.12297018820246,4.95294773541095,5.00540376128941,,5.07951351029725,4.82224351124921,5.10555520135877,4.96265521396317,4.92068353496706,,5.10335891441561,,5.03957439511631,,,,5.02135877551504,5.08209005523622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60S ribosomal protein L4,3.26331853758016,3.17342797540451,3.35882346351247,3.25858745872551,3.30914443503632,3.23300316712146,3.27127137028812,3.2076359828403,3.14942936348367,3.30457019516434,3.30358674719788,3.24372800100415,3.13968419386367,3.2908132818768,3.52967204490969,3.43737235658751,3.43816049280834,3.3694791799303,3.41868186704495,3.56022011006589,3.3512433977836,3.24904587013989,3.42402764376574,3.39746739079386,3.29760112670684,3.60218020714142,3.35240287061739,3.72369460295213,3.55043062507449,3.71427365181256,3.74951630175422,3.73597133882264,3.62908423908216,3.66144187994896,3.36692411404322,3.73013192076521,3.37482385443596,3.36858873645548,3.41514832326661,3.43920437031949,3.39478897288777,3.5070641529593,3.4855101892496,3.60692192064763,3.44206731507794,3.36711052388993,3.40816489352773,3.38760459748132,3.4871563945939,3.60146579264791,3.70189898037496,2.81280399213502,3.68397608255393,3.66195397283602,3.84711316626131,3.73197201215521,3.69556013401962,2.81469901597698,3.75151945800898,3.61721608689948,3.35638990094244,3.36173425326832,3.46960202805731,3.51969377696222,3.46173898616602,3.40863764026802,3.45077431661112,3.61087754795021,3.39274497135024,3.4251976068501,3.51874145424218,3.6424792903161
78 kDa glucose-regulated protein,10.1461402344743,10.1888060090758,10.6687033677064,9.89978673027339,9.8782633628902,10.3955537096312,10.2738533245635,9.59419596594141,10.1998533763248,10.3193957444339,10.4546745280608,10.1471215475027,9.95280916860884,10.737048239964,10.9251706333426,10.0396773196964,10.0340373217546,10.869160210892,10.8792258534091,10.0113196551798,9.94309952988837,10.7923741569233,10.8056295704313,10.1050716306635,9.68645026555786,10.280149657268,10.5547107017719,10.0978208832694,9.93721450496923,10.4410756293503,10.5309757497157,9.54745397784061,9.82781366214101,10.4065139174943,10.985274882563,9.5877784965127,9.78148358661333,10.7756664641734,10.6515058573835,9.66612425241442,9.76880021509896,10.5988627171768,10.7073004477493,9.88809775905362,10.2642326359982,10.77268369503,10.7837911339527,9.63557910704901,9.59780908058424,10.6530274469278,10.7543201656875,9.73279656214056,9.68660057416104,10.6215115553244,10.7859853965213,9.72676603090229,9.73278025808669,10.6102946277833,10.7354294196876,9.72471063067012,9.59146206333996,10.5430743657004,10.6121147289438,9.44560311207397,9.55719226536184,10.5359072980229,10.7118951111775,9.50648707270271,9.75004733050799,10.6693025709469,10.6025893751084,9.76000108308391
A disintegrin and metalloproteinase with thrombospondin motifs 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29420587648056,2.56203751361777,-1.6974185772802,3.16815044199584,3.10808485447755,2.46900125777229,1.93956596012927,1.48536446135926,2.10850513232713,2.06943762702577,1.76597855921555,1.63036382328993,,,,,,,,,,,,,,,,,,,,,,,,
"A-kinase anchor protein 1, mitochondrial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39420774068151,0.345788698709317,1.78008013313384,,4.71726195194152,4.62587952727716,1.78008013313385,9.181419847019,4.71726195194152,5.31208194629062,,-0.235851736217475,,,,,,,,,,,,
A-kinase anchor protein 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99760419683384,2.93259060310686,2.37301249991998,3.16445076521076,1.89907276536069,2.94382307306724,3.29956361596282,2.61475564970828,,2.63196235446467,,,,,,,,,,,,,,,,,,,,,,,,,,
Abelson tyrosine-protein kinase 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05539820476143,0.859844476920375,0.784081971880123,1.19684652402336,0.640608550387079,0.894159180384767,1.04593906309916,1.19445135573442,1.37985919776535,0.811960093940883,0.658604408943619,1.14592922999348
Abhydrolase domain-containing protein 16A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11903619968988,,,,-1.11903619968988,-0.190304539953981,-0.232104140103608,-0.626019269445861,,,-0.232104140103608,-0.626019269445861,,,,,,,,,,,,,,,,,,,,,,,,
Acid sphingomyelinase-like phosphodiesterase 3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73129761239476,9.58712507623367,8.82165351107273,6.57845123350239,6.88512064684059,7.96665134503499,7.80329121610829,8.98350021189014,6.83114425322239,8.75146531017727,7.6493640427019,8.06168799654869,,,,,,,,,,,,
Actin-related protein 2/3 complex subunit 1B,3.45381212786639,3.51244388491577,3.57074119312747,3.72357878140151,3.48011270068328,3.70516042344253,3.665798667694,3.76190745827212,3.62565278915034,3.66829292450951,3.61938047321448,3.72265981320209,3.74430549940786,3.60635409063624,3.79699871095717,3.91044319933678,3.82090614166713,3.96775664838258,3.67743614676531,3.85550941888595,3.87459227048896,3.98284977449054,3.7718737849469,3.54912013951573,3.25043992620148,3.33865938716218,3.26354865488574,3.46474580371511,3.1718876454901,3.35760212362882,3.29618478173772,3.23601850137516,3.31418662632154,3.40935444168491,3.24059662414432,3.37142537164932,3.45609476144191,3.59496193204478,3.54472814715411,3.69533616054188,3.45037748573501,3.63602021396024,3.48333246309071,3.71710330107081,3.47415692600011,3.56741031505951,3.46998636661889,3.67900830571073,2.92089819565566,3.59374434620192,3.53906196517068,3.45577538303437,3.52293734181525,3.57855404669692,3.66146025981507,3.47673827301753,3.36100203845779,3.5527065603066,3.36940952222896,3.58209166514646,3.35279479206577,3.40774002494103,3.17751977953436,3.40058892208532,3.43543903599015,3.39997342319243,3.23048810310102,3.42808469318848,3.29316666159675,3.32848333928309,3.30361970686802,3.42240587812134
Actin-related protein 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.93541425140773,,-3.84533672822535,,,-6.49775952404776,-3.84533672822535,,-5.93541425140773,-6.49775952404776
Activating transcription factor 7-interacting protein 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0110130870560157,,,-0.0877348272908747,,-0.874897910539777,,,-0.0110130870560157,-0.874897910539777,3.75179187874615,-0.0877348272908746,,,,,,,,,,,,
Active regulator of SIRT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09037691308195,1.19501187656498,1.03994645039739,0.762053820961167,1.11808212626238,1.16430470384183,1.3255738221854,0.771720021185916,0.601730539706137,0.890344528991482,1.59507605155438,0.790334211270494,0.730763769353106,,,,0.621154762368358,,3.5655027448237,,,,-0.409190911017105,
