protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_NVG_D6_1,DDA_NVG_M8_1,DDA_NVG_D6_2,DDA_NVG_M8_2,DDA_NVG_D6_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_BGI_D6_1,DIA_BGI_M8_1,DIA_BGI_D6_2,DIA_BGI_M8_2,DIA_BGI_D6_3,DIA_BGI_M8_3,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_D6_3,DIA_FDU_F7_3
"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",-0.724086633588048,0.660031808010107,,0.675934569957162,0.350292314031963,-0.0502524869165132,,,,,0.703365383959407,1.21365506530295,-11.3736969645782,-11.1265060622409,0.0092336401285513,,,-1.08651634698506,-0.0977073381857591,0.637114791922124,-3.2150858897468,-2.58469308558657,1.09376340269903,,0.336383447592126,-0.305591587073489,0.511464718749032,0.552235391234568,-0.0641444606762217,0.149170798080824,0.790125719811558,1.39276513390025,2.03304885555686,0.732031036243624,-3.57051943049752,0.976138628091442
"1,4-alpha-glucan-branching enzyme",1.77801724157839,2.59120573050472,2.14189134492176,2.09493949946717,1.73542768390333,1.94446704361093,2.34528719221972,2.56767162318771,2.41685706095176,2.49887854965788,2.33829532861481,2.61500360617601,2.06138967487537,2.25201215626732,1.23312235396489,1.46000898923462,2.48891667115885,2.27689009963843,2.15894093554234,2.50490073008306,1.79412566516891,2.29143967497939,2.21736186470476,2.53706200971335,2.1838967278475,2.21321106358373,2.27171318854194,2.3086419080808,2.12265490248329,2.29092779905543,1.68543689266392,1.94772684420828,1.15682164857738,2.02263353194228,1.78943313488604,1.80242913993132
"10 kDa heat shock protein, mitochondrial",4.33236103958854,4.90137172760476,4.38756792288419,4.24944746180579,4.75420562406104,4.2456301746141,4.42848914042265,4.67355986788229,4.35040577145416,4.39447876678397,4.99682078399615,4.79776903345778,4.55328410005404,4.3220913827879,4.70367620279523,3.28725240674309,4.76445272237438,5.73516912052629,2.01448123524209,2.27563659258598,1.94830689917379,2.15870649374835,2.04619826631324,4.0079786014677,4.65588079562114,4.39284811416749,4.46575324060567,4.39548993575168,4.49248387750164,4.3881394643268,4.17485800095559,4.22296138083312,4.20309816453564,4.26558616466124,4.15817473212766,4.24141218528839
116 kDa U5 small nuclear ribonucleoprotein component,2.46905120980222,2.1806815676626,2.07945950045397,2.43027117809994,2.53267773062465,2.19933701110453,2.95812573785798,2.26534342777396,4.73267161766405,4.15541342392348,2.23711203789315,3.15586757235635,5.65282946916477,1.59237367118208,1.25689213746765,1.78212917013942,1.66715470453776,1.60091771969391,8.69046022267026,9.44464437141629,8.61882359731625,8.63325602943195,8.62364642841177,9.35600169534391,8.96227989909848,8.80084808787759,8.95503425398157,9.11149002534383,9.09982328135674,8.96735751181612,9.24703835178076,9.25965343423757,8.92854518502234,9.45010799099061,9.21361740796237,9.09942674982755
14 kDa phosphohistidine phosphatase,0.390007958003261,0.488897816478757,0.204260659233201,0.915675521558089,7.09281787001761,0.353251715137643,-2.31315596331861,-2.42123041717579,-2.14014394713201,-2.3289883704825,,-1.94627913813423,-2.67137147793955,-2.4878269453558,-2.59149513611919,-2.59010090082617,-2.63270169143703,-2.62054653148896,0.295167391460671,7.31979262745571,6.56077894972815,8.09525517575588,6.53370484352974,2.92542997797372,7.42580799807508,7.7956241373909,2.6592875100809,8.21946099707553,7.254449827882,7.94485909566728,-2.90413775341066,-2.83093311570508,-2.99830624465297,7.63870731240544,-2.97815808787699,8.00753174370938
14-3-3 protein epsilon,5.85954534127956,5.68456444652242,5.87072536986453,5.78187797422596,5.28551116736229,5.8627956799921,5.32764693404158,5.57320042290173,5.15631654582351,4.9015143632104,4.31878492061093,5.32329539547897,5.87392758332697,5.84211769418954,5.63820276084083,5.97273437359931,2.92256981936577,5.66565973402484,5.83782261886857,4.90840156312021,6.05732081975819,4.34743206968966,3.95378907017304,4.03880432033141,5.11455281383718,5.3685168247105,5.4893309938404,5.50941604842234,5.54864043645761,5.73143275914209,4.72434472013893,5.02116777352484,3.97429951208308,5.07743821042091,4.3584799927714,4.71280373275386
14-3-3 protein eta,1.15777676775366,1.26669447215457,0.331163419739966,1.65540715394452,1.11862987616985,1.12811512480074,1.35368557568752,1.32923309704018,1.30487026171173,1.48169879166525,1.23183749296945,1.14474732069379,0.248480275532783,0.434808294440573,0.124516315342472,0.509850951274286,-0.0159547460778681,0.53026188371535,1.10034249705613,0.179902578358942,0.126178399125166,0.864795091636025,1.10077671791003,1.15431886115247,1.20010033238022,1.29940298091128,1.20696135652843,1.30142278564212,1.18419377799789,1.13695372495301,0.855882504668668,0.419764649096912,0.910844924440138,0.580325800369343,0.973967401059755,0.651848921708652
14-3-3 protein sigma,0.76555435688084,0.691076129768772,0.70509107761897,0.670184057238219,0.756370651231638,0.585569557711215,0.636497694373034,0.572112015559172,0.616350562828015,0.57583956148649,0.693916623077227,0.562138046852379,,0.693687904458582,0.663900044855557,0.702907374899778,0.574877810656615,0.674551146879415,4.22469995025784,4.32877247370108,4.23841496043206,4.29807675533446,4.22185853298067,4.35611822195746,0.61027881774321,0.589523219010102,0.597999280266537,0.902879197551914,0.797199408631451,0.465854573100208,,,,,,
14-3-3 protein theta,5.32854319370541,4.55955595443095,2.53055324460214,2.81411127650409,4.29096021398212,2.77446554654105,2.26773453086514,2.35111614409898,2.42979572402898,3.45191803681372,3.39470142749927,2.37820215002806,2.23849352340048,2.18590065456674,2.36040960053036,2.47086733621496,2.33352157711214,2.47912232778826,3.56973786466108,4.80105841879006,4.45527776665598,4.86208318293178,2.3265492539625,4.6241756800105,2.76772188587449,5.62904923606302,4.92924263282588,2.9364488969157,4.65167973330548,5.60253429975658,2.66279359832259,2.7716080267008,2.80363021671842,2.81805177323791,2.97932612087953,2.53612637535028
14-3-3 protein zeta/delta,8.28103512466786,8.02087341713247,7.99144721693263,8.37354425361368,8.13068469696902,8.42958626646053,6.56733418221273,6.11272509457666,6.59443712704639,5.39998691245395,5.26539207634134,5.55251933275156,3.22399517413372,5.36248822144487,5.12205281611086,5.08121297137767,5.39410953989611,5.41914877272452,4.59057616461778,6.43950158645011,6.45809333965816,5.01760672022987,4.86480226675036,7.49883493400408,6.44898786460018,6.88946915550921,6.10841896514274,5.03409286139698,6.48756562067564,6.39295778847902,9.00484472241736,8.7440714207981,8.87788940649344,8.93568193908751,8.93081093544762,8.53480760355366
15 kDa selenoprotein,-0.709578948320162,-0.801479387760272,-0.907483023770128,-0.885880358406967,-0.95277119739379,-0.883036152337401,0.335507732625814,-0.458347756101972,0.407564912357503,1.18521731125822,0.405340923336851,0.521729051163185,-0.690539080830723,-0.551853017437566,-0.533120228535282,,-0.653714387712529,-0.980275028603076,0.148028607128849,0.682884482060964,0.835264918201571,-0.796211031742829,-0.767786969787804,-1.07218060736767,0.608104951966646,1.74437198889467,1.52378339791297,0.791251949207477,0.302094029839957,0.66743908225489,0.311271133475805,0.646540006371295,0.379110622509135,0.518561986835325,0.421698457387026,0.590556388395514
182 kDa tankyrase-1-binding protein,,,,,,,,,,,,,,-2.21399705667416,,-2.274877806595,-1.96738463577851,-2.27831166272391,,11.3146409418424,14.2801296372038,13.5596663602518,13.85365088242,10.6759168226258,0.118772352147246,0.400030251030806,-0.762631117899129,2.22987727900985,0.213672109812649,1.04096379829661,10.2526772583168,10.8192014159834,-0.682390029476232,10.9007249747574,10.225293752712,10.6208546137821
2-5-oligoadenylate synthase 1,0.840954033912556,2.08242923831735,1.42327664150823,1.953907779967,-1.85513089886669,1.9603992050515,2.45151008354565,1.94798705767414,-1.25239939978807,2.00368159533992,1.88697009265098,2.24799234686721,1.84775159784614,,1.83311067300664,,-1.06621435968839,,1.88701830325401,1.61042964726434,1.12256976990334,0.0680335072431816,2.20876125659281,2.1141931201488,2.07951066044593,2.10326704176783,1.6310975479368,1.9479791338438,1.11003503789875,2.4641059580683,1.05976676493019,1.41359071157932,1.41245251595463,1.44606873536842,1.38065776525288,1.53469857920861
2-5-oligoadenylate synthase 2,3.39758595657845,3.31015585756208,3.30868544120345,2.57881806302108,3.30018674032358,2.58262763413906,3.19716636774385,3.40024418482197,3.62055593388626,3.17279980298154,3.32439003698042,3.04085784319588,3.69814941157002,4.0650391001081,2.31991471237696,4.27691668703823,2.28728732081109,4.05729562051028,3.17087254739046,3.47623215001189,3.17917090666799,3.53486418596092,3.34495551749674,3.5816965774824,3.19635511268161,3.69426734499193,3.33282443361462,3.64701148520826,3.11176732501047,3.71820759073691,2.85065058401097,2.48796600567942,2.89185506050531,2.51250769665625,3.02494706434367,2.01591169111123
2-5-oligoadenylate synthase 3,1.71145579515904,3.11504251063829,2.88700994241437,3.39063492029965,2.09112300777627,3.24966241365086,2.56240072624029,1.78888990014145,4.070245959766,2.23963684017622,2.43177359156463,2.15385681777853,5.31154409101651,4.3711656988064,1.6949387222329,5.20900485347918,1.6276224761747,5.02699573607289,3.59849894195441,3.018962108053,3.95126095322827,2.48652623370332,2.86394947202852,4.76841475137161,3.61823231768628,4.26330880173869,3.52726472373605,4.30918584043321,3.91980857139123,3.13888371040983,6.13804994751922,4.11231120838466,6.10024160984893,3.99847528453158,2.98226263937678,4.05905911809663
2-5-oligoadenylate synthase-like protein,-2.59765412525152,,1.32326862767176,,-2.58293813176394,,,,,,,,,,,,,,0.265230256481346,1.5791805102896,1.42372360163053,1.57583224160511,1.72330022883187,1.98165407053942,-1.48362647723518,1.56026584658073,-1.48362647723518,1.47375686744448,,0.856382796975339,-2.01083510371571,1.01626246837834,,0.796790898103919,-1.82850441773639,-2.17053530902351
2-5A-dependent ribonuclease,,,,,,,,,,,,,,,,,,,,,,,,,,-5.02453477931967,,,-5.50879452368857,-5.02191125524628,,-1.73854458357368,1.93121942001017,-2.40166945843004,1.93127849120109,-2.40100570049656
"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8896521240282,5.42652854849686,8.84512747033299,9.38404917173613,7.96127084484076,7.50088473382848
2-aminoethanethiol dioxygenase,-1.27043686084551,0.154610480498007,,0.267892234339131,-0.475137288258123,0.136558314668889,-1.27467429730553,,,-1.52515118055404,,-1.69245142715137,-0.192222994596974,,,-0.62167588271628,-1.2483678160732,-1.16512891189056,-0.368186787071969,2.54274680798367,3.57143475299329,2.55409832470931,3.2941592664489,2.54460686902385,0.100342700025253,0.295508751405504,,-1.4346976660705,-0.0226625718021983,-0.483740524793563,1.22229897807833,1.77296609630827,1.20376913096554,2.69706233806373,1.19338938620985,1.6937133332747
2-deoxynucleoside 5-phosphate N-hydrolase 1,1.29258746741834,2.2370549787061,1.20679195556279,1.57524760468478,1.44451436949413,1.50727975347837,1.46371708013401,1.73836434810243,1.91506544516973,1.61570581481728,2.59263625896943,2.10914470286575,2.11507830933527,2.11654777064188,2.26979878326661,2.98368273433193,2.62359993610282,2.21697023145825,1.48375925513204,1.28663811006844,1.38435800804552,1.6037472316748,1.71301890964912,1.5109886541179,1.8727467144011,2.09339118893389,2.11729434149483,2.26922415097368,1.96492279563428,2.09252453388383,2.07961289236162,1.81226833687249,1.88321536596894,1.95115993135269,2.12296171488736,1.92852388383781
2-hydroxyacyl-CoA lyase 1,,,,,,,,,,,,,,,,,,,,,,,,,-1.17503421269259,,-2.07568520015241,0.355428257282001,-2.56194791049041,-1.65385667086904,,-2.47383682502895,-1.94122716225702,,,-2.45912717360266
"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",-1.13048002800447,-0.085910891702088,0.885211260637134,-1.02509912757465,-1.04275829593639,-3.69678259590366,-4.09538563816708,-4.24726319764938,,,-7.75780031795374,-4.24726319764938,,,,,,,5.18253857323109,7.5507195535949,5.53782678386709,1.06258102216554,6.2709679446522,6.88830718052402,-3.27196647408405,-3.21957116721928,0.133984918987523,0.737211559566121,-3.53715507479218,-0.844740229364911,7.06419688606446,-0.33672515494367,7.22893992716925,7.25760187524159,7.51488733186163,-0.996141918804299
"2-oxoglutarate dehydrogenase, mitochondrial",9.47520071397423,9.64238402287386,8.68953581807736,9.57944939641339,9.21848784780107,9.06666666079891,2.59845600378926,2.38201516444084,2.55684990590349,2.48888788131688,2.62723006203996,2.70206183269061,1.56949480670244,2.8594117147058,2.25235701598249,2.17692680241472,1.82854597331476,2.19877026234949,9.09863691248523,7.32608998597361,10.3191495627703,11.4003316562655,6.60355719698946,1.48420926162635,2.53125207190398,8.08848988550976,9.61067138309493,8.16637475419138,8.62212173756479,2.19108115458295,8.69080436921899,9.16329032791385,8.87878295680501,9.2818269628823,9.0126989172349,8.74736522660943
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",2.48198243328546,2.0419413372919,0.544214535680116,1.81565354903731,1.75056208683456,1.74079950661078,-0.0143161943817936,-0.0285340672621189,2.69864976351563,0.502387261845526,-0.0979460757020161,0.471376904631844,2.96773101892693,1.07485154853912,1.92714391929486,2.99169324790076,2.41512244907429,2.25052174427051,1.23222002886299,1.77365248051105,1.44220894874848,1.81170611056253,1.98635197984398,1.8537919946513,1.91859715122755,2.23592766092439,2.08128811284147,2.5716901449183,1.90562648568002,2.46256312308138,2.44518547074146,4.01716968941098,2.58168338886801,3.2662266975537,2.70601307177267,3.39644159159355
"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",1.56543260342937,1.84052139641434,2.70127498657759,1.39311403144068,1.98288726347673,2.03057529368817,1.73805922674843,2.12950676032456,2.0508472173363,1.96142158806049,2.02867365556684,2.11758386223887,,1.67202087260756,,2.62596385980017,,2.4864529122502,2.17690724262836,1.89871748189969,1.64329852395503,0.239129299203111,2.24838479682434,1.26742759097386,0.877017523592876,0.873397574122676,-0.257537351914776,0.770814347566968,1.17596602571066,0.948017919605775,1.88332422613794,3.2327539454211,1.92282068187854,2.11825876612423,2.15077599399664,2.80320676078251
"2,3-cyclic-nucleotide 3-phosphodiesterase",1.4203340340071,0.673324168274891,-0.106468926343418,0.934728369729697,6.71374175250774,1.34405196650227,8.02188085954603,8.96825809302215,7.73522925003587,0.480259366044075,7.73170146679811,-2.35043178308348,-1.25360922585493,-1.5256887324588,-0.87923573844542,-0.977580767796583,-1.28631647640408,-1.29652911786244,7.44373876578,7.68976665779934,7.44632371592315,7.41084537625183,1.85967835520367,7.23169536065208,1.95054674108255,8.07073737685404,8.28146298011549,8.0602197997749,7.80666638207854,7.76913897606651,1.48126539882638,2.15717822137013,1.47637748228193,2.24123179430822,1.45644960420045,8.26541293774484
"2,4-dienoyl-CoA reductase, mitochondrial",6.21603251551646,3.75362403867891,6.11064037505141,3.81378033185212,3.39459588073575,6.20059480856709,3.75826799019676,4.29950321553375,4.3240082975014,4.23755110984868,4.18717018239247,4.37331170101473,6.94918217526395,3.60772386578163,3.73696885442995,3.81914309957669,3.7975718644281,7.50849450870348,11.6660767765468,12.1071157988706,3.34325923879852,8.86760825671724,8.1504635044438,4.73168873611276,6.39384897040807,6.55735123787005,6.56992907084633,6.81291668050916,6.50411841460555,6.46498395558019,11.7093341120147,11.7173149069882,11.6768919204467,11.8752068800137,11.7856333397923,11.7245191057215
"2,5-phosphodiesterase 12",1.11417066466558,-0.549836906080027,-0.195526976568624,-0.493117140986107,0.576899720321448,0.62125437065754,1.3644179872933,1.38721791935233,1.22265909798857,1.1021903292,1.31985587979112,1.20548927542046,-0.878960260309412,-0.690999462828272,0.0754425008734013,-0.246842758095445,-0.000645326744366292,-1.22396635392948,0.614121195563214,5.77116356659342,0.706407672358435,6.04250800065451,6.21506411065436,5.56521379749492,0.295666057055765,0.268159561065524,0.200356850555062,-0.0039100499038322,0.282582830149257,0.156433475997625,0.372749825995805,5.37424147223998,5.24353711362442,5.02307917092889,5.66848631847481,5.40271808142156
26S protease regulatory subunit 10B,3.54818111645563,3.62182988792495,1.01703234862484,3.91686484182736,1.30738541995431,1.00614997165894,4.12843887935198,4.45366001995792,4.13797799218608,4.21732488895974,4.35669350202294,4.19616071228194,2.49113920347067,4.33538875999125,2.34394794286935,0.802414052829509,4.95798847234982,4.78256093057312,7.61886332706616,11.4902476567649,4.09678873649308,6.02116249153847,10.0938585475892,10.7698312948526,3.39366727261644,3.3697711242678,3.40899823455021,3.57215790874804,3.49365136731557,3.40661574354067,4.02115472589585,4.14293949299889,8.42589147441454,8.66061238025416,8.51282878802162,8.99108236559226
26S protease regulatory subunit 4,3.47373123851173,3.33809689140362,6.19379971584306,6.34783843769856,6.17909133806961,3.35127681915211,4.29010498776275,4.92527128350963,3.02127835772499,4.47855473661149,3.14721947787051,3.23752743375495,3.07259414053353,2.48350760056148,3.23689907044309,2.45693888333759,3.19423533510025,3.54173281828285,2.6226724060301,4.16184874840957,4.09044968886847,4.05690569883342,4.5638108010039,4.06138800292212,4.28324764718003,3.29918880075045,3.70116490448754,3.5755970326677,3.06094466681536,4.25276577154453,6.24256480107543,6.3145463374811,6.21302488610838,6.28512042492393,6.1505239970496,6.0441571006434
26S protease regulatory subunit 6A,5.36872766466941,1.67022898212008,3.18846024942207,2.00037630102357,5.29954140296482,5.5109380061714,4.86701776397638,4.89972633164816,4.68889546619823,4.91671324122245,4.88174411592285,5.03558924692311,1.36790952456087,1.64624596827195,1.79117454483527,3.52974931520124,0.884969638637974,3.5290700702943,5.47238202575374,5.12906157881589,5.01682273327267,4.73918282921877,4.55076277348082,4.96590650729411,4.77165431319799,4.05270341477379,4.07591741511813,4.0932265593833,3.94088477901236,3.93943423299349,4.72624057678292,4.84906137440615,4.54347750368776,4.71849214095367,4.65832717287645,4.54502425159907
26S protease regulatory subunit 6B,3.3084027723756,3.38253879573958,4.67352677686689,3.14661843548868,3.09101471165222,2.88564372032688,3.02758044118924,3.71679719468981,3.51147265979939,3.26011837926343,4.13536267611836,2.89037958100412,5.87338416199905,2.05229755610266,2.28401338624172,6.05337246230536,2.56648627426408,3.72157776424517,4.67789736378,3.50383273430892,4.4049053428662,4.36859294702936,5.12857491819236,3.79268186128623,10.6421912239286,10.7822472773158,10.68663469411,10.7647554349075,10.6788173800923,5.94167225937619,4.26676667049479,4.45872914197006,4.3847798797777,7.40613507894566,4.43746916635899,7.38552317419767
26S protease regulatory subunit 7,3.03793802302986,3.32498223569544,2.96877910746345,3.00640572258493,3.15058506649017,3.00217212878514,2.85652138180266,3.89672110810913,3.62349822689915,2.75588491358287,3.59541137317733,3.05975060392509,3.41115192424047,2.82710520781023,2.81784132274815,3.0031475827587,3.21686938554554,2.83263020517092,3.13771550962094,3.54458214973548,3.23208055163601,3.27602662785627,3.34011181001097,3.29768738715998,3.11348171457459,2.73756813402004,2.98487625413,3.00379818172808,3.22409721985486,2.82558093523178,3.5671222961477,3.56711461776883,3.31267175903118,3.51733618607113,3.5239726391596,3.53292169489809
26S protease regulatory subunit 8,1.36414233409275,2.64032620716299,2.29704517433827,2.68548078432943,1.20489842419412,2.61021169363702,2.64180794165072,1.73897891890733,2.86940190729457,2.74480327673398,2.65167897455038,2.2616834421078,1.70901638483568,1.76570034943424,1.94530605786253,2.03718895397726,1.98094059463219,1.40311517332058,2.23797553973314,2.59189843538011,2.21901882662841,3.11010602038815,2.36852649627377,3.83705028217121,2.59305804367988,2.69774660362258,2.71826590407605,2.6334451164524,2.28964031913207,2.49359655097038,3.53955208053771,4.43292199770655,3.39222031160785,4.6278401329463,3.27448371503775,4.4546549033275
26S proteasome non-ATPase regulatory subunit 1,5.75345182870747,6.20464212879798,5.67532420634735,5.76969894864694,5.68140828446056,5.66780881956003,2.94835764398613,2.70059315678509,3.05999923258548,2.55704347952452,2.57549562896727,3.20732443759061,2.29052677468608,2.67536763078956,2.42517411625268,2.88276001561371,2.48296480315364,2.18982205029747,5.98188107832998,6.35213313857807,6.04086878901909,6.45328191252205,6.28632747715104,6.64817520118434,5.53505192356009,5.47361766933847,5.62948826310533,5.39430585300497,5.65766362819585,5.28112287729126,5.66068380686073,5.76997765266012,5.57612007479812,5.85935993910454,5.62371843030729,5.39249522190113
26S proteasome non-ATPase regulatory subunit 10,3.38911208505688,3.19474617420339,3.23536410793621,3.21668957804127,3.33138397422646,3.12157872424497,4.08101140141159,3.61602961428221,3.30350083173534,3.78706253224994,3.56476367065879,2.99913585521264,3.59565487805827,3.1019671857054,3.21718222667016,3.33405336916843,3.11067860876486,2.8252702837476,3.14976263110017,3.18852144784944,3.06793504649601,3.17023967293452,3.17823703887642,3.34084454130728,2.86797655658298,2.88564447414408,2.73992260549923,2.70561030690263,2.9475869216031,2.79449706463812,3.9225214361669,4.16518772425611,3.52186366962509,3.46875527890581,4.23099620816966,3.65462997142136
26S proteasome non-ATPase regulatory subunit 11,4.63542583609635,4.71725612159257,4.0419577057447,4.74584787949515,4.05031217501373,3.88334417766011,4.33191415591431,3.84963709055129,3.71591866589088,4.49137681536473,4.01617779171039,4.05543453673859,5.0659752162893,4.96440591381192,5.46504142444098,5.15195173115835,5.84644396065449,5.23475977913936,3.80228637852259,3.96541481706138,3.73474515229729,3.91848781764401,3.86544147899098,3.97225695743898,4.45982106363406,4.84584328154819,4.69190733747278,4.66132630396144,4.61558606467942,4.56921803207252,3.6563735323803,4.01660649910549,3.85456091185853,3.88342863537055,3.75102456336558,3.77391129361863
26S proteasome non-ATPase regulatory subunit 12,2.33473748905713,2.51497808438134,2.65896571640098,2.92836987609119,2.08516035499781,2.95010445301004,3.18433123900371,3.23373011336878,2.92460504355121,3.05233975472493,3.26197971945284,3.15479085511667,1.91881569345803,2.98902884171131,2.93866845462311,2.23398460418962,1.89279128409011,2.83997153434048,2.50771431449442,3.23788698827789,2.96280906833752,2.65109730278383,2.88880015651661,3.03796138330524,2.80227515689461,2.91018973416098,2.71936990460809,2.87008675002948,2.93117002949332,2.79640272058798,2.81520849790483,2.86511168220229,2.89256109204478,1.82817576272249,2.76163966119727,2.62759872315068
