precursor,peptide,protein,batch1_group1_rep1,batch1_group3_rep1,batch1_group1_rep2,batch1_group3_rep2,batch1_group1_rep3,batch1_group3_rep3,batch2_group1_rep1,batch2_group2_rep1,batch2_group1_rep2,batch2_group2_rep2,batch2_group1_rep3,batch2_group2_rep3,batch3_group1_rep1,batch3_group2_rep1,batch3_group3_rep1,batch3_group1_rep2,batch3_group2_rep2,batch3_group3_rep2,batch3_group1_rep3,batch3_group2_rep3,batch3_group3_rep3
19,19,19,13.9851923033098,15.3898332487118,14.7049090873595,15.3056342267295,14.1111270926915,15.205224230865,19.2290942468859,17.1468254062937,18.5458642224862,16.3826293459167,17.9678919687884,16.0261631253119,22.9757048309822,20.421585437406,22.5744861710697,21.8488377100243,21.1721802197839,21.9886529138456,22.1822688865546,19.0589034786353,21.2542703646181
20,20,20,14.3717517194143,13.7826995873693,14.3040193207849,13.4581032235142,14.4862903589197,13.6538636911712,17.9614576350023,14.0651163001936,16.4667003603157,15.3279898405231,16.3382530742302,15.8790129916849,15.0543550930067,15.0516504706328,15.1135091912402,16.9973739466415,14.3828985331095,15.9492484385881,16.0723721217506,16.062265501573,16.9274541728729
21,21,21,16.3473162315686,16.6624570557833,15.866396176108,16.1360843413211,15.3398630962588,15.8146547351635,17.2949762981462,16.6960947653135,17.6421890740563,15.2731527906282,17.5305180026681,16.3725016725665,19.9509135739122,20.5537618238704,20.6953229220785,20.2625501073767,20.242169158775,21.5634119188667,21.2605685253215,21.6527998996996,20.2811162994976
22,22,22,17.7390111098509,17.833048056024,17.675392050117,17.9041819986262,17.1839530608154,18.0897783906376,18.5476747457496,17.191106105428,19.1199513776684,18.0480544535713,18.2770284307991,17.728022336274,18.1243756379075,15.5985563104041,17.0801938013122,17.7383104762319,17.6249756001002,17.4319803760231,17.6298932843913,16.1501824183912,17.0145030862792
23,23,23,16.150947947063,16.6587814238606,16.3751132356698,17.0860233976421,16.7408101643189,16.9526644993023,17.8617082477576,15.4606334904428,16.705339598225,15.5283686954871,16.9343151395367,17.7513916111506,20.5462628297904,18.8405288455123,18.5642823743978,20.513786392844,18.8855952030991,19.1574061542518,19.2335493825913,18.870752910614,18.81749300186
24,24,24,15.3403017057353,15.052154419016,15.4382673028899,14.9837782499107,14.1428534896063,15.853382837289,14.7847697140072,14.1918391965853,14.1511211262604,12.3360531186022,13.7411956908747,12.1840425098089,17.7181535383815,14.6423806344131,18.0319339253485,17.3365536921172,15.4866815901524,17.196507599604,15.4924358014419,15.5165673362768,17.2714137843461
25,25,25,20.3958636998001,19.5750099546284,20.2226588129722,19.5003001528285,20.0133930592509,20.0465347074532,16.8491908973487,13.8537284098088,16.0258874589212,12.5816232921857,15.6355178491046,14.4941637975074,18.6677013422767,18.5382143523481,20.2470532528044,20.3711693385272,17.6554110124787,20.2781964507758,20.0511944922097,18.9695518418716,19.3773970693276
26,26,26,16.6024146488142,17.1798868818623,18.0709668233893,17.3358746647491,17.610399794228,17.6004526303992,20.8663263216685,17.1302697774762,18.3463786481303,16.286643091397,18.4669579184872,17.0612772223632,18.8315504745997,16.6536691544999,18.1213526806557,18.3498069056076,17.1426805732676,18.1888614118367,17.6715263417635,17.5123935664111,18.680706244763
27,27,27,15.6028184427406,16.2900041828751,16.1775091540742,16.5260857739368,16.5274792377529,16.3197118217734,17.464899712195,15.7403259854747,16.9195050941213,15.9236957688939,17.8079548413212,16.4008380535936,12.2626770811844,12.3352944775949,12.6530813604558,13.4181304988404,11.6488136009059,12.5183928283111,13.6337334166928,12.9827530807672,13.1007167585658
28,28,28,20.9587273813923,22.050677057094,22.2291990530452,21.4780473778804,20.9430849388216,20.8903477469044,17.8387082257026,15.8188315039021,16.8266539135752,16.7830832359977,17.7845408849711,16.2820745835372,17.4028895280379,17.4991694916302,17.3385640224429,18.5380398825412,16.4179100601351,17.8337081023579,17.3404297615924,16.675140744435,18.7338154605659
29,29,29,15.629055143041,15.0877505386233,15.4546613939589,15.7189679924216,15.0481370928828,15.6362220911555,15.409260030809,13.3878804933184,14.9976331988679,12.8610656792306,15.5755489604693,14.3721531477881,17.6014543108243,17.6270975049654,19.2182762546963,18.3695628725953,16.5398780222411,17.1704266397009,18.5593146435511,17.4802567946211,17.1503973000371
30,30,30,18.1065616944887,19.4659545066901,18.9389248968578,18.8212859100299,18.9411473383705,19.0141264551829,15.4804179013601,12.9536559206356,15.1616228290953,13.0499344464571,15.8485788277199,13.5873280841919,19.1288280581871,17.5477018077516,20.5409177658262,19.2763954045409,16.6835816571851,19.4696393167186,18.4945340647398,17.8837851419546,20.0746577876722
31,31,31,19.1777108384168,22.4183984092498,18.2710129155836,20.6474383106104,19.364694836819,21.9140843647019,17.9777128404075,17.1989797424198,17.8777803373453,17.834829148198,18.1797588614783,18.3179156818565,19.321045017063,20.0889396267951,20.4944529132322,19.7904739087679,18.6451818554128,20.9753098515112,19.1661280197347,19.5951855862453,21.9458102626243
32,32,32,20.404498121231,21.989883118943,20.0141986197867,23.0312521436108,19.1155120382379,21.7004607004357,15.8810360289627,15.5636702708803,13.8171258169128,15.1466064948769,15.4950263502289,16.1726036972309,16.2578050218107,17.2543062682041,18.2404895137495,17.5826229140358,16.4949631800245,17.5343644556753,15.9724625716192,16.2452098623097,18.3138691868794
33,33,33,16.7375508415182,18.6869778313373,15.8168768036127,17.7607252221405,16.562607351362,18.6295360874719,18.575832806477,20.0884137734963,18.0390533594468,18.2562478882388,18.491347919801,18.8259269403163,19.8963279155143,20.9579530409548,21.4168862106871,19.8268551154827,20.4939858365218,20.9900723034244,20.9030962645652,20.064345264822,20.8652566914973
34,34,34,15.5824441761365,18.1792916220519,16.5817191328346,18.0248704909443,15.1986210670205,17.6865524570031,18.8946222948032,18.3112468964896,18.7678792171553,17.0141029235486,18.8099477328007,17.9311645582754,18.9865565791306,20.4700802149771,20.4346767832793,19.0455824296248,20.9586116123746,20.3689830815373,19.6527739616673,20.273093971333,21.6649626972572
35,35,35,13.4942882899454,16.1434617653594,13.1021985407686,14.9949768463601,14.0772980160441,14.6574085804928,15.23675500822,16.2209135784393,15.4170378509702,15.8632433695259,14.9620664737826,16.1131170394782,17.5679290322444,17.7111139545075,18.6902483866718,17.4563591469337,17.9089748065078,19.2664918473261,16.8528218347529,17.4391738797439,17.5777935678829
36,36,36,18.5723977057734,20.239200852134,18.1424849901233,19.6947006538355,19.1612682891636,19.8801993810804,14.4866221465475,13.7012257434471,13.0330097479217,12.9869860212519,11.8870742576854,12.7960118731709,19.2587691134211,18.7458724069635,22.6953281217897,19.2130643594491,17.4869902973668,20.5770300172959,19.3659339852877,20.6503963513829,21.2591129659458
37,37,37,19.8326241024345,18.8518434881212,19.5330860497727,18.682197495507,19.4863735563449,18.7122596343308,19.5771966306412,18.6574336702883,19.2694595755723,20.4842927410787,19.4614834999447,19.5775193205982,20.2124431584705,19.8962707106988,19.3057265114307,20.47986434674,19.9951286019731,19.605591200874,20.473802671081,21.9037546906479,19.8438236968371
38,38,38,17.0192295357838,14.0997305587718,18.1794671387989,15.8644586961741,16.7246731980465,15.2028698956309,18.4894092105248,18.0852159215063,18.2564199455031,16.7138771870129,17.4311420160433,18.2283685565499,17.3256313976571,18.3909667491188,15.8854010204256,18.5693817837688,17.7045062543194,15.4620222991728,16.8866058616602,18.3461643854353,16.3354208813494
39,39,39,18.7042739648752,16.6253690130472,18.3493443498597,15.9356019304439,17.7341589039976,17.9146881963677,14.4711237735413,13.6988383799879,15.4494959013982,13.3696353690728,15.0703280596666,15.4069323000869,18.3410846668179,19.8395456057867,17.5632776447187,19.4688371726518,20.01255943063,17.6294040165917,18.9527893036803,19.137399779967,17.2144104864482
40,40,40,17.530015555954,16.0879164912593,17.1924295181944,17.4922181545562,17.0102268484236,15.4443669653419,20.3529894326293,18.9336731387572,20.1198256639268,19.0159879715778,19.8823250797166,20.8619236432944,18.2050639874683,17.969201115749,18.6041914021892,18.26805226928,19.1152079577519,16.8865734422398,17.9561171818873,18.5634477623374,18.5064715312965
41,41,41,16.1066257936293,14.8870455355308,15.3182897142549,14.4961194006204,16.5301154186091,13.3092134054679,18.4176110539452,18.3658798952564,17.654801839737,18.0534918019667,18.2165773830337,20.0934454040466,15.9506182808975,16.8679868948245,14.9839304156495,18.4492287550773,17.2740541864931,15.0916344640716,15.6412260391598,17.6443677394952,15.8142621980995
42,42,42,15.9052111306431,15.1901703497984,16.6677076747177,14.3910355155557,16.2294365956055,13.842963043713,17.204974503968,16.9927949655768,15.976908207967,16.2192291231012,14.7545879874877,16.5915746587027,15.4144401808035,15.1367215512184,12.6391353393291,15.2333960832792,14.4129633991555,12.8281633256074,15.8665990707654,15.2876918475804,13.5786271034205
43,43,43,22.4542648366919,20.2152680765002,22.0435948214389,19.8030819109443,21.0422564198807,19.5688416638075,21.2692279043059,19.7851827477995,21.3126250582215,21.3041820272973,21.9396362776692,21.9612293742731,24.0541072382319,23.2499584133284,21.4206052167953,25.3125346391417,23.6959347103215,20.0653476605649,24.1713413817624,23.3430821718413,21.7056291847849
44,44,44,17.7456190768822,18.2260618174773,18.4069362944105,16.3663228763287,18.2973039454649,16.4650654825284,18.8119888060288,17.5513797999792,16.6052484827267,17.2056461093015,17.2082903940523,17.4704863109401,18.3430248531221,20.7715202101893,17.0413995353022,20.3547535685315,19.9849744646992,17.0682216360453,19.5343044539328,20.1909202588736,17.7597687209617
45,45,45,18.7272786205596,15.9143737284849,17.9295568072067,17.075359104325,18.1691651674685,16.5962104234236,10.3689857355981,9.89328126710877,9.68640277897735,10.94722544585,9.58635757466585,10.0673778903508,21.1072525721453,22.6740612131295,20.5668055266156,21.4070181808634,21.1553047473531,19.527172536837,20.4502969629005,21.4182335164528,18.4564708189505
46,46,46,13.3506033429983,11.5871861838344,12.6325284121048,12.5050066983624,14.6928113607986,12.5752954273755,18.1259584274813,17.3294827580886,17.8520911459995,17.9475682774383,17.2306661896004,18.1196397508612,19.7461978396723,19.1846835299737,17.7795859982706,19.4351656504129,19.0840467452534,18.1654940881654,18.8519106885077,19.6843019490844,16.5795095614876
47,47,47,15.6328572227424,13.0872276270155,16.2514730240361,15.6890126091459,15.3916536394219,13.811100887915,23.5523312275902,21.6081397869572,20.370172910126,21.9949310542243,21.8076153818626,21.9840408440805,17.5583953679882,16.5419838142952,14.7824622267321,17.1815380048231,16.9819075191677,13.492780115418,16.6316546361474,17.5911884010896,14.5365840503121
48,48,48,13.1930981254884,12.0912830170742,13.9521017309732,11.4668165105679,11.5705715807934,12.4429468076687,20.9949981460454,18.86120656884,20.1203387158562,19.8811636815238,20.0577294983965,20.2998380196101,19.7961659285839,19.6430441289546,17.4373630480145,19.8665332755345,18.9568760699838,18.3781287667017,19.3500886984682,19.8786514706027,17.8474849213674
49,49,49,16.5129927317739,14.7232556154203,16.2882145278373,14.9006750747373,14.349877072115,15.893071454342,17.1793396061154,18.3667379158673,16.6488453232452,17.3193641327934,17.1937904285522,16.00159707773,17.2526147372192,16.8579036655232,16.2538307868409,16.4096698248043,17.0146937241389,15.070481264893,16.8111151592925,16.2660890327886,15.9503841721484
50,50,50,17.4473424425126,15.5460679340511,15.9189278927335,14.2894031238497,16.8951720967335,14.5868177086184,19.4048392536026,18.1378218187317,17.4971885755387,18.2266432311864,19.9172271342086,19.2193590070263,19.4857765457552,19.3660030045148,16.9253672714382,18.995117497229,19.3815867057187,17.7028924831679,18.8095390212218,18.5496500844257,17.169482205178
51,51,51,17.2410047489724,15.9099415469824,17.8356901116838,15.1988034730474,15.6363080846246,16.5059050089852,16.9423377302607,17.7449215371161,17.4919577284533,16.5346260564012,17.2394535036962,16.9620928667763,19.9015057600811,19.1048140764583,17.3457312041787,18.541874518454,20.0345957489724,18.012932063911,18.4840678222042,20.2804348424041,17.124758620244
52,52,52,21.3659136044748,23.6202612612348,22.2281026361836,23.4773213110386,22.2865510991692,24.1139685034321,21.0474125071405,24.7215177123095,21.3757894793962,22.798538054372,20.5507278039328,23.2211179810423,19.7140210666174,21.6192458153494,21.915005359151,19.3707329002549,22.6708117733417,21.1508448713513,19.4142468520345,20.8413218783951,21.224232540752
53,53,53,20.9063590054304,24.2865133178342,21.2191142787677,22.184297059534,21.4496124024294,22.5819292210916,18.818500360754,20.615481050226,20.6347588827386,20.4801793973153,19.7055807399038,22.1709847616055,15.8120021418845,16.0913413765235,17.7094785757646,16.2609719506043,16.6025170623355,16.0716060637625,15.8583189538219,17.4242005639338,17.9105263321025
54,54,54,21.4195083537575,24.2769068787539,21.8363775940053,21.7947634584913,22.0491641389052,21.7673998689157,26.4335384237801,23.0503310059206,24.6016571319745,25.5822363126828,24.6672899885364,24.9737920790558,20.9370238760922,23.1974472260123,21.379631570798,22.3948886633355,23.2836899661517,22.166181435713,21.3268003039753,22.785410495827,21.5888020901422
55,55,55,15.3868773369786,17.0785128658846,15.4250704579736,17.7899428350646,14.3406683289001,17.2886327110181,13.5745429765892,17.5622132926236,13.6456469796867,18.1982930497391,13.7698605290852,18.580998534997,15.172892521207,19.4671281649408,17.5028630408534,14.7755779905177,18.5079758157353,16.6501861522154,14.4574116951979,20.141474436084,18.4433068264865
56,56,56,20.7731554337978,20.2118139482404,19.0341787497255,19.6143399995431,19.9369952822244,22.4740054725204,14.1806413069916,16.0054882561934,13.6143278664982,16.3106742691572,13.7649590541257,17.9245632204407,20.2235199843407,23.2055044061258,22.7127992824895,19.4010585316308,23.330552545839,21.6145564103569,19.1230495763099,22.1821141800849,21.9946177271592
57,57,57,18.9512329704674,24.1555331290467,18.374962997566,21.6563296590122,19.5269827460678,22.4733338981688,22.1428360831889,21.5884168735305,20.2887842853551,22.2225648536953,20.3542753983637,23.9827420494205,20.4652832266593,22.9022001136271,24.3982368001905,22.0640732316342,23.117490480661,25.0830272882185,22.3141793740055,23.6040262523755,25.0087727988593
58,58,58,15.696786445213,15.5211390946571,15.035195903754,15.4614967260235,16.4278637158173,16.6224234338147,19.832062746848,20.3867495750474,19.560346609179,20.3883176386248,20.0475544835125,20.7884867078534,18.992172920249,21.641323989457,19.7215491898041,19.3057556284738,22.1232238209283,20.2581485142629,19.165023598769,21.9083481812927,20.6717778406596
59,59,59,17.8544639008994,20.3609776369347,17.6424410289467,20.3130994777634,17.2641882540826,20.6025123910999,18.4730047375173,19.2612882779119,17.0690161259355,19.7383618792401,18.5490220375777,20.3004483114736,16.7208185200401,18.951147537237,18.3603864762425,17.3185156559587,18.0712752249803,17.6266787940596,17.1571601445049,18.7014601877903,18.3184488684727
60,60,60,15.3768633528673,16.3667986287808,14.3698902270732,16.324705006227,14.6161348015153,16.9996188454712,21.7269027112403,21.3730458434233,20.029021983682,20.6120735353771,19.8676322331386,21.2496838815388,18.0022478773759,18.9995898629243,21.5812825151488,18.471962394205,19.1691108260789,20.8070469547036,18.6282484966648,20.1155942866876,20.3595935307373
61,61,61,16.8870591380356,18.6662307621213,16.295149925955,17.571031100955,15.3235077675363,17.9370038579132,18.2456400430026,19.6123532463736,16.9610841706666,19.3019497906713,16.8493831886167,19.6698860834753,18.0522390244251,20.2720189497867,19.0943808626947,18.854343462765,19.8259208998034,19.3882973158144,16.6810107729464,20.631831469603,18.9662542977852
62,62,62,17.4653136841897,18.5973945818435,15.914288714511,17.2450993915442,17.7390005586613,18.3635398645041,18.6939227061505,19.8240761517327,18.1368463161747,19.6266072013674,17.8341312602275,20.7161755420288,23.0806994855886,24.0460919535891,24.8067720236171,21.598108856271,23.5093010272762,21.3859535019586,22.4534400429411,23.9030315943425,23.0573123569835
63,63,63,21.7878633427586,21.4338253922387,20.201434416747,22.9199817067988,19.9187186978501,22.8830179814654,20.027797037158,19.9954971596024,18.9213874184236,20.2066976745735,18.5323660548511,19.9003907189576,21.7956019609765,22.4356085598282,23.0795343766132,21.88738173006,23.8217971755491,23.0101450305681,21.8462728893278,24.6766461388634,23.506101986369
64,64,64,22.6124660025473,23.8023370750707,23.073336105632,24.3376485476974,22.2692443504242,23.0043557042964,18.7941633595443,20.3678363825984,19.9053347427465,19.4480748680214,19.9445383831349,19.5764731386476,16.140415167627,17.3762409273143,17.9620368033847,17.4563488272326,20.086071512742,17.4453623072211,17.6488276177269,17.8630276406092,19.0582684691809
65,65,65,14.5236092543753,16.2100546345465,15.5520314265568,16.7924046196755,15.2248781268173,16.9372287076165,16.257291967362,18.1322976188866,16.3464629803618,16.8771328995257,15.3519695377201,18.6765844651685,17.9821978583479,21.3247388923179,20.4985104806322,18.1049927965691,20.8691910126198,20.0616494486709,19.6906653173362,20.7414715331807,19.7663003958329
66,66,66,16.2919529946614,16.7234717555027,15.788369221901,17.313305113166,16.7410434768447,16.5092669571536,14.3617890799614,15.8629845435093,15.1847805803015,16.041934398042,14.2376755355258,15.9770140095758,14.5447782508484,16.8554597392292,16.7184849884609,15.2051711179274,16.6649017464371,14.6540881272495,14.1021693174494,18.334480668002,17.5501454046382
67,67,67,18.2903452926702,15.6679424800939,17.2156970737303,17.3262148222953,18.1112090457772,15.6690900164252,20.0217845068167,21.8735986154108,19.773377322021,20.4974828295701,20.1631223849823,21.1864547464403,20.2945126976405,21.5843751325098,17.937907009347,20.1034915263677,22.6686326099045,17.4536711221902,19.9475281558444,21.1552219412863,17.1431096982928
68,68,68,19.2587609359013,18.2077517221906,19.1378093105094,17.601116452487,21.2235525034461,17.5644969748837,15.5782805279321,15.7832321012337,14.8563868845182,15.26832362394,14.5671855000584,17.1866690491366,23.3993199148169,23.1701141237719,19.0319299053246,22.2222008696641,24.0931351953618,19.6065520127179,22.2496535440672,23.8492668287507,21.0729468191278
69,69,69,19.361364745132,19.0023970069978,20.1987292846949,16.8065766093176,19.3028304036076,17.3533880403226,16.9098197651633,17.9469747985421,17.5775646785959,17.754078364204,16.7461490189052,18.5262423604204,22.1949794069569,24.2597233632052,21.9609365385084,21.8471312934969,23.5688890518373,22.1411839284422,22.9932304189881,23.2029409673173,19.9893599857789
70,70,70,18.9318871253351,19.3199460564578,18.8112010985004,17.7289602772129,18.6700568238216,17.4866342701834,15.6133603403515,18.0030707111502,15.4753070960883,19.4444607305958,16.5132650755921,19.0014129876408,20.6546108536091,24.7613801605987,19.4051250266933,21.4466630930557,23.0946452113211,19.5723654857147,21.2781245483794,23.0720643325597,19.415419720845
71,71,71,16.6725513247653,14.8229814069663,17.1711842391292,13.8078799002885,15.8339758707852,13.3007105817551,16.9747898957491,20.4312786442883,17.0667704913205,18.0229900898713,16.6084298942686,20.2205272876799,17.584714671587,20.3841804161584,15.3126172323475,17.0613603501316,19.7656257029646,15.5311584905362,17.0777838950171,20.2537991226942,13.2556264298744
72,72,72,15.7119218135709,15.1021215663107,16.4481882950421,14.9703539174796,16.598672081852,14.8696526453497,15.8869102120063,17.8820657496776,14.7035469186023,17.1285576805203,15.9038212546395,18.7282871640694,17.8426458176666,19.8830255648883,18.2931168953042,18.9289827308809,19.3873274813318,16.9802217200936,20.1008922510654,20.3785075249732,16.9486530418194
73,73,73,18.0849033273125,14.1823591031051,17.3310894357496,14.0751849519158,16.8241547057291,14.4273301954562,21.1533233884231,20.4957906540946,20.6966663460883,20.0550583150744,19.334877970781,22.7067941639098,17.4912423874482,18.9243954714048,17.0506493818576,18.4918307126986,19.3630370470282,16.033770883558,17.9170906342037,19.5116381905264,14.9047888153762
74,74,74,15.6534016491689,14.5537071491269,15.5314120603375,12.7567140742578,14.7695051403627,14.8232745518996,21.6482738803646,23.1581682644725,19.6447767346921,21.5140920259716,20.4294251493948,23.205894696415,18.8684665248231,20.403798776776,15.4629435095406,18.9310901178852,19.6640515124014,16.1589345429767,18.7276149542239,19.111794709972,15.5977450497581
75,75,75,17.9361434607514,16.5271236642684,16.7537940073811,16.7210718402861,16.6066913210692,14.9549035888113,20.1091939563982,19.9196813010575,18.7351424987387,21.2614025886755,19.4514214827127,22.0981629668144,19.3628831174061,21.2550321907662,18.3777039227471,20.1160685450143,22.3525909891852,18.3622254179579,19.0471665298714,23.3521290549026,18.0428398493685
76,76,76,18.7027707369183,15.6125954823974,17.0672189803467,15.8829720676398,17.9474296337927,17.2495399161762,17.4082719958931,16.1773059086397,16.415147726785,17.3665920789078,17.0469492224198,17.999568754584,20.3972003756294,22.1005070333869,18.0140395486926,20.5850125615726,22.8160698075678,19.7336989003851,20.7732622319784,21.4964082072228,19.4263168031855
77,77,77,17.581620928531,16.05314247573,17.7428298798334,16.7924762904304,18.557514122528,16.1076151380547,15.04396944178,16.5144913986991,15.5438620818723,15.8720782519895,16.9767914502201,17.8984891001152,16.8643010427112,18.2728615958119,15.4217681649993,17.7464425179735,18.8828505192657,15.5386446244864,18.0112330121748,19.5187563827462,15.9574858193178
78,78,78,17.6639555358039,17.0752231354204,19.2484649175678,17.0428565041744,18.1559437515346,16.5336038390002,17.9674954890035,18.039364664588,17.7606573235691,18.636719728131,17.7944534429218,19.2095124233697,19.2008010003373,21.6437038052699,17.5594587906976,18.1600022841877,20.2271914079208,15.5183780288388,19.7462536194675,19.3020445940468,16.4434902945532
