protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_NVG_D6_1,DDA_NVG_M8_1,DDA_NVG_D6_2,DDA_NVG_M8_2,DDA_NVG_D6_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_BGI_D6_1,DIA_BGI_M8_1,DIA_BGI_D6_2,DIA_BGI_M8_2,DIA_BGI_D6_3,DIA_BGI_M8_3,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_D6_3,DIA_FDU_F7_3
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",4.56968280959796,5.04640619041635,5.13460911773695,5.01516550937208,4.69621102244789,4.97741898728484,4.91937500916062,4.80391231826485,4.82697363885434,5.20007958013902,4.60303851901514,4.86661360391743,4.93921847066604,4.91860365579754,4.73615650510448,5.05468132207363,4.95717887465904,4.95858127596689,6.25509012298713,4.55611233257442,4.51617149736386,4.62386592980809,4.83983966872044,4.57986653981085,4.67582295398038,5.15725622205,4.96573138981511,4.67529534778693,5.01836121536129,4.87976017196583,5.12176945654971,4.83779039064097,4.86498681150427,4.63317908233625,4.73432337233442,4.82139532667208
"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",4.03071528233454,4.00932342505283,,4.08090022120366,3.78832746239487,3.81505575612122,,,,,6.03781805015893,6.49956282562743,5.17637018086985,5.16850243225645,4.71326732306819,,,4.2476735496919,3.82372452415667,4.13157637006295,2.16413699175339,2.80313891778792,4.64671090677868,,3.03506807826981,4.01431230263564,3.08568391460425,3.32739257281456,3.04201116963672,2.88668764977866,2.83501486054876,3.51811122410682,4.75472614985131,2.993770900032,1.96708460678537,3.45107508128202
"1,4-alpha-glucan-branching enzyme",5.16890778838335,5.52020558366863,5.09470228538254,5.32768223898196,5.20169104399098,5.46363076499803,5.117252223128,5.51572218697463,5.29345478347351,5.41121460522,5.12205579680391,5.63780364744631,5.4695618871808,5.4194470751004,5.19170730946944,5.27381222727309,5.1569929431589,5.46300126014475,5.08620978375483,5.41918203012581,4.94514411797185,5.39209789550418,5.30482124704834,5.39111644223854,5.05193413281213,5.32902187296395,5.14465091776606,5.32784445446507,5.11153244014604,5.45329952926948,5.07753052123082,5.44489123205458,4.93136049799858,5.61298429819646,5.08214366751993,5.46058860443279
"10 kDa heat shock protein, mitochondrial",7.81174235610029,7.93650368734588,7.90597719179888,8.15485664538961,7.98807671307012,8.12545399516378,7.93376013981322,7.96754520164355,8.08263471566044,7.91335403913842,7.84322369458964,8.03236858100043,8.02506036630867,7.83875928367287,8.08475937756201,7.81165963038915,8.11564353790907,8.08993419850551,7.84423822949198,7.97284060073306,7.9643271324525,7.98387220310234,7.95618173353549,8.173295134602,8.07169510292023,7.99629378058935,8.12902863829106,7.92137799735647,8.07379351672054,7.89924955490748,7.96130325623285,7.95447784265391,7.94367864070861,8.00720408475189,7.92450252764116,7.99788766591482
116 kDa U5 small nuclear ribonucleoprotein component,5.7888054947149,5.56697684235579,5.68837612052299,5.72163489777682,5.73158188591733,5.77652587675439,5.61363738949071,5.67630525056384,5.79463885155302,5.71258696788981,5.74143334141762,5.76068713459852,5.70903135481894,5.73862208920044,5.76454637714048,5.69077912713983,5.61413710557544,5.76213190849389,5.47530388656883,5.63864368734282,5.68074246480906,5.62626094816799,5.70076130866024,5.81372079141475,5.96704394685185,6.23177022841667,4.76252608886648,6.13538254567239,5.82795519787116,6.0657425727478,5.5253635196295,5.83878815904446,5.93010137145556,5.56586827647954,5.91973331012841,5.93752093179357
14 kDa phosphohistidine phosphatase,5.90997415839899,5.93646135995478,5.68266779767328,5.94868627941821,5.87486827009592,5.78180108199848,6.76712844684989,6.77277062493433,6.96429634574881,6.7993193681016,,7.2463894276126,5.89088804788129,5.99338600762319,5.96834172658793,5.93841574962068,5.94974965364669,5.95717529791724,6.06678026194458,5.68440223241777,5.66522722159991,5.91037148481334,5.4803049430578,5.7571571462411,5.96551968654366,6.00932694463768,4.54720925468599,6.3692113369807,5.94983502215717,6.24603260245291,5.63171335642618,5.66163133639024,5.54970013767594,5.92782479797282,5.59678440600749,6.46353106591945
14-3-3 protein epsilon,7.45733740955262,7.36290046773971,7.28393516609831,7.39562874683694,7.24460827446655,7.37706539184321,7.2078177999069,7.42456752836164,7.30704256610242,7.44621563761671,7.22020225608532,7.42255967204301,7.36068727959049,7.3251743803817,7.58629322211643,7.47923309072818,7.0615183002523,7.17878637563665,7.39465809663478,7.24014444615026,7.33093708726,7.19140364010514,7.31405270034349,7.2075129882103,7.11978654685632,7.43039395635305,7.17060605099766,7.39087315282957,7.40474011376553,7.31095736274307,7.31348702057342,7.25207639665248,7.20281126793707,7.25338385970066,7.29538819935133,7.33850366640159
14-3-3 protein eta,6.08689640772418,6.02990298093157,6.14919179893377,5.904600612059,6.16023325558321,6.12751859773617,6.04772491792921,6.18321853753794,6.11661531755982,5.99469014198891,5.98900971429713,5.97014615601112,6.0522008854323,6.18770481530451,6.02313009259984,6.28629020501969,5.88462873414311,6.01447375527545,5.96307364427624,6.07921111620763,6.02068364801927,6.2400290502605,6.05448033172525,5.89252059203976,6.01072925266927,6.0380289110377,6.05543698082701,6.12942364603902,5.96674056810629,5.88723380594203,6.02437804909178,5.79038766002243,6.06045209809313,5.80833467491902,6.16647346814419,5.92791965435405
14-3-3 protein sigma,7.05743496670712,6.90780532756571,6.92416531614471,6.98476321450164,6.99571796581555,6.92942469726121,6.86274514186322,6.97947743400495,6.92850807283573,6.90571798325202,6.89711446616234,6.99964253440763,,8.267455070251,8.33745689616634,8.37393981547119,8.3511439339075,8.38088924293285,6.60892191987964,6.57064528040742,6.50034259698097,6.6442653649241,6.62276209089225,6.88911737195976,6.65299815114206,6.83535777511709,6.87514977614679,7.20294190464271,6.97317264319367,6.62478946269061,,,,,,
14-3-3 protein theta,6.66910269205922,6.76381425985911,6.67319108874611,6.84065503636594,6.57734892220965,7.00958400190331,6.64625504744362,6.88968183155105,6.93105417122403,6.73305338122022,6.80699816718703,6.93304335611083,6.99003762284935,6.62476525407545,6.30156525804318,6.87044331339854,7.17964703231345,6.63976951866219,6.58778470727092,6.8760082323143,6.60601348160124,6.88721507526967,6.69608335839823,6.80262916565094,6.68400098901295,6.64068353589527,6.66501194642318,6.7256918146495,6.65194135450776,6.9687253523889,6.73029048433683,6.64433660891799,6.80493255023459,6.69793141036837,6.93865042673024,6.6064123954923
14-3-3 protein zeta/delta,7.96890767248328,7.93627143237327,7.67522779972287,7.8955268270273,7.72985565099041,7.92953201476347,7.92137988344655,7.87110219830409,7.96532670894007,7.92644820117356,7.90944124172277,8.03673239685957,7.86071296121747,7.94738093732887,7.93885679317551,7.96327245161436,7.88044363516497,7.93215205458322,7.58977678107476,8.03764793553654,7.73777643181579,7.90926278421732,7.81762993874748,7.82225589287768,7.70844938327976,7.95244532511519,7.7090258116599,7.79013089655381,7.77374162903848,7.93139848397932,7.91066159072427,7.75952697960103,7.90987646160303,7.82244695662401,7.92655465633208,7.84416018471204
15 kDa selenoprotein,4.96134659700349,4.93556143628609,4.81552084950348,4.78168670289592,4.73897006615203,4.86884232875238,4.71675195765947,5.20131780242111,4.75861316538139,4.84293441687398,4.61369767224989,4.96520771340689,5.53862754176504,5.65459401658584,5.73765987051828,,5.60224522340744,5.30670932225509,4.41738900444757,4.52113424866076,4.5571318076028,5.13659543514993,5.13923468854919,4.85461558300499,4.61246638387999,5.42267353275091,5.24973631828452,4.52565075938454,4.1216837438054,4.46122082357434,4.86078944997543,4.67150175061129,4.86104240107479,4.62909740385787,4.50873877780224,5.0253926941076
182 kDa tankyrase-1-binding protein,,,,,,,,,,,,,,3.77478571825075,,3.72783624630704,4.15379542655095,3.7224020510297,2.62905851172114,0.562119482553023,3.97153517437447,3.5541676952311,3.93192841198235,0.748715916172359,1.48658392670384,1.74747042302037,1.95162765012728,4.00752445386899,1.73925116478405,4.3385139917815,3.0432303127482,3.08463753389366,2.31309624885156,2.39663557409984,2.61968769192241,2.67890826288267
2-5-oligoadenylate synthase 1,4.12837884155688,4.06883262168406,3.87106184253146,4.0944065951963,3.93714199664951,4.15799215287256,4.13005726461817,4.043504383477,4.22286209093778,3.99611378853927,3.78620502785789,4.20669458524918,5.94213451943632,,5.87292934130556,,6.30685808884212,,4.21858966386872,4.2196157519578,3.92566309088855,2.47905466423827,4.24838177632093,4.50030227055014,4.03180157672745,3.78107155341517,3.93809064690898,3.7842293675516,4.06793112019656,4.1660541506495,3.50555597638677,3.77583500213332,3.91110941525472,3.7745601735309,4.15344323095867,4.35902263756863
2-5-oligoadenylate synthase 2,6.12699310334687,5.94234386627036,5.98188315505686,5.79135733667089,6.1087795048367,5.87979219659086,6.13859877454129,5.86204884007712,6.2571197552537,5.74758023519149,5.8717516143517,5.8424589307341,5.63964664368619,6.1311081774586,5.81551042975953,6.21558373356988,5.9064405923758,6.23947447260625,5.95624423657014,6.00325498103643,5.83746880335097,6.0639581509266,6.10255009477906,5.94070231771006,5.63656193277826,6.37030405158899,5.7543334928905,6.18432481867651,5.67519254511247,6.20369897937071,6.10922362900788,5.67260060692794,6.15936697675214,5.59227853695982,6.30781571570959,5.54682863585305
2-5-oligoadenylate synthase 3,5.3032980549917,5.29950931129348,5.31558997716759,5.22073663589882,5.23039390357283,5.32070431193498,5.3217126932566,5.16643597640293,5.31262649411352,4.9791600427319,5.48758209964522,5.33253995969542,5.21767517839305,5.28000719868955,5.17666542158459,5.47804224222514,5.09860859715165,5.546746976064,5.33015402623729,5.26775662489377,5.21921550268631,5.12791901854724,5.2460167209404,5.3312750335651,4.83982269938169,5.59576276490471,5.04875174415732,5.55656838847523,4.9808221081413,5.48678407013654,5.31747385913116,4.88894567587081,5.27509703689401,5.0226178874496,5.43245221736787,5.08713332592623
2-5-oligoadenylate synthase-like protein,3.76163831053368,,4.34021429693186,,3.58531904986131,,,,,,,,,,,,,,1.23704084800287,2.24301755102835,2.01422994020809,2.06460841851812,2.54194345207598,2.79660101810799,0.566678972008098,3.02942895968722,1.62171343579373,2.80325634536195,1.15400800099291,2.39521250718725,1.45313262308841,2.36399784889627,0.656464408019273,3.08896412371905,2.04859802393743,2.03467780243198
2-5A-dependent ribonuclease,,,,,,,,,,,,,,,,,,,,,,,,,,1.92154942633948,,,1.74510084466856,1.467812304718,4.18468565031985,-0.912128841112488,2.31401459199951,-0.248697062997906,2.10362049945936,-1.08580267355038
"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",,,3.72008086753128,,,,,,,,,,,,,,,,,,,,,,4.62220213895745,,,,,,2.13692299484246,-1.34976625294668,2.74470264458872,1.9784899639112,2.74883733408767,2.70743413384823
2-aminoethanethiol dioxygenase,4.21585483288833,4.30822040413342,,4.27102362480175,4.15794112414876,4.24261142587622,5.56419492913951,,,5.38793057752011,,5.31480104167722,4.46408938566471,,,4.5099454301985,5.01064213257352,4.89412450324666,3.23140654824742,3.3827150248319,3.95037933199124,3.96581546239718,2.90237582549003,3.81966770607414,4.82011190759572,4.62742617857245,,1.95905239078167,4.33030832352523,2.47632299609418,2.61358164225755,4.22939681410101,4.19948297222281,2.03741585533709,3.91565639332216,4.12874644766522
2-deoxynucleoside 5-phosphate N-hydrolase 1,5.08194437151736,5.91633054719815,4.95148403820015,5.19928806672088,5.02614444235389,5.13078476706075,5.20729464093667,5.5857692172119,5.03156723755289,5.44437744913067,4.84180068793899,5.23150812968598,5.03730171453332,5.08791993284772,5.01618387626636,5.58028551764171,5.39207835114312,5.17448892283867,5.56309292302253,4.35470979716581,5.57000315186565,5.16844897718978,4.98295227355214,4.49904727967854,4.71581328855517,5.1334981090577,5.1891798035482,5.39800450984552,4.87117507792808,5.45100723684562,5.30681348827776,4.95250020617151,4.97919749087071,5.14788529052479,5.30273934118636,5.14901565701272
2-hydroxyacyl-CoA lyase 1,,,,,,,,,,,,,,,,,,,,,,,,,-0.423938451173959,1.59595738598757,1.14993043518928,2.82366794950819,-0.0486907000036494,2.09977309920369,1.58550896271844,1.8734474259091,1.1323607085563,-0.219398484847017,,4.40087401778821
"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",3.49079992724855,3.72379144696754,3.63725093408294,3.41953889169537,3.54502882565659,3.12963065602614,4.58610541447225,4.99361560508578,,,4.61087158882836,4.84156871296136,,,,,,,3.24392055895396,2.95498839787834,3.31708837251958,2.93406492164472,3.83939957272607,4.32234741716837,3.50922100637096,3.33456157458559,3.37249889001119,3.17427619333361,3.40227608207337,3.06430660344101,3.75124781617432,2.37439249138578,3.96013233263178,3.66038934032956,4.33451767158143,2.16641833254079
"2-oxoglutarate dehydrogenase, mitochondrial",5.22171087601844,5.18673725655502,5.26655510030632,5.24232543537536,5.13499386457196,5.32787462421992,5.20948493873882,5.38406253728665,5.78339713610983,5.10252488318372,4.67724018034893,5.05748580867633,4.86012462578705,5.34088012074175,5.26353254438969,5.21535136762194,5.24373771606225,5.192631616424,5.14480781848256,5.20142437069644,5.02899394085058,5.18985449286681,5.18207159894377,5.21744205460467,5.25150720425097,5.0963764620579,5.34625850884261,5.11880838081832,5.16502836343478,5.06638669714182,5.22093407179884,5.2330164793616,5.2002177146797,5.29393341229558,5.13743591033815,5.11834033205371
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",5.2697890808912,5.16273940982989,5.02265693185018,4.79464524465081,4.90137474014183,5.13783454265278,5.02536265748127,5.14943683409981,5.12854479677899,5.00411463607728,4.72379453233349,5.14899269378008,4.52250114328189,5.22072036200029,5.27104437559173,5.18464203073518,5.04603620725729,5.03020209354864,5.32249370846556,5.11276437930584,4.84105145397748,5.10549845294321,5.14661592552777,5.02691583905327,4.9954543745697,4.67548865727853,5.50778104799673,4.79653467885015,5.23072894289161,4.75771669819975,4.80131845765668,5.09983610822384,4.75737071181454,4.69634628423842,4.97992837374949,5.24037988441165
"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",4.92579463728309,4.79543481427168,4.42257670009048,5.13861240600031,4.65056714520902,4.62859159688917,4.42596470533405,4.72738215487479,4.67651684642597,4.74049494957416,4.79235233381797,4.96643316693246,,7.45019874741786,,6.94685460733955,,6.98948761066661,4.76616074116082,4.5109736128016,4.89080133955405,4.81970218251778,4.82087146588893,4.65646970189194,4.89358888136464,4.92161929840536,4.45511304602317,4.65825181832568,4.45483174225045,4.77484042932249,4.48478221656725,5.15959138878621,4.31397231001321,4.68370022093769,4.37627473826106,4.80832041242242
"2,3-cyclic-nucleotide 3-phosphodiesterase",4.82575317155014,4.69741269264942,4.88351349558972,4.90780342042206,4.82878245395977,5.07743625741772,4.79365566867661,4.57606466259155,5.07039974695343,4.59398757408702,4.95729630068233,4.91938066214412,5.02252037332988,4.86981357861579,4.90675597611392,4.91464654940198,4.76837255015429,4.67560587718143,4.90241924367051,4.89820221651739,4.87893180772713,4.71059376672826,4.90832080393762,4.91956130699713,4.60042233155248,4.66962087241701,4.93427536494511,4.58688611186083,4.78687343819869,5.27003165096493,4.97062314612211,5.03576754873617,4.30733485189147,4.84609793267235,4.32359347181492,5.32111152307538
"2,4-dienoyl-CoA reductase, mitochondrial",6.11399677935818,6.53876358720757,6.38334392379467,6.5708771535795,6.30677248609201,6.42738024685057,6.22563781142629,6.45721895990473,6.35404181512471,6.3535846660763,6.37365865944681,6.5261739490699,6.34818582749303,6.36781088679943,6.48274367632557,6.49222060580852,6.40092927990523,6.34903518510958,5.99022784926372,6.2927021173938,6.33870679071465,6.60243275253878,6.32403083170903,6.44447005919894,6.26003084953702,6.43597202299745,6.39976276142896,6.40025860108407,6.42948709734223,6.23447998595158,6.28991977216523,6.35422233070789,6.34016834452709,6.36857570771368,6.35232996629334,6.3369624865953
"2,5-phosphodiesterase 12",4.76865300127104,4.79564647341123,4.58304770594393,4.49329772026326,4.29011264593678,4.59325181806033,4.59277827059365,4.71066473033829,4.54080806317797,4.53949721320756,4.62539077045277,4.57337493935017,4.50311320498582,4.46127549883993,4.71761762149097,4.62638938390311,4.26031224964173,4.76682676700087,4.33989239795226,4.53493137335434,4.67311112384109,4.51648434524622,4.52671443411547,4.87277039199878,4.47362041522628,4.383527449794,4.47023807661921,4.74894258203272,4.26967859240819,4.51294140198323,4.28839693914106,4.52293593380672,4.48822147217762,4.51640990942951,4.68816202336557,4.55518990059863
26S protease regulatory subunit 10B,5.91763724443482,6.2072858357735,6.0948791112045,6.06260747321383,5.89308247384035,6.1423086422045,5.89215192382557,6.1766377163007,5.94799035996708,6.08976363680267,5.74846839705748,6.12832008989398,6.29201031305098,6.12098457204518,6.08820024387602,5.95505589985226,5.93359197871068,5.99134299207913,5.88853111786529,5.81031412589817,5.70778929462251,5.96110032629604,6.1923626731607,6.5037016535836,5.93245921806823,6.04818665385835,6.06502258920466,5.96439633192368,6.00541567415064,5.91744058372518,5.82640513151275,5.98012669351941,6.0622796998705,6.08726618135939,6.03425836630396,6.08218242813252
26S protease regulatory subunit 4,5.76349759815756,6.01280668763514,5.76091186450255,5.90520756170148,5.85323583623829,5.83939590106754,5.76975693596198,6.02265275403711,5.9142742832109,5.85223222769069,5.7783986349775,5.90470047674269,5.89225285932364,5.74027556309514,5.88369755217588,5.67559798460433,5.89607879727904,6.03646718954019,5.29155761558311,6.12231777790529,6.02660117932023,5.95285335817306,6.05096816020192,5.59059833441172,5.81694327373248,5.8186147890493,5.85480045669031,5.96897839002703,5.76846390125599,5.78467245932953,5.7433043478317,5.85651842361716,5.89047266356676,5.93369657693324,5.72838409702681,5.87899450504497
26S protease regulatory subunit 6A,5.64518539891368,5.71055675172616,5.50262722343946,5.8314764959989,5.43577110028251,5.65525331420696,5.41775737738357,5.6836952126799,5.61594479652008,5.77289788686327,5.48020529786558,5.79225856714018,5.46543878627123,5.68146448696503,5.73865937065847,5.61795922793792,5.28406579289643,5.77235537111238,6.13115711982759,5.49913204737007,5.59240851158462,5.51799088123225,5.3091268856935,5.27628546393901,5.49547040910841,5.71020821390704,5.62196026175744,5.73459445706606,5.48430028313092,5.58332515124846,5.59943931344154,5.6431414498554,5.55783681283829,5.43880653125737,5.48112094814394,5.6795367872392
26S protease regulatory subunit 6B,5.8813433997322,5.84575078091998,5.72752756588448,5.80448233939781,5.84172934429663,5.91995295199008,5.69533489040923,6.00937364245826,5.94024320555925,5.74835638077484,5.76408560596895,5.85514928595584,5.97098319118962,6.19064974410582,5.62448414351246,5.94180398961611,5.47801651378042,5.99930840343817,5.67065380008046,5.96041839752934,5.65324756139398,5.88189480597382,5.56486632435207,5.72338129770448,5.58497819817781,5.89986045932073,5.79469419485334,5.81940874431415,5.80036454834171,5.78880188379245,5.83115630452171,5.69526046342807,5.74213236677907,5.80953365302745,5.80053707803392,5.77643688476738
26S protease regulatory subunit 7,5.87982255106338,5.94617497262527,5.91817464139526,5.9555318062366,5.91711129073051,5.91989547868956,5.80698231852532,6.03907859155766,5.82973585255704,5.98217509426133,5.83782789321204,5.89895445249364,5.89276218033729,5.8282683119937,6.01854113957253,6.11853598767148,5.84336094293029,5.82825547743544,5.76882945149357,5.97579518870156,5.9338437363901,5.94893954631333,5.93275335881569,5.90307295791459,5.79271733703586,5.96962765718629,5.82648439268929,5.89303242752771,5.75066000435397,5.80668811790461,5.97145281577722,5.85205804944838,5.93331909702908,5.71567176452456,5.98581141303573,5.91633222365499
26S protease regulatory subunit 8,5.73366626039134,5.83369386245212,5.93417047501563,5.80372127217196,5.96975226075537,5.78578265253122,5.87991535708522,5.88851749431545,5.91617366516603,5.84646099728882,5.62994810281723,5.74379257773583,5.86488510334768,5.62931176505629,6.00314169657382,5.84689699384917,6.05833590921419,5.65961272852923,5.68101298553509,5.70980269227147,5.62379491118151,5.81198740504215,6.1255313733111,6.04908770991071,5.60130142808095,5.87337398332258,5.79826813213659,5.856400576,5.79760628874406,5.7950915823939,5.71235899498467,5.63464462103083,5.63039805722693,5.86478074508071,5.93517723724238,5.79852991838344
26S proteasome non-ATPase regulatory subunit 1,5.62584111512568,5.75422087256687,5.57472085597107,5.8381215125958,5.62823101338701,5.57911726053527,5.45552641951056,5.70058068518139,5.79246066317808,5.67673155866236,5.53087345789918,5.77920041395317,5.67542666632297,5.65916752099877,5.63960473966551,5.79837129987236,5.68350147972506,5.56010157309612,5.61850457580513,5.59219262068671,5.50070933061466,5.71693654521059,5.67433615411054,5.57396456356685,5.50276779175789,5.61592912184472,5.68543731420132,5.72198328933184,5.5739009310773,5.57662259182054,5.61157487376497,5.61860198956423,5.58323165476003,5.66108231432071,5.58684733279178,5.61834579308854
26S proteasome non-ATPase regulatory subunit 10,5.59238618215762,5.60941396600721,5.58629912153671,5.55516298078814,5.35508850134235,5.476899531507,5.62837908583855,5.71315709141059,5.45698804859387,5.53297249264646,5.50114004206347,5.26135047534316,5.7717018383964,5.5762755149109,5.56725160219114,5.35026879304799,5.4245914794846,5.24047758178645,5.3222065395545,5.57421084352238,5.21749452288432,5.57455695978945,5.64144028116541,5.38896966948371,5.31275015977203,5.56483783880695,5.45985025980416,5.53537666857757,5.40780926454234,5.40704388475118,5.73246160793264,5.82764366474819,5.24725797408619,5.23697842884448,5.90425288038575,5.44030419538921
26S proteasome non-ATPase regulatory subunit 11,5.92632168601126,6.02856440474865,6.00014338925935,5.93160402531928,5.80232002652819,5.96423245893875,5.74022871710689,6.01971021403613,6.07408686333861,5.7807298377876,5.78055561568051,5.94611494488751,5.95501562727273,5.83273971897423,6.05482203822006,5.97067489165431,5.78757751145243,5.91679894629897,5.92792962564307,6.07137548938824,5.71823344422339,5.96444794419112,5.91438620545588,5.90618942227978,5.70418766158459,5.99563762163552,6.02377491373183,6.06353823970584,5.8792890424602,5.85399073361625,5.88325659197205,5.86294264216511,5.9031440100282,5.88265800838269,5.86197658604416,5.86454740553352
