protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3
Cohesin subunit SA-2,,,,,,,,,,,,,,,,,,,,38.5899258349751,45.54091108193,33.0568892223341,43.1901688012644,46.904453291863,,37.77388617357,34.2570261906925,43.2881386500723,33.9820008145812,,,,,,,
Coiled-coil and C2 domain-containing protein 1A,,,,,,,-3.52642331618661,2.45926602877352,5.16778950758755,18.6501360547307,25.1944367763682,-1.27877269935125,-10.6175530612301,,-34.7795068545089,-4.17807343762836,-41.9423475528728,,,,,,,,,,,,,,,,,,,
Coiled-coil and C2 domain-containing protein 1B,9.88771289213032,9.53755840124839,12.8773035885201,10.5039621496791,11.1928118880189,10.0094823941375,8.28414902693402,12.8337203236602,11.8061796086377,10.0529154746196,13.4955860057151,11.7370571613029,14.6916848572453,7.22539034044597,2.14332136500207,13.078165938743,3.85007332870409,1.63753302706287,19.8832718898813,23.4928685697782,32.485145485197,22.0621381882962,27.766320052902,35.8777320944683,29.3764886303769,22.5694536537764,25.299696760388,23.6880225274398,21.9969531449745,23.7393591227944,20.9608043729266,15.3128760924262,21.3232648850519,18.2752909530527,21.5942276220494,27.6367766545568
"3-ketoacyl-CoA thiolase, peroxisomal",37.7707461152873,38.1739894809425,,38.308296446949,38.5125947625584,38.9252710096423,,,,,38.0360028237241,38.9891160985228,38.3153871959913,38.7414070411209,38.6418469573069,,,38.2920345652617,39.2687531850802,39.1347269165994,35.8029320743134,39.2325710128268,37.4656314637543,,37.9268803596995,38.7169441428648,38.6305004105797,39.0172266802134,38.4892550578353,38.0445498797686,38.1040943922627,38.0348123759744,38.1681857166131,37.8866488652938,38.3620025800966,38.2411603165179
Coiled-coil domain-containing protein 115,-4.04683861236752,-1.90744467961863,1.29788128476513,-3.78088029200309,-0.106862032258999,1.62412827148203,3.80307884775964,3.7972545057197,6.50578820682708,4.0121415497548,5.03003764448239,5.77250522320828,2.07265273699158,-5.87813778330181,-9.06978797541213,-2.386617769089,-8.33534412172505,-8.36816914077087,-7.914252542273,-1.84734171454151,6.97548043570835,-4.99812298910067,2.47916705606791,10.8500441695749,35.7901999241559,26.4018733299522,15.9558189165481,32.0976227066744,21.0185929059773,12.2712659748331,-10.5489102898274,-20.1882203054099,-8.2403646584234,-14.5817643427528,-14.0642514662291,-5.00338341113079
Coiled-coil domain-containing protein 12,32.6701205649317,30.0713289470505,34.117936698325,30.5874069060446,13.1238602302234,21.3167925463584,42.9256396387991,27.5684829640276,23.4244724864968,26.7989601876379,42.5849844293833,38.2155163298774,32.7007708807035,26.6824490774711,4.9484552080367,30.1004346488083,23.1837693131708,3.39616723727005,19.5380998874106,31.3612731795803,44.3717588106682,24.8733088268038,35.3457363010652,49.0444661431599,58.5038489976114,45.8757210063506,27.3418220139124,53.2999151348205,36.7360300613528,24.6075329253264,22.6677141070383,17.9370763128331,33.0875657772084,20.1559609894003,25.7295309950975,35.4281003670244
Coiled-coil domain-containing protein 124,32.7893536080605,33.8563678701348,33.3453092205615,32.9518928885368,33.9166991767167,32.1582522750709,32.4315192026259,26.1784767243747,27.4528672687581,29.7751728437453,26.6477782205862,29.1592103642578,28.8342039237172,31.6494827128088,34.327807859718,29.9003546797797,33.1552272346609,34.0640072565518,33.7536361924339,26.8686453153683,26.7715262053223,30.7751986069627,26.3977983422944,28.2382396360271,27.9175677866524,32.4364490781215,34.1810890238887,31.0614038712922,34.4322056623381,33.2901541353431,33.9610712016705,34.3472487696539,34.2280359963655,33.827410169822,35.2107401869228,34.6643241793584
Coiled-coil domain-containing protein 132,27.6349606731776,30.3756693153991,26.4634527222827,29.532040187749,28.0370016325208,26.4689502670168,8.17451505754223,4.72161838558368,3.63642825269035,6.1888503308338,,2.80270178883071,2.06751766374929,6.02982866732216,8.1767396757806,3.74004037958129,7.55038442573136,8.35612833353386,8.86601339458196,3.59053657245905,-2.30577941287174,5.85229798345006,1.70202428739747,-3.9634531874734,12.7158635826212,18.8924444404381,24.6130700861977,16.7664076205049,23.955735723437,25.789460907845,29.116138424402,32.3468447737371,29.4362557127163,30.3204343688994,31.0260848510237,29.5911092229217
Coiled-coil domain-containing protein 134,9.41357445584845,11.4033184912066,7.5806382389875,12.1506033245589,8.16098781343268,7.68083803750756,2.15334304021339,-3.73627318697278,-10.286737839517,-2.41450759578578,-5.65654145830065,-10.3456512872253,-4.87860739131114,6.56724700320054,9.04490559445808,1.79347524034365,8.35258498644441,7.33078300820634,7.82912976195185,0.365796799840636,-17.2712096327045,4.19775125030887,-6.78934989596156,-24.192490067653,-28.9102624212512,8.97651068000365,26.9193241461795,1.5717088981785,0.567469106894425,33.4893482263568,39.2303032044395,52.5198688782474,37.8207379928729,45.4316119072403,28.340650921627,31.6976666631135
Coiled-coil domain-containing protein 137,-4.95481521904267,-3.8900400399095,1.73365646426136,-5.60946892065024,-1.42490247569656,3.89098746188195,6.94475779195007,6.13959774710405,10.5118744341941,7.01024920423646,8.00949297798062,9.90020776292736,5.89030847701682,-4.32475664170057,6.77894468728072,0.0672255555772678,-7.02124668720399,9.43394334777104,-5.7067122679349,0.540777577365106,11.0887823499536,-2.83521381221462,5.81727191645205,15.7060852239207,37.599810230295,24.5526949108974,11.0115259670586,31.5712507709447,17.6525468707603,8.66502311709586,-10.7312826278366,-22.8773946715125,-9.46251817312498,-15.8432352763176,-16.2059402481279,-5.70762936400356
Coiled-coil domain-containing protein 22,31.9486142612912,33.8354268345438,33.6292138719882,35.6245967845252,33.0611757040117,29.8730287478339,23.4384582098852,19.2850303935704,15.6692923524425,19.5136521911535,1.65937909742815,-2.26962993765337,,11.0750150035536,15.3418315541235,24.4886819986664,30.1434390857379,12.4282568839359,29.3921169658616,18.6340470511145,12.1168472672419,23.2883636746965,15.17552918744,9.09645126462208,7.8094135520089,21.5499769431237,37.5600523931103,20.3378949154536,29.9631756628643,39.596651833082,,,,,,
Coiled-coil domain-containing protein 25,31.0023244350884,34.9370214542211,30.7649119423204,32.8558164865111,34.2431511673728,26.2742907560362,22.1640648231865,11.1807292190966,11.08649466769,16.7862431967674,11.2214528914711,-2.96519465167735,17.4842095862271,26.2766512539081,30.7959771276529,21.8512450700082,28.8647623385426,10.6399345640168,24.9513241880765,10.296563092118,7.65702514151374,17.8850471710158,9.22296601728604,7.5338070080969,8.01283920634046,24.9179902568122,32.7380219089612,17.9926051490174,31.648179895836,29.2145531049869,30.2548461291567,34.6543225350719,30.884684089922,31.6750548460894,33.0620521331996,35.1464006220217
Coiled-coil domain-containing protein 28B,0.934200103036977,-0.686729580276661,4.84950948788971,-0.253012836612948,1.2933175996097,5.17077483520226,1.84156702283206,-9.5464083429942,-7.34317323094488,-3.62008669931469,-9.03726124108941,-1.88316607529551,5.61917128880688,13.2838055980326,15.7739872165698,9.97414185357136,15.0776545754561,13.6611207008639,12.3928515997474,19.7468893604542,-2.41501906608269,8.32419969886783,1.0620775065889,-7.99159746535946,-16.3327403646931,-1.86993798113127,6.66810812409206,-10.7277343396248,4.24970323351351,5.77530679151901,6.55189702317944,17.709501699169,8.68812085302963,10.7436728191004,14.1745867633248,4.07597054177488
Coiled-coil domain-containing protein 30,18.5268963451481,17.240435684947,4.466363365089,18.4724546760422,12.7837271020818,4.24885336914052,6.87325316099963,3.52639501456578,20.6280191856997,23.7522846082719,2.74152805769176,24.4157741670102,11.0126070700873,19.2240370798183,21.9611237661922,,20.3606479969269,21.1392737575593,19.5569634090822,8.4038441495096,-2.03757527750868,14.7714047016508,2.6395762710598,-5.38971096090774,-7.39997493385839,4.47457364085572,7.39949636752506,-0.0340027075285496,6.91960773992291,7.64091847599861,10.2608909077964,28.6714696314822,21.7045461843521,18.0595076138901,25.9988739517963,18.534751392825
3-ketodihydrosphingosine reductase,,,,,,,,,,,,,,32.5748056651353,,32.6859417755926,33.2061277579398,31.2741813103739,43.5986816634047,37.7034944834212,35.0643089054689,23.639962166586,34.8303629794042,35.1744048120562,33.9159715780816,33.6790732598082,33.5648559381174,34.4711198259929,34.4298682330471,32.6635932965526,34.0659621894658,34.2431330776671,33.5638034015317,34.1059073793017,35.0632311747363,33.0409466150006
Coiled-coil domain-containing protein 42A,-3.42386643212913,-0.310895866843408,2.78187494108034,-2.56725131564873,1.4003863543873,3.09862000905488,5.77306831579733,8.39265464154641,10.7676360621195,7.27738669778258,9.56575345913259,9.30912559662806,4.63029017285931,,-9.37455623326559,,-8.16068723086327,,-6.23252293875798,2.52020610131056,10.8473920908676,-2.16933728869137,6.56402661698917,14.3921851348568,38.1512679586299,26.7286788451715,16.3028034218978,32.9941865694035,20.9231139124649,13.8852364357215,-8.3143680427303,-19.1677308634822,-7.73199056317328,-12.7721717065634,-13.4527871099408,-4.36820593907763
Coiled-coil domain-containing protein 43,16.756095019835,19.7579401441712,23.5948193316011,0.877734794650046,21.1305162672466,20.8807139009773,0.156774250757298,-5.51116458927655,-0.0940829234723761,-3.06447207448862,-3.3469379474966,0.0826432685288747,-2.13210346230287,-6.82336455259521,5.58194978178025,-5.09759120395038,-8.49446080191291,4.66695383293951,6.75773110611283,5.51994048881767,12.5967841506757,4.32525818267577,9.99166255114131,12.6077024281645,14.4099508435663,11.0289056683331,14.547843448236,12.5989366487302,13.0271408293589,11.8910081150434,14.3122977433517,3.55618487334735,13.1933108063147,9.96536195737238,7.46049924171244,18.1077811894655
Coiled-coil domain-containing protein 47,35.076212353617,34.9598505118085,34.8821614410495,34.5245535461193,35.2893461821111,35.8231367954112,38.1892624064861,35.1253261202569,35.2068023908705,36.6418091913385,34.9850073875711,36.0119165608451,33.8559641281347,34.3201788851547,35.2708855452159,33.5415567166977,34.2254175570485,35.7760970117471,37.5779711326054,36.2886238552842,36.6633645904679,36.8587327405677,36.1899814190969,36.6741967187666,38.1859615914797,37.9060504367763,35.0896869716479,38.306624947393,37.2204955027116,34.5045358396287,36.9599562090254,37.3361144462598,37.1609679505061,37.4110946741147,37.2730074253005,37.374293006469
Coiled-coil domain-containing protein 50,38.9968555548801,,36.6073380859229,,38.2698214659294,,,,,,,,,,,,,,41.4341068412738,35.9926300160785,34.891968711898,39.429709530542,35.2545516677721,35.0868633530786,35.3979135155418,38.0166060324131,37.5331917671682,37.6254362557798,38.8440779977124,38.5033277674285,40.8329915231081,43.8711530459403,41.4987999365192,42.1039081370529,42.7786708288456,40.656737716529
Coiled-coil domain-containing protein 51,,,,,,,,,,,,,,,,,,,,,,,,,,28.1925029120108,,,35.3912325535002,45.6307770692207,43.177591831008,50.495324459966,46.3751633815451,44.6485365270917,50.3678040652282,47.263320038359
Coiled-coil domain-containing protein 58,,,33.285423912874,,,,,,,,,,,,,,,,,,,,,,31.4623152411226,,,,,,33.1298598295731,31.3213590599764,32.2133814481282,32.1873310676259,32.0949727343744,33.275614251944
Coiled-coil domain-containing protein 6,34.090736103941,35.1707450411152,,33.9272740946063,36.2780083849353,41.1618663541233,41.2294710828296,,,43.8359771077161,,42.0806243811651,36.3003297078111,,,31.2485139008897,25.5902098725578,25.5005373799923,28.696778447026,38.7736656603129,46.3012022570376,32.6539164219538,42.3121254443523,50.0283023264664,52.6073555618782,39.8381168620474,,45.6647530517472,35.8877960206764,35.1653381294989,36.6601648322181,23.6445673123888,30.7197264579187,31.9239112865714,26.9727189121305,35.3733084859617
Coiled-coil domain-containing protein 69,6.86015335335604,6.55625180300491,6.18648954781798,6.64074676399889,5.88398243632758,7.5531866759736,7.22745979467006,3.71537167817174,-0.758660113462816,22.5220113073157,1.99301632321617,-1.11122968440019,-0.398581929550105,4.39947503059565,7.12411408582799,1.90752794854981,5.6158908316713,7.56373643461853,8.76426473579273,6.47527956362354,-0.754303618441712,7.38976118616891,4.05285172224425,-3.3855457678362,-4.1191729235793,3.13041309226684,5.53439451278747,0.157806941816673,5.10565762394323,7.95842213458009,30.0362234126668,41.5024106009681,13.026917797279,32.8232779274023,17.2091307325078,26.478761790497
Coiled-coil domain-containing protein 71L,,,,,,,,,,,,,,,,,,,,,,,,,15.2843279780887,8.12894322074698,8.06544786105536,9.82397695553063,6.79998221782134,12.2944777175684,31.8944171148054,21.6893879448043,22.3722501560333,25.4759631816154,,24.3242576473357
Coiled-coil domain-containing protein 77,5.24521162200289,6.95530927008702,5.96774853085914,4.56706364943873,7.74667245334129,8.34398830218335,14.7742517210858,14.8963529964163,,,14.1841404165568,15.092231043797,,,,,,,9.85396831737933,12.0150921128822,17.3094900950489,10.9969200204135,14.4045919166671,20.4593069777364,41.1850060121776,17.2509777248479,1.54588888889276,21.9690615007063,25.1417933718792,13.7750243588082,0.59508516399595,-0.784592544715105,5.92025023746007,0.441622583960029,2.8260488210961,6.92723149600958
3-mercaptopyruvate sulfurtransferase,21.8781310013496,24.2553051885864,20.7181666247324,23.3221106086023,23.9108589758744,16.5332348843415,34.8356999457076,21.2911679186994,16.143568607941,19.7225411885313,38.3979017036419,30.4102634923085,30.2010638357389,22.397890675597,20.866932362231,17.0907578484727,23.0064944473862,17.6517321682022,31.3817202255107,25.5829790756054,26.1495364792123,27.4743659923848,25.5550926948783,25.6703532573215,25.8253278016635,24.3466830455285,19.5769317753737,26.503106705822,21.1558078216097,26.1799354636245,39.4729519644791,20.0975415931831,17.2596184813997,22.1522906524912,17.3305671720531,41.2747099043809
Coiled-coil domain-containing protein 82,4.64874948893764,7.04392002917302,-0.88422935578135,4.78413378186976,5.48734440032088,-0.433908226214101,4.90265678218561,0.748900443471643,-2.13971971467193,4.40000467619345,-1.8722780920032,-0.502451754463077,14.6822427786245,0.45177256515522,6.55343063749165,-2.12946167635888,2.82499212913376,7.20745925747757,5.95368170290154,-2.09625042756236,-3.68832121932181,2.1814046096637,-3.55888182963879,-1.86158972859948,0.641994122422248,4.12331069259532,-0.00768691653638748,2.85093026474783,3.59456682939502,0.370130079489216,3.50243241724365,10.2591583224846,7.14854500480002,6.27723287868731,9.26845434910596,6.31190765069667
Coiled-coil domain-containing protein 86,45.4461740834342,42.6224631182524,42.6486333315466,45.4392705242047,23.4906207912268,42.9310941303034,42.2116068407937,53.7984317778884,49.9104027392748,46.8725857970599,53.4817671845734,45.4856967368268,,19.2733749644822,,23.7188223549254,,11.9778060429303,32.6446244030232,42.2229280173358,47.500706989955,36.2610026673742,44.5570869013599,50.178167181108,51.999461574919,42.6636528926291,34.6797508751516,47.5994409460557,37.1096458264686,35.4246380265726,34.1535220615516,31.9498969709341,40.4573004447388,33.5646581074804,35.9941197455474,44.708694280705
Coiled-coil domain-containing protein 88B,23.5132270921063,28.8452317990433,29.3779265803077,26.2412639827901,30.9130910100842,21.1867048468343,15.1689625550104,1.03436606714416,1.33891752388622,7.92725862622169,2.37716277724405,-13.2969210474006,5.61436514338129,15.292635638895,22.2194442409306,8.50507725596085,2.4242767288254,3.5885725722404,20.0179310806338,0.789998871802705,-5.31167128228485,9.74996029600282,-1.14968571025798,-6.65034958929777,-6.96074175348439,15.4121965445318,34.514584574718,5.10116199518208,26.0772197812005,32.6905966699104,31.7325923033011,30.5955695473777,23.2095409000724,31.045268727232,28.4005687241566,23.8566814306658
Coiled-coil domain-containing protein 9,50.6843298057539,50.4509792126808,32.2386391295626,51.7019021682587,44.3496701252676,33.7975085719435,41.7818637322282,81.5100084483238,64.8043107123763,53.7141698172302,57.1443156214554,62.3962204792348,63.5668172799043,64.0941321421445,60.4403178246255,65.6158758801624,60.9290099692989,48.3845800895272,69.5900473467072,81.3105334135616,69.8164673292802,76.0045798053723,73.6895899708523,65.7691045985304,51.9438847064346,52.7778537151208,46.9634443844172,50.8677285766363,49.3574099540098,56.0812732976887,66.312623044214,94.5395960834114,77.0653813572484,78.1767023523069,86.4677183203929,70.859969675425
"Coiled-coil domain-containing protein 90B, mitochondrial",13.7474852893223,12.3106089217834,10.7004410202542,14.5502979120869,11.9284547818444,6.4301789568883,2.16133265234883,4.21221203149137,-0.397853464514404,2.62761797385525,2.88719389397805,1.28488881064021,8.37909830683696,11.847600135437,12.1067328278408,12.3869064497137,12.0198152504159,11.1795739220834,27.7874135962861,24.0802660497755,20.0362170375558,26.8696531277533,20.4415534506699,15.0862318180698,-14.1107340620002,-5.03799774300579,13.1351796947907,-12.314345110656,3.54971093030405,16.0821740914647,35.1173372048853,44.1555311125896,33.7340324384107,38.4450147493828,39.3698462300169,31.9648007176186
Coiled-coil domain-containing protein 91,-0.314362676199418,-4.60912083041957,3.65226262168578,-1.35827126432188,-1.52812395895252,1.15591932946026,-3.92465758087787,6.49870806130192,0.494852311079573,0.699832200779448,4.93275593630537,5.56944242261736,21.1079197827789,12.8557842643902,0.632318731646371,22.2314368161662,6.77658528727428,1.8708854140905,5.13392422700493,36.7096324313146,37.8206723613729,32.8580711205728,15.869378861423,8.52983505226823,-6.29933671313896,-19.1676638837779,6.1566008624699,-14.4960467419377,9.04130765527308,28.4105773735173,31.2709994175192,39.658727006171,22.6861636359126,33.8793410074467,31.8292826291445,16.2004310581197
Coiled-coil domain-containing protein 93,-3.81752857619115,0.604751088495558,25.8446574224943,15.6852447523608,21.8948794341573,21.7109037445578,0.490159454791185,-5.38107999640851,-5.94227184627115,-2.16741723600816,-5.04962829394356,-4.63324758977413,15.6944724690029,-0.634795056236412,5.22483063105966,16.4315108096866,2.26966737789659,5.2488189080933,23.894746607153,17.9581741731861,13.8983964256739,20.0750742523627,15.6881017193234,11.2545728858118,1.1773183652539,8.08673504722625,30.5860787980293,0.995763783075205,19.4925224643829,33.7841782014102,32.5977877671714,26.2911089965776,14.4870336109645,31.6795456339524,20.1276674926562,13.4439862860569
Coiled-coil domain-containing protein 94,-29.3028817455349,-29.3870365642477,14.8987138271145,-32.5641219368457,-19.5133893614293,6.50226468668262,13.8095812771854,16.3078594578877,24.2444755550067,15.9467491583279,19.729544892953,17.0730721440723,-0.923111131803,-33.1839883282511,-42.338738853927,-20.0458388484175,-39.0639910971059,-38.2460394241198,-34.2339308418121,-3.07708783795689,32.1942133572904,-20.5224224622663,14.6126136100348,46.8785447812113,81.1700414733761,34.0521155989981,-4.73454543112518,55.8000270557999,15.6280586752461,-8.25942854194902,-32.0897296449701,-78.1439123399899,-42.7087199132905,-30.281049782659,-62.0211375125745,-30.2589345938041
Coiled-coil domain-containing protein 97,59.741255651376,53.9524753340559,27.5809501990782,38.2449024453522,32.5419233261736,53.1742024853803,45.7780598379847,89.3914380777362,81.9913253969558,59.2123587330238,84.2545499284968,73.1454667184474,52.8983789828592,29.8040811389328,24.6124789643345,29.5260286570371,27.564077609817,46.1140605680111,52.3920851910239,77.5495038057748,73.7840922823294,63.9392470051027,77.9392261018705,75.8895890992777,84.3871445417527,68.0599039439923,24.8583330812138,78.4172387122732,47.3466287007328,30.6545774895066,26.2731672847719,41.4317966399266,48.8754377040897,36.8107500886405,44.1994388293737,48.0658490238754
Coiled-coil domain-containing protein R3HCC1L,-7.44525495890256,-9.17795690796892,1.26984094586792,-9.65010236944028,-5.50875991897239,5.29160442269183,8.86942742288794,6.03119381299076,8.42392168062352,8.50854004131995,7.2040423331343,8.83586652696245,7.42593839454041,-3.92641632805667,-5.29309647227308,1.69855108622029,-5.5872698908737,-3.93345737284772,-2.77770470344028,4.19013475505983,18.5786616151395,0.518426896914456,10.0095134471684,23.904051459707,25.2912699905919,9.04080413053267,-2.83395379973645,15.2008394483932,2.93029617394696,-4.10970053430906,8.47616197465011,-21.9095581651897,-11.0875376126288,3.02636502454113,1.1788816675308,10.5305347873243
"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",23.4996778510266,40.6976060010792,30.8768314009046,44.1503088497942,18.0566179150661,33.8010446081635,24.6409960390868,28.2857636060176,36.1006524706019,47.3518229741081,21.420960474882,22.0372130281264,44.6010588649248,25.0348183589256,34.1661052553048,30.9450848352686,18.338809179928,36.4944934533092,33.7181133232675,26.0496794234794,33.0829462690307,28.3870881396952,29.1988217936549,34.9737045667591,34.8360120970199,30.7134316215421,32.2005448909591,31.822210004692,31.3072195079032,30.8278498016822,31.0979046671169,33.8808755291398,29.5583197264746,31.7565883006538,31.9872483772113,33.1572098071837
Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,21.9221910837428,42.6110612322162,22.0347414118627,22.2985219547982,23.8385165739703,27.2586432749537,36.1442063030823,55.7194785908706,42.9937037210589,46.321444012383,49.3179376245121,33.8609016162107,35.3398642542765,2.16342555848033,9.08285217987834,25.7507940548417,-3.86139766411909,-4.55156293809942,16.403377280563,43.4408409171676,57.6653442592396,28.5917412142076,49.52416319886,67.7061045171345,79.7129373383537,54.8230423428227,15.9890819126527,69.1008939233236,35.7391949339855,17.2103763122183,2.09962335943347,-2.83928057093643,16.4321731195288,1.18035959827019,6.19104879555802,22.4287565757212
"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",-2.92380243770855,-0.872328985404782,0.536515621535332,-2.9365168498635,0.733629706925489,1.90902161362361,5.69325673801463,-0.719932396427521,1.66910567125438,3.14713391314994,0.369750336402335,2.22384529540636,0.173344435320338,-4.03004839457504,-0.185863045916885,-2.82429930432552,-3.50756405712258,2.00323052720241,2.62957831138917,-4.34486070005503,0.0085549953804076,-0.0113791671071256,-2.53064203427985,4.42789847611599,29.4445838879236,6.32077507181706,-1.93145251550644,12.1701023651527,2.00530125878372,12.3762761353389,-7.09353059403303,-13.4025782647683,-6.37289023024472,-10.3139041194643,-9.68843956937558,-3.83832656897226
Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,28.2254253749303,13.4583082643278,35.0532102366239,29.9309765110895,33.4500418608457,33.137135228906,30.2050706966263,26.7099834479761,30.5454508442134,28.9571568112648,28.8911173376421,32.5968477014438,34.5257742739875,14.3998264032698,33.8591453712963,34.128115204281,33.8980789217914,34.6659977774756,36.183498652044,32.4043983902388,31.0809426288726,33.5347380065136,32.5850631913697,29.0355476921777,24.1972968938114,25.8759855682227,39.7647799535567,23.3871390160938,32.3299181229354,42.9684476865769,44.0916093857474,35.0485595406569,28.5231649001355,39.4932429447179,32.3173832843174,29.4565167428037
