protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_NVG_D6_1,DDA_NVG_M8_1,DDA_NVG_D6_2,DDA_NVG_M8_2,DDA_NVG_D6_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_BGI_D6_1,DIA_BGI_M8_1,DIA_BGI_D6_2,DIA_BGI_M8_2,DIA_BGI_D6_3,DIA_BGI_M8_3,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_D6_3,DIA_FDU_F7_3
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",,,,,,,0.318429419501345,0.136019661485825,-0.0147108887419076,0.383246870730812,0.0235912600239306,0.486308861822127,0.875060048105786,,-0.831322643621232,-1.92943484629965,0.301388657927043,,,,,,,,,,,,,,,,,,,
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",4.33952163573437,5.27884356296469,4.48927955949377,5.32194018049388,4.96021930755635,5.2027903946551,1.53947648418068,1.27243230689376,1.2790276786005,1.78958556935932,1.24498505158999,1.06910281853376,5.9986424746469,5.32906731701124,5.21646054321186,6.10351586027481,6.01139260087938,6.05452828699464,8.15008695138479,4.28189465422842,2.98211153227359,3.03572007133903,3.70345914961192,3.81429141974254,4.26639381015508,4.23838130374315,4.52393399596056,4.35423384572466,4.40497759071606,4.22704462745844,4.15581551159597,4.23955730396177,4.20671596321333,2.98185093219635,3.77903514217801,4.26642350649377
"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",0.0344272960275859,-1.07416684157206,,-0.736003264511306,-0.9434330373915,-0.994346692366545,,,,,-0.414524705861973,-0.100060806012731,-6.98142495461788,-6.95361368107707,-1.23246837466003,,,-0.301345709479855,-0.0948689504862329,-1.47748086914412,-0.783892657609232,-0.140286021749552,-7.93278214181955,,-0.296324373419253,-0.134880616932653,0.0177220373974663,-0.248972200034621,-0.0544396595505964,-0.612715908942001,-0.223937341567294,0.327802909011904,0.690903821360795,-0.201745937726127,-1.66441699921356,0.0216186857386787
"1,4-alpha-glucan-branching enzyme",1.63499143920114,2.38860239432637,1.41124170262274,2.13824854564599,1.74746813587498,1.65323996679313,1.9418755271513,2.35567244610672,1.80515634656011,2.11598964094902,2.01149199539195,2.2415499945545,2.18533372099902,1.95059637323157,0.912608244034738,0.483902929042388,2.51357047248422,2.04154600155768,2.05052316347499,2.33542737747483,1.79672924559211,2.3237655199903,1.97756904108409,2.46428526278812,2.06871488655679,1.55192643038087,2.14820991011551,2.15389084218059,2.22773098580476,2.13413104272515,1.91858254560678,2.11207350631318,1.48434039624324,2.1475560780926,1.9139398594757,2.13083638488806
"10 kDa heat shock protein, mitochondrial",5.25010262061125,5.59046448487393,5.53630993257623,5.52628168222199,5.76106970090971,5.5792415626822,5.51835201509416,5.6087309260089,5.37047465898881,5.46452989792482,5.32436174379998,5.44528456233856,5.65088967339082,5.29276137097604,5.72695726855779,3.28378098550692,5.71306576726633,6.74257551531648,4.07816878059462,4.24264392306417,2.74612693459984,4.16158042683437,4.16508596809034,2.90824575563604,5.92295131806592,5.65258425987103,5.77668856167585,5.62005321769343,5.7320579311634,5.55702398210886,5.10959234721112,5.16766927195135,5.16297434354549,5.26480771778319,5.11147704270366,5.18154638944174
116 kDa U5 small nuclear ribonucleoprotein component,4.02112262737814,4.01520699881562,4.02441245160156,4.22353630103517,4.18536734161772,4.36302645522495,3.53820094785856,4.07199718698996,4.7522103410829,4.48567475985759,4.08572648834003,3.7689688290082,5.90452581538144,2.38877160579178,4.64652146411097,4.95773153474697,5.23734150966205,2.43673039902445,5.97242597155992,6.17167022139282,5.90993880567852,5.95003039768016,6.1830825171186,6.33032939818811,6.13893010614052,6.08540767911485,5.99411150520561,6.27459786582737,6.19099274632963,6.2667089540424,6.22740376178024,6.21399511133334,6.13197776729656,6.25866932780747,6.28949744055267,6.34134325513916
14 kDa phosphohistidine phosphatase,0.417509156718031,0.507985518549091,0.242219721434326,0.871011910580923,7.36709949493933,7.53064420559523,-1.58433423789303,-1.75729103833167,-1.50740893134452,-1.64051414974991,,-1.26937549096711,-2.00908507078869,-1.91307202834337,-1.96405209147334,-1.9765998166659,-2.00794085175685,-2.07070135593275,0.319403908694921,7.36632143910038,6.53486385286092,7.43850730076337,7.10956001559338,3.49496051237803,7.05232665604124,7.23107256071547,2.84161122063295,7.68219881220046,7.01912832023045,7.27597958705451,-1.04925657323141,-1.43735295233372,-0.857204808162537,7.04793068185923,-0.960844531946881,8.24592971395566
14-3-3 protein epsilon,4.45386135597205,4.2869468209818,3.86742550119477,4.42021593428833,3.96050580402297,4.26771723977304,3.96809610960382,4.1836814099977,4.13851879921555,4.35435983441326,4.07044752151017,4.03894570281629,4.84967947287529,4.56596648051791,4.5739740380567,4.88931247326044,3.81897898921854,4.62152106511747,4.51084821161887,4.21556405918204,4.64868873782571,4.76297816165594,4.31718320102893,4.29001770441066,5.99424171049968,4.40841110632314,6.25308188866532,7.47011497249762,4.57938521684655,7.56247690507817,5.86790716425921,5.17888956334497,5.42968153290035,5.39529707074481,7.20606636761608,5.85345921832863
14-3-3 protein eta,1.58966523532048,1.2662534839124,1.87096135396456,1.521985874051,1.80668266708071,1.69836415245717,1.09711141019439,1.2045367278542,2.22645574553699,0.890330583577211,1.91389226022123,0.946345349443461,1.44717831632071,1.55932273665404,1.42212520119327,1.66568597296094,1.69444057275565,2.13041977026352,1.78827374499116,1.80853318305755,1.22480591463954,1.49024881273898,1.7804111570314,1.63316105468901,2.07408675296823,2.10986080025407,2.15085535880611,2.15462849585439,2.08426395447652,2.1607949546986,1.98090549214594,1.47103557266441,2.03753980635954,1.68841760777464,2.27863210405962,1.61009207730317
14-3-3 protein sigma,2.96928401910422,2.77141201727707,2.7906806580299,2.93417347745219,2.92612416615801,2.82792188456939,3.13736652241731,3.12494330225669,3.04700165014131,3.11666900001019,3.22171606221663,3.13351035307387,,3.65530667821256,3.7382699522791,3.77583356138186,3.71107243087179,3.72087971678187,2.90604611123475,2.88989973966507,2.86372220489174,3.06791048896533,2.89476922084995,3.15318259906162,3.40094624654614,3.4868538751507,3.50547284814845,3.80852947699051,3.68078479648114,3.34951300669626,,,,,,
14-3-3 protein theta,2.8356544242036,2.85928329847313,2.88924757460764,2.88767077718166,2.67948244191772,2.82104411225198,2.79249766428245,2.99369167042237,2.98052179525347,2.59809879591509,2.95243492806643,3.06800407830433,2.7676975220782,2.53941448729621,3.04080629647936,3.02522037784256,2.79513024194419,2.87179340227944,2.67468089811078,2.67955716670041,2.68908205000619,2.88883465436733,2.92259960706784,2.94696273327844,2.46598501979542,3.28963030386494,3.22255555905019,3.00889813995496,3.19953131324077,3.45708281256203,2.23311481027232,2.16191675715203,1.87158863296432,1.59974741487561,2.50596369061421,1.5586931542812
14-3-3 protein zeta/delta,4.73798258151113,4.70584274910802,4.64812167602243,4.81244566515028,4.60860344775096,4.85994574616112,5.03286503967498,4.92286854309201,4.92265387139609,5.2726329627917,5.36112289587632,5.44434902417812,3.8588352223068,4.5704587228565,4.41694952275348,4.39256282019573,4.60074468292118,4.68699043387828,4.21156503301382,4.80187098306909,4.86281339056172,5.07273998774594,4.95941183704605,5.02896224928496,4.93377368763855,5.21443032110647,4.76914143357199,4.45968012760623,4.97953452336615,4.97873719023577,4.45173776346117,4.33855447367736,4.47018175168516,4.39389383573945,4.53398770900761,4.37585456921045
15 kDa selenoprotein,0.269597742974131,0.223618314094278,0.116587446577539,0.0836949633378112,0.0590457629661493,0.179984370417063,0.660063066307131,0.539971202297585,0.628132845736559,1.18254623340818,0.664734046217827,0.784459333422942,0.232862716373547,0.357896986329828,0.418266174111967,,0.235062256590155,-0.0707178887428169,0.758795016938032,0.869226047835772,1.23573273132048,0.225868213951342,0.215070384598312,-0.0931846174409458,0.850495284659954,1.81644308820599,1.6470368262598,0.748892321570079,0.394280113574249,0.786190156237275,0.607612737428058,0.875062570218291,0.643925848181364,0.759366139000396,0.687756568628238,0.82309162325592
182 kDa tankyrase-1-binding protein,,,,,,,,,,,,,,-0.843468603678135,,-0.886960381327826,-0.566717647433099,-0.866012193835934,,8.51536197293064,12.0132091157286,10.7322931721241,11.3457201149258,7.81086904846702,0.446119892008938,0.602316337880043,-1.61066289996155,0.686768337903958,0.845517136221559,0.697583244176496,7.39790879383004,7.84334402602095,-0.145744504727116,7.72898655592854,7.42961415796088,7.65199650295533
2-5-oligoadenylate synthase 1,2.49937863058334,1.68923330351581,1.2162955688686,1.52203113496794,-1.1084347208858,1.6021185884128,2.45913312258777,1.38587440304511,-0.638462074637979,2.08904442884375,2.05169924675611,1.72730576156692,1.32142437120148,,1.27857643781164,,-0.528707933739787,,2.14866356493659,2.25003914498963,1.92625486359479,0.657575286423109,1.87775756572537,2.26186680115591,1.72386192061584,1.53238325959298,1.34481035790459,1.42615511904637,0.994889189013777,1.94099847158925,1.02257734469004,1.20007043357475,1.03645615583577,1.0654290698375,1.02632452051947,1.27385747662483
2-5-oligoadenylate synthase 2,3.26553971071199,2.9356368447143,3.2449136743183,2.79469495609131,3.16266983523399,2.80535171928137,3.0368949539404,3.01879132595517,2.96236048657405,2.85928280021751,2.90618718360151,3.11435605734802,3.14603227990609,3.58183404978649,3.06587580069591,3.73900552117838,3.18684209755147,3.57032893386826,2.83972574824904,2.89016140314261,3.05091298258948,2.91377912254686,3.14878613013342,2.867336265461,3.09400838960931,3.63115652912396,3.04367382591475,3.51485171778196,3.07482355503991,3.49462503266001,2.66672518950253,2.21854016684291,2.70503974336267,2.40681372553043,2.89688218433565,2.15587853372351
2-5-oligoadenylate synthase 3,1.55505731387483,1.48913701515839,1.21923324478108,2.30787671697721,2.12631021853372,2.24774127509758,2.49586957611794,1.45689170599359,2.88532639968117,2.40684057772627,2.35760337405497,2.5247334052225,2.84890418915286,1.92240593462219,1.57933279753991,2.00539089123553,1.45217089062531,2.04803139095415,2.56185269932608,2.45753418390335,1.84296027137448,2.41866779454642,2.56396879204639,2.48939633185767,2.59174474102281,3.19942565805169,2.6997884658306,3.2441922929242,2.7618380450597,3.02393823996482,1.47814744014062,1.29735323421829,1.5867474439351,1.61325784466567,1.79014363301904,1.38657533488598
2-5-oligoadenylate synthase-like protein,-2.43169629172398,,1.42572011913265,,-2.42645558410347,,,,,,,,,,,,,,0.304774379033799,1.93340036790927,1.76396291904292,1.93077014968378,2.01384363341194,2.33596182965641,-3.98031339695821,1.01709323085533,-3.98031339695821,1.03647407344166,,-2.18758428051144,0.164994567114646,0.983755619339457,,0.757582402698058,0.193943173333603,-0.495117527721566
2-5A-dependent ribonuclease,,,,,,,,,,,,,,,,,,,,,,,,,,-2.20177851944905,,,-2.37434261021899,-2.21457004945415,,-1.47404034395169,2.19436574311729,-1.91614964690656,2.19074299921628,-1.92704863382136
"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7729122381892,7.1491708287264,10.1183021184286,9.96134443329471,9.88031395226655,8.1919973141291
2-aminoethanethiol dioxygenase,-0.938548061283135,-0.612191235705029,,-0.548547737240114,-0.824402727225124,-0.576732496006184,-0.88779829119921,,,-1.15419868024632,,-1.32892669381983,-3.18668756261844,,,-4.35852577373454,-0.965980036459335,-0.905307436466839,-1.36105273736282,6.13478847148194,6.15354279772116,6.13490544835906,5.86557608300234,6.1345461352428,-1.1002542822659,-0.448421542904285,,-4.57327163693349,-0.756802930520126,-4.39933575164937,1.49838401165399,2.15725609195511,1.66983753357845,2.89307387280173,1.61015097180514,2.02378342173775
2-deoxynucleoside 5-phosphate N-hydrolase 1,0.450556074434226,,0.457077723817332,0.164488789587784,0.404448131293736,0.16699328130201,-0.29531316238491,-0.0140937924117804,-0.303059585021678,0.102591532218628,0.177863706283985,-0.14219591111092,-0.584785133500909,0.443232949718988,0.438831327478436,0.398118624941435,0.387672449349605,0.331328941348401,0.870813589588413,0.0770977518076982,0.408970121348246,-2.89599687985257,-0.156257888849345,-4.41304295486514,0.774189438401001,1.07165706999938,-0.163381581323769,1.10794738003361,0.82382772618319,1.30042494158936,-0.100594023640292,-0.384072702202641,-0.650826327969851,-0.301414485897931,-0.0931129897432265,0.617006687523718
2-hydroxyacyl-CoA lyase 1,,,,,,,,,,,,,,,,,,,,,,,,,-2.91866886993238,,-2.42017350614456,-1.58862658043487,-2.87117334044115,-1.48079813457749,,-1.97361270974147,-2.77138566053642,,,-4.02490005175729
"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",-2.25112264371069,-1.49956812813517,2.23811913171536,-2.32015881778653,-2.16708655443889,-3.32183403696548,-2.59006742119735,-2.54079876340795,,,-6.81880312251814,-2.54079876340795,,,,,,,4.97054360659184,7.27237619812369,5.29118270878061,2.33647607832883,6.27655829149609,5.90706583990679,-2.9300443908015,-2.93109941998469,-1.45841915852044,-0.0780272824964626,-2.22571652559641,0.125858046904909,6.54272492874862,0.994337511909361,6.79682081587699,6.53026407030654,6.84838372552646,-0.473911479910104
"2-oxoglutarate dehydrogenase, mitochondrial",4.22781511043069,4.35627948666791,4.1788785025958,4.33225132028512,4.2912772126859,4.17532344462823,3.16543808634743,3.16921701829019,3.31399668107248,2.82005842801612,3.13769144636598,3.395771312986,1.80393427554319,3.08472457327083,2.40491037664577,2.45302462204422,1.92370185192727,2.18329279727407,4.15121076858957,2.73741438721085,5.39301281150542,5.92260937048364,2.66145987783454,1.90046524699902,3.02039542931299,3.1326008798156,4.46406787032991,3.4368405393046,3.66583982880703,2.50718905706844,3.85671456775344,3.86621463550031,3.86011902088203,3.83930913001453,3.79504344447871,3.86452912736133
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",2.14615310530607,1.45403724735645,1.74421096120358,1.07640914114696,1.12693159243523,1.95854811741563,0.897300503695425,0.988770404945826,1.82579318505985,1.45844524725095,0.847942423270848,1.01400244324278,2.08253601674441,1.40365687737066,0.651067148773891,1.13401166457353,1.40212936565238,1.44785380816549,1.82717326396337,1.08259628156275,2.58127421986408,1.97919323095971,2.37083449341885,2.43124199877958,1.86282791295934,1.85991397597484,1.87727197870949,2.19582514376735,1.85238822901893,2.12850704884651,3.59712700132176,5.62847981984425,3.94590021307203,4.25738756636203,4.04627159607862,4.97181655817746
"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",2.20551316797972,2.19154823137004,0.866090186874541,2.54235153583505,1.66013334394866,1.6086158360756,1.49704045955515,1.96089315294352,1.59366900120873,1.70521241046143,2.46372491591339,1.9234899770134,,2.77207694377625,,2.03571768119198,,1.74743398568292,2.0246543868117,1.6962354121694,2.2095289597779,1.40115460632137,2.06425475526583,1.77971986367798,1.45412870697118,1.55630266931681,0.965541620309033,1.36966410672025,1.40497748026905,1.34428123804934,1.29475968833316,1.83581662816142,1.27507901625133,1.61547986520881,1.33767165065547,1.7173466246613
"2,3-cyclic-nucleotide 3-phosphodiesterase",2.09999151921094,1.23994796425466,0.614618711013199,1.7792189567042,3.62449371876444,0.931555196332666,4.74758409749928,5.30728600299546,4.55003247095619,0.921822371618967,4.7184086572438,-0.580595981462516,-0.474376885998578,-0.789507419688531,-0.317706889356389,-0.228746647951073,-0.504508237677469,-0.606299405831285,4.54871402861812,4.4344592308692,4.64316739305584,4.01537283812363,2.01136742238166,3.88265484724584,2.24650019708284,4.52654510180827,4.91535038484154,4.47710009076372,4.52412352381364,4.30050822718379,2.30451088030386,3.30256329948595,2.24300148593968,3.12558888957276,2.22309475274548,5.66103528586261
"2,4-dienoyl-CoA reductase, mitochondrial",7.72074201441411,3.42047197964224,8.20997775549074,2.16930282257454,3.18042237411621,7.90231341464572,2.65353670346223,2.75603426539712,2.57965774655954,2.42942105440679,2.44463925605186,2.5085961702228,8.76057048908708,3.83003272798424,2.39128786716922,2.41103278808742,3.56603658334765,9.30570422690082,4.91212290967808,8.42345206559572,3.50429916796617,9.95799416283688,9.55887656184901,7.64859908668668,8.29240190612311,8.22519638450615,8.41188787530816,8.32149914164252,8.30715546695619,8.01937542347161,3.08036542043524,3.1396414998565,3.1183464531639,3.19088052628079,3.19188858575718,3.11349555252564
"2,5-phosphodiesterase 12",1.68113684177324,0.527242896878162,1.63937521004747,0.377213668584075,1.86239109107789,1.31558328477604,1.59875236765664,1.78694319487801,1.4215787975105,1.39809841564222,1.5915276779872,1.53508392655264,0.503131520475351,0.520188978169055,1.49086164757757,0.592508240987111,0.792139793601696,0.191217882386755,1.6525603594618,1.3046555470747,1.36997279276213,2.31221669017035,2.30737284587064,2.96761000883184,2.00032717828611,1.53638492329068,1.77766603764548,0.789797817809544,1.89368890555271,0.831111884856831,0.904987296339682,1.62213032155607,1.53078081759656,1.43979594983517,1.63445773481811,1.71067260744835
26S protease regulatory subunit 10B,2.85958495451771,3.33523213670705,3.11571362960445,3.15577710938247,2.95658585605092,3.06413781334765,3.61361718341153,3.78591601701842,3.50724662605044,3.63667363637263,3.31904247852504,3.72054994979411,3.61883163266159,2.4068818335229,3.59238356100362,2.74626430578985,3.97143682286477,3.66935420753807,2.84906544547935,3.68383750905944,3.31924288643115,3.41822459793556,4.21661983469548,4.70011249524379,3.70288594124911,3.77347831263309,3.91283909930585,3.72927596401499,3.75106448051642,3.67091408430327,3.35870591228636,3.52020808519075,3.75651557790101,3.8736386378113,3.77744031790067,3.9340796769228
26S protease regulatory subunit 4,3.32960680454692,4.14545091237736,6.22985073177065,6.31375117075034,6.194492815931,3.28721332937658,3.3393867010999,3.6203456015943,3.68081212719036,3.31454692112197,3.65266710791684,3.79994431741244,4.497293416323,3.36647755321737,3.88442662802569,2.47822050916927,3.71933407100741,4.91371947683084,4.00089134634931,5.92319400639689,5.40076808883804,4.4283743047098,7.05786434423137,4.70329768288154,4.21562513391087,3.79567107246977,3.93709757743212,4.18385600933284,3.79929762494093,3.8750824167367,6.11337125617437,6.35130109569249,6.35716939968044,6.25576300219838,6.0931585224941,6.16816091322043
26S protease regulatory subunit 6A,3.77502925098635,2.49445759016148,2.69550404567431,2.84680775600493,3.81130734082214,3.99067924024063,3.55938729620159,3.65975781788435,3.54176455640694,3.84215016887508,3.41833281064594,3.74980432320581,3.55385102096997,3.53947347169282,3.16312126467379,2.54500272933932,3.11722469321814,3.11875587515977,4.95043520530358,3.52242449801889,4.03431597413545,4.53574432097816,3.20704360178953,3.32597396533538,3.7542126836556,3.48205142003054,3.32035747283593,3.48912964457574,3.44919585783085,3.51726672953322,3.51208683657913,3.65059609908827,3.59593025492512,3.2234505292649,3.45370541896917,3.7843475041031
26S protease regulatory subunit 6B,2.27248452763311,2.55970414199662,2.75609009319336,2.85875868075191,2.81770011177698,2.7605616422451,2.59835720798539,2.81874112858261,2.48702636785064,2.53509573370543,2.5942382877902,2.59262174927304,3.48327124761103,2.63477940666351,2.90263775801632,3.32043603236126,3.08929120604725,3.56080033204755,3.26933857335526,4.01874428690157,3.38316894228146,3.42659698379007,3.20466590863662,3.64996029580317,3.70032314301955,3.74935057896492,4.00259314182668,3.75563867985175,3.66733618308779,4.15028479825785,3.13945576924502,3.50910567747092,3.81815012594228,3.60236707431787,2.89574707508565,4.13310312385838
26S protease regulatory subunit 7,3.84609397681587,3.97385640170839,3.29062212602086,3.49691596207045,3.44507231029239,3.55185524204146,3.88286425032605,3.88579325328939,3.90820319654507,3.65386970622704,3.83904791313386,3.73202345298617,3.91560427540077,2.46946069446045,2.95576115434135,2.04341032668001,3.85823713979384,3.52735449519815,3.37228266085204,3.73944304501248,3.7006538996231,3.52117032299257,3.65751592102446,3.58217110130363,3.75727795979683,3.54856005583957,3.85145734951331,3.57197103540163,3.54742385055276,3.50221856475613,3.54805718567289,3.2889580026138,3.01308513537294,3.10071699427379,3.22748927312867,3.51527469164815
26S protease regulatory subunit 8,2.30260106174991,2.31412734546749,2.565501187643,2.59830469956512,2.35941777467039,2.48087063749909,2.60365725419277,1.96156630786374,2.72358275721,2.53299418714391,2.50670559261059,1.72164495069714,2.41272528676146,1.97745380135923,2.36572398218099,2.08422592285174,2.12209487820559,2.25891248975263,2.50343465017356,2.58927443229953,2.40447524194026,2.36221717279551,2.64145531550686,2.43999915411991,2.39791616610707,2.54944151242021,2.62019873481125,2.61668846950061,2.51912363392945,2.51904511599399,2.29694237224754,2.22926024563749,1.81270050847098,2.42827129257283,2.55518366860887,2.39814138796393
26S proteasome non-ATPase regulatory subunit 1,3.21379563008822,3.25033878938253,3.17578245807495,3.45258842811717,3.31756344998113,2.99528919576293,2.67598148636012,2.81946308124679,2.92843134049191,2.62888967080254,2.64803361143844,2.83990718807359,2.21629909428421,2.82509099192053,2.63618682913972,3.28926483734747,2.59406795283381,2.16896836080192,2.98946630166871,3.01880882598804,2.89848517884737,3.14703729258822,3.27419878388983,3.00174487878676,2.93127389622396,2.7862786448493,2.88333511125796,2.93989899573268,2.78715129224425,2.86136138287574,2.72298386598838,2.6008589415722,2.57971755412755,2.59480865834975,2.67000900936811,2.58692063758294
26S proteasome non-ATPase regulatory subunit 10,3.76072863208274,3.56371956185753,3.6728539113138,3.56369057805276,3.5484381162787,3.48003892317343,4.34616420045265,3.92238430015877,3.53847182178201,4.06967108825784,3.92396115764498,3.29883947226856,3.87731652393532,3.43947180980948,3.49255687572523,3.37227125893391,3.36868686473303,3.08048518811111,3.15608533155673,3.71501292027423,3.77016150205003,3.75780515669648,3.75127576349129,3.374449133233,3.21266539065093,3.14783169378327,2.9943252185232,3.01865741429174,3.26679718719928,3.10526069491111,4.3116412292831,4.50450441004276,3.88189130037016,3.80973424447135,4.59847273295328,4.01094785573602
26S proteasome non-ATPase regulatory subunit 11,3.2267681883992,3.42128642937745,3.21998437147945,3.50333491241554,3.44239650297789,3.50654461955322,3.25219261414224,3.32197791734542,3.44336346132778,3.3901270217619,3.34431235751248,3.18575144681675,3.53677387152983,3.37999096349018,3.69368506732293,3.43575939955575,3.66615631491988,3.42453930540259,3.0695271365763,3.218612872289,3.17445784563606,3.10136606063089,3.03628621559911,3.21308630142869,3.60556428828424,3.68842820158111,3.78729186366154,3.61399344546569,3.6261146038596,3.6131297140497,3.22930489435547,3.2577933926753,2.93161890377178,3.23291386467712,3.31681140463087,3.32295272703154
