protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_APT_F7_1,DDA_APT_F7_2,DDA_APT_F7_3,DDA_APT_M8_1,DDA_APT_M8_2,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D5_2,DDA_FDU_D5_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_FDU_M8_1,DDA_FDU_M8_2,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D5_2,DDA_NVG_D5_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_F7_1,DDA_NVG_F7_2,DDA_NVG_F7_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_APT_F7_1,DIA_APT_F7_2,DIA_APT_F7_3,DIA_APT_M8_1,DIA_APT_M8_2,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D5_2,DIA_BGI_D5_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_F7_1,DIA_BGI_F7_2,DIA_BGI_F7_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D5_2,DIA_FDU_D5_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3,DIA_FDU_M8_1,DIA_FDU_M8_2,DIA_FDU_M8_3
Solute carrier family 35 member B1,-7.28226444556399,-21.1564820272003,-12.3433145975246,0.427410785013842,-5.78656524532559,-11.1537447709864,-7.8400297018088,-8.93259743228345,-20.4175965894085,-9.39202001984204,,-10.9507602700013,,,,,,,,,,,,,,-7.4191096988123,,,,,-4.66112449192316,,,,,,-7.79790191231086,-13.5599679899224,-16.3819273308638,,-14.3996518098865,-15.5445465850649,-9.8025813467243,-14.6789181959519,-11.3784912828002,-13.5931725544379,-16.1376838065008,-11.9204758552629,-10.5511860462827,-3.47912175983687,-3.90512124106014,-14.5731504026212,-3.00480193885318,-12.0576348832346,0.776829795555224,3.3711614135968,-4.23904742388507,-6.5450510199887,-6.94279329048026,-1.097773708007,,9.08738584436779,,,,,,,23.4090347409869,,-16.3634394684764,
Solute carrier family 35 member F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6649836489637,32.4807153464904,,-44.4724997077661,11.9116649889957,,-28.2633426559317,,21.4875759217552,,,,,,,,,,,,,
Solute carrier family 43 member 3,-40.1177995392863,-35.9983385089951,31.3057054096685,17.5578021007547,38.6138922062459,-43.4728102888668,40.6104611401163,-56.0439566134275,-73.136929433048,-49.5661280151107,-28.3851463156481,-17.0039550793269,-8.75608817809044,-5.01107940309096,20.5812473451428,14.4533773779487,-6.43806549763868,18.1189288692118,-5.16959471233686,22.8893338000325,30.7241296293594,10.8677711886013,1.12190477901957,1.60236397153035,-11.9113610649567,-6.32453022180521,-4.42206310958321,-15.5051658933132,11.1438841408402,-1.31222939947798,6.34950186733614,11.6910637464801,-9.0371347594246,-2.96899239155796,1.3949653812489,-14.3653175503636,2.22872052913827,-14.6203023125018,-25.5847203089392,7.14311621374336,-11.6191051858146,-8.55236452245337,-0.0679302429639215,-14.2067183968518,11.0169242223989,-12.8006606763994,-19.8080138720335,2.0361711295157,-18.1842930061816,6.73447860309329,-18.1748583541851,-26.763817891211,16.8891113630428,-1.86869908926873,3.00029769018674,28.2695004044369,22.9758883382078,13.8618181392677,-12.5445194213443,-17.0457118935399,-4.08858165239176,21.6006143034867,21.5646440056903,63.9486738669408,52.1201500402953,51.759507703157,23.6775098450089,-16.4149232187531,70.2001078053566,-19.6691226601891,-65.2052769156391,29.8156670990443
"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",15.421273433822,10.4332905975332,-30.4856509711426,-8.32479552117238,-35.3399057990844,27.7467720069029,-34.4714370130912,29.1780829519464,40.1623410253083,27.7016585343823,10.2380647442623,7.6199609793962,2.6814562487877,-5.39378842333423,-7.90473213716627,-2.81012832349603,-3.07023640609124,-6.83673586018489,-7.6269071584435,-8.62933920029564,-12.1995939886537,-14.7609159844003,-8.56529909096618,-5.37941688896694,5.73037595779856,-2.69929950256722,-4.11685767662247,4.51307047901823,-14.5638622497678,-5.4713255508074,-7.52979981590919,-15.613138333865,-0.875162307822468,-1.51513224902869,-8.47186697017177,0.489643625930128,-11.9834626142115,-2.11254487279694,3.14498680043942,-17.3762081565962,-3.22174028909069,-7.47958883330084,-11.4879190110352,-3.07651949509843,-20.0457900873195,-4.02033841423784,1.43280325937839,-14.7688406402651,18.0949933088956,-14.5615536413973,4.7408820418084,8.31684881740127,-22.5173050514233,-14.1318028582464,-12.687637081562,-13.5187858493233,-7.52361577562524,-19.8005371636041,11.1381878438741,16.8454856077064,-1.729491718284,-25.6227614722353,-21.7209343501544,-42.705180680277,-51.9888219755563,-51.2819462123437,-24.0746953992489,13.6655824124139,-35.2027753981769,5.29350361501773,30.434911882406,-30.6677970198031
Sororin,97.821524609812,,-129.22139306234,1.81364123873631,-123.791435751855,127.511329958588,,136.729031934815,97.4723702959266,137.761979990929,-7.2141426535059,14.5498686765465,7.26042162104036,0.309954091196886,-5.04777808907128,14.1323303139711,18.1452922773625,-37.6993155636465,-24.9680800476653,-0.355677567950606,-25.0438187614541,-23.676431238841,-22.3241935186588,-8.86913331530769,,,,,,,-8.30839900216395,,,,1.18104110833347,,-14.8612319458035,-3.83432935322319,,-42.0361370704841,-12.8904133327694,-17.4888651098477,-18.3500239808134,-16.5589677889823,-57.9043130240488,-6.0900656516077,4.6693229555717,-46.2160578589206,53.2967962917747,12.8353768315202,103.071785743683,65.9457487687673,-30.9815050818161,-27.5062756176523,19.5926844555641,-18.993241591,-37.7112509864515,-18.196300371292,50.4840367746142,74.5904632036823,-5.68881072055052,-24.0871839504769,31.920984800587,-79.7142416284222,-113.097770573934,-132.258601808036,-67.784980602485,85.6060641808986,-130.205103495257,71.590942915955,192.364552815379,-89.4725115793076
Sorting nexin-25,31.3418570954614,-62.3328463848837,-45.3136549731488,33.1966787109306,-21.8280295934187,63.6250181788663,-43.4016248102976,60.3211033340172,-7.25889557916861,60.6582657856977,-42.9212333474202,-7.53890768436299,-14.6481019648288,-21.1781969904236,16.3993545654405,18.2925599669982,5.61802550400611,-44.0011768913371,-20.7966188107159,-1.99656166600493,2.74919838494872,-11.450123603738,-28.4015108920147,-3.19675855062198,9.36170354369861,-13.7912025578482,-8.64700111488402,-22.711681845972,-10.4672397521179,-0.657515892176462,-1.21553942611199,-15.1603777449016,-0.665306738899472,-9.13698872690772,-10.1977443977243,-9.78332069211754,8.47653503368752,9.48459303611302,13.2593088943869,-3.32992617149457,8.63193584117952,9.49696981186899,10.9374511118717,6.90609003825939,6.39339208491926,3.05050206182333,13.152372508838,-0.673429174196611,10.7952171859692,-6.27699650716881,36.7638057714751,-13.7648547315704,-17.184879240656,-43.0739942044035,19.1707834520273,7.52528091821141,0.775182051660607,-25.2943525973037,-7.93953743030382,43.0424917525029,-55.8685449332719,4.47832719949126,22.5986611605277,9.03411385486071,-40.5507847385127,-53.3503967911832,-29.5540118747215,19.8063319162366,-31.3348057791838,5.15897938358642,22.5526161912956,-51.4370439670338
SOSS complex subunit B2,-38.9709027206246,-35.857439619227,42.7383156064409,19.6229577291697,53.3022603587049,-37.4937486603582,43.1716125498853,-50.4985809394382,-76.2461793592418,-44.8277849264685,-27.5568574565796,-16.8779755408351,-12.248853692559,-12.1257723165895,4.90996245167977,-2.30850893130415,-10.4499473112293,-5.08864026712696,-8.26158796720477,1.55190259859613,15.4152909486325,7.25696571031055,-4.47563463364633,0.549405409555956,-17.3037960977236,-16.075715009818,-13.5163795846191,-24.5014204767945,4.53111644954955,-7.81664542655468,1.58171440283493,4.64767900358332,-15.4042058899623,-12.4144746782755,-7.21127493810204,-19.6468216009391,3.71041757758457,-4.3457459258704,-15.0263271581011,12.291775011812,0.491689555071249,1.27821162946031,7.19314168226158,-0.921562544539511,21.2925585803277,-5.58417854945297,-7.92555019320915,5.93538324032499,-23.4106962358565,-13.7403060555503,-39.3814733744492,-42.6619821280968,-4.39879512283936,-19.1736251275621,-5.82785764392876,11.5285778775812,12.8067090998705,-3.66091625205043,-38.0372434804486,-22.5505053947961,-17.1606600554846,17.7230442104028,14.4136354010623,68.2218793549419,53.9167310321135,57.6967775536051,21.095285634181,-39.5908858166223,75.4673185000067,-28.589148278905,-89.5718126913883,31.0488153505282
"Spectrin beta chain, non-erythrocytic 1",32.0152408765728,17.1716186817124,20.870607229441,32.7478709858144,23.0697924934857,38.8576365125294,19.886165474152,37.4295916745427,27.2984616363021,36.8706376800248,21.626238710664,28.3845656474305,28.3569606545464,27.2185854497232,31.2459518196962,32.3946336253692,30.7444732570802,23.4701880543295,26.6060646825405,30.0141435393666,30.1647841257301,28.5942847743067,25.8712650867185,29.4162293436388,30.537476739533,26.8241254661766,27.9228670086749,25.4815700233243,27.1127722583512,28.907127527694,28.7223640017132,26.7265304577622,29.2370162193509,27.8274965250459,27.4631621805509,27.5619878624242,27.8829404594113,27.3357928199295,27.4752554700228,25.8884511583577,26.9656517181929,27.477278503787,27.9285005444716,26.551208359313,26.9895841509242,26.890813729319,27.4917720471719,26.2913441254807,32.1804909437266,30.1303745700419,36.6346470181235,29.3575120184383,28.0831020950013,23.4700902188126,32.6601960888962,32.0085803833123,30.0776116618562,27.2249257342821,30.3066724063445,35.5103289838194,22.7177416956581,29.4356741885709,32.7204975911209,30.6964902708711,21.7108137928438,19.7987956908591,23.8973032240379,32.2545700915982,23.8702964103045,30.7184393050664,33.7314895362381,19.7136141179773
Sperm-associated antigen 5,19.1433694485265,-2.9014707474627,-37.4386298814217,-8.85178481367718,-35.2570449596191,20.9088513341156,-38.1249393291266,29.2933621261073,23.6920244846979,27.3004992494224,-1.30871437001639,-1.67484903743951,-3.44271399268789,-11.9031073234511,-15.7441405848467,-3.66890998810077,-9.20171298542174,-21.2051561578565,-12.227418366253,-15.0238889807552,-21.1562681112057,-17.6024448401813,-17.8380801354585,-14.9791338706054,-2.67651063540635,-7.27821058161976,-7.670013722468,-5.22072699133652,-16.0534068144892,-8.50013882855799,-12.9073705119491,-17.2432316293144,-4.24731797525342,-7.60513128516656,-10.9105985385023,-3.39476529348571,-13.6553962657795,11.1874074247373,12.2048913540217,-19.0587223884657,-8.15469480267624,-14.5554376910642,-12.8936554023707,-9.00287781221245,-25.9668458054976,-7.45389132001262,-6.2954954889203,-21.6717691205041,-3.61931139180818,-13.5260815698621,6.85600633553452,0.910310966447188,-20.1205467131042,-18.4419241503372,-12.8116546794629,-24.1418080285217,-22.080551134245,-21.1868818834753,-3.08885281754885,5.14379772033558,-7.76871110697035,-8.46790377267015,-2.1098520148001,-32.9333121976122,-32.2882145250935,-37.8317916889,-19.1295959533754,15.0890839848201,-39.5379628684963,11.754401541881,45.0761008705299,-27.4108575935745
Spermatogenesis-associated protein 13,19.0628135837173,31.8732966113431,-27.1531831529146,-6.02793384503535,-34.8686039072649,-19.7068661503295,-3.47608121378858,-3.05886546252609,26.7518885527086,0.434144626393791,9.75087313722495,-3.61823675564144,-6.68546571484617,-6.16148715881587,-17.8807361412008,-20.0359508386852,-9.40658627560836,0.254684936829504,-7.36339216608139,-15.1882001130569,-22.4266071342047,-18.321826376809,-6.88277108473947,-14.1170179646645,-10.6381062492593,-3.11902088116141,-1.31599143776455,1.55820166916883,-13.8661332342771,-5.94995225727073,-16.2289618091625,-11.2997353551117,-4.09131753475707,-6.95904499626204,-5.16051812216092,-2.4250167535769,-17.1784614546973,-22.9936914208308,-17.2879394801983,-5.769948916746,-26.1015338213707,-10.4628502302313,-26.1488972537112,-23.5186720232887,-15.7109321859049,-4.00331772215405,-22.0902368924915,-3.94250221641083,7.46336565064011,13.1067725672562,15.4702726125914,22.9681869672467,-3.48611943672924,23.8315583500306,-11.876120467898,0.807356623802391,-19.6042547494063,-4.4068575448172,26.9778318962344,2.64419207770804,14.6046715797809,-29.5725011636596,-17.1101240792539,-50.266650783488,-36.4627190142488,-1.75174546778701,-19.7780351974137,-12.0393193262068,-15.5872117836206,-11.3299302095994,26.8934263706304,25.6771436331774
Spermatogenesis-associated protein 31D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.9269956378348,7.06702685482111,25.9597102715178,8.79764825317447,,-55.9958799654699,-29.3624856174943,,,,,
Spermatogenesis-associated protein 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3332187140325,,,,,,,,,,,,,,,,,
Sphingolipid delta(4)-desaturase DES1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.7612420508475,1.3774919650055,6.48335715063248,46.7866896399082,26.252321842855,39.5324392146333,1.52866556364129,-40.2123870569542,56.9256086080618,-46.0957261106932,-82.7353318366953,35.3516501333019
Sphingosine 1-phosphate receptor 2,-104.175778310306,5.57343392806031,106.063573608935,-21.9308580783799,93.3374013966849,-116.658402247276,93.850142372972,-129.778160260776,-93.6733142819231,-135.189529862854,2.08002881937176,-19.970764967229,-12.0213524612496,-6.71542733268931,-10.0347055193378,-23.521474957715,-25.438315551327,23.9086500616724,10.464898638643,-7.58785730198605,9.60802630053391,12.2308458908084,12.161918943221,-5.28762062963128,-45.5826459483682,-18.3599740646967,-23.0318459117002,-22.259149988429,6.55706751350039,-22.6416404392823,-6.99712014451739,10.4913599870385,-33.8951359638921,-21.1560796846468,-12.1438241796224,-29.8742161196973,4.68041298031983,-3.91540952153964,-17.7935142676226,29.0078359079177,3.86126279254291,8.26130764925273,9.04566671877825,6.34464958657512,41.1786537664073,-1.18436143901749,-10.7081665213677,27.732636537169,-46.7236082565881,-19.1614850240109,-93.7220915873084,-57.6817400003372,5.55809232370172,19.1141913675361,-26.6956373966679,7.6232929062129,32.6153888319892,10.6704444860779,-49.0707719978022,-70.4811485128913,6.0373386225519,-7.60961614988247,-37.5199299567175,62.0014330025569,86.3405124524806,92.6596037816669,36.4523588658047,-82.2095481475395,91.5343150970339,-70.566108476055,-179.626793833577,65.8765408850974
Arginyl aminopeptidase-like 1,,,,,,,,,,,,,-3.66113947437095,-6.21860119912532,-8.04337503228709,-8.2958295697309,-7.73466788412308,-2.65747022888006,-5.02608427283864,-7.76001127559482,-7.77896646260439,-7.84901348658887,-4.48335718513964,-6.43593267175581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3805738690599,-6.25119676441501,-6.20255225148279,-13.0182859830398,-1.99554873305538,-0.164818837537251,-5.3599451761092,-3.05449491796337,-3.36345038719317,-6.11432230534992,-0.969914526591124,2.3739335588092
Sphingosine 1-phosphate receptor 4,-30.0251673702477,28.760072294917,21.0740842706635,-39.52279064112,1.47294942453759,-50.6438683296073,15.7605786757068,-46.8232420472418,2.1528752335325,-50.0439218427988,17.4188968339118,-0.684909819908523,1.67669071503465,5.1886057318148,-21.5925253755436,-17.2902607509693,-13.4149530290107,16.5960382471983,8.60162123015615,-11.181703277288,-14.8428570890394,-1.77356971436635,7.70140444613436,-8.89277367909528,-18.5573422401581,-2.73600130580284,-8.66826410994327,3.98681236105232,-5.984817394383,-14.0964644169419,-12.215507657084,-3.35111938752023,-13.5169935799517,-8.22066778319879,-7.1032085810048,-5.94952731860113,12.7048979928004,17.3015892166577,12.773524617745,21.2502728525796,16.0873800480698,10.9151048946541,12.5352100993285,15.4750767960806,10.0667089095532,17.0430127420421,-4.66731420264696,14.9394717612144,-27.3596302133457,-20.8079708913403,-48.5521888374223,-12.682574935867,-13.3907901929878,8.29320817840936,-33.3293450201215,-30.1655684737916,-26.6492721526214,-8.52873089052603,-16.6817727013075,-47.9289750751447,19.4509502903107,-15.0483611562756,-39.731948174282,-5.99624963812142,16.4534238005791,30.4318813129554,5.8153177202861,-3.04714381691887,-9.56844246449393,3.68044803096832,-30.1928636872965,16.6081214427359
