protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_F7_1,DDA_APT_M8_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_F7_2,DDA_APT_M8_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_APT_F7_3,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_M8_1,DDA_FDU_D5_2,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_M8_2,DDA_FDU_D5_3,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D6_1,DDA_NVG_F7_1,DDA_NVG_M8_1,DDA_NVG_D5_2,DDA_NVG_D6_2,DDA_NVG_F7_2,DDA_NVG_M8_2,DDA_NVG_D5_3,DDA_NVG_D6_3,DDA_NVG_F7_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_F7_1,DIA_APT_M8_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_F7_2,DIA_APT_M8_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_APT_F7_3,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D6_1,DIA_BGI_F7_1,DIA_BGI_M8_1,DIA_BGI_D5_2,DIA_BGI_D6_2,DIA_BGI_F7_2,DIA_BGI_M8_2,DIA_BGI_D5_3,DIA_BGI_D6_3,DIA_BGI_F7_3,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_M8_1,DIA_FDU_D5_2,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_M8_2,DIA_FDU_D5_3,DIA_FDU_D6_3,DIA_FDU_F7_3,DIA_FDU_M8_3
"39S ribosomal protein L33, mitochondrial",17.5858086957394,17.7626883294668,17.607352655136,17.57249248728,17.3337203080247,17.0623127854733,17.2888115233828,17.415476827799,17.2075999205957,16.9583257362195,,17.3887827327465,,,,,,,,,,,,,,15.9194983600621,,,,,16.5008378719592,,,,,,18.2630674093831,18.3247533737252,18.1541467984348,,18.4869365397294,18.1294055573237,18.0832620595908,18.2944597082938,17.6448473647735,17.6859612874814,18.332177345361,18.4200105194021,16.3272132975394,15.9098222390608,16.3181343285574,16.7080743560284,17.0663113156169,16.8546853893611,18.1188862243792,17.4292353384774,16.3949695246935,16.4659634253859,16.7258210994643,15.817503939885,,17.376925890569,,,,,,,17.8042167881634,,18.2051456745916,
"4-aminobutyrate aminotransferase, mitochondrial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8310267238279,15.4725379139913,,14.9970843673467,15.8674074551244,,14.2138839122587,,15.745683234346,,,,,,,,,,,,,
40S ribosomal protein S12,20.8687274473387,20.5376690557893,20.8332496486815,20.9893922464325,20.8562308191909,20.741973093301,20.5946595658165,20.6631739482025,20.7389793964341,20.6589921696209,20.749643208395,20.6236127068375,20.8114934185038,20.8110996534177,20.815024262186,20.726018710976,20.6712916090219,20.7037380718722,20.7263195030918,20.7062027536704,20.8410088718028,20.7850787720467,20.8981262955087,21.1099557897282,20.2942019552878,20.3674809729595,20.3978634363118,20.3371890546371,20.2982432214977,20.3368506219207,20.3962305981254,20.4798706825614,20.323483053807,20.221983420466,20.3741196237141,20.2682926820527,21.7456186183459,21.7623934198191,21.9038209414685,21.8925131295451,21.8756691684002,21.834437444669,21.9546284262291,21.8827068050411,21.8167016954319,21.8170609862509,21.8978753965749,21.8805959196967,21.6478315696991,21.2894296634171,21.349033130175,21.3327396993576,21.2342994390834,21.311594947291,21.7264984989544,21.4374844473752,21.2238269605132,21.2987193528563,21.3433457856458,21.3984034816604,23.1136862729324,22.9579100406404,23.1943355293909,23.2237983752661,23.0372484199742,23.1266912448666,23.2331536755688,23.2293847953441,23.0889649995285,23.1585999332449,23.06022015002,23.1369509431255
40S ribosomal protein S16,19.7782926687099,19.7506075548878,19.5994577841284,19.8040625343196,19.7814777937987,19.8144636623713,19.91718882486,19.824389261326,19.8612975569264,19.7808792166841,19.6471004215706,19.7017812421938,19.5835783967165,19.755883544721,19.7074829847982,19.8792027390692,19.648116136406,19.7688664400309,19.7964002208929,19.8926557359008,19.8881095243041,19.9908856764913,20.0397521053547,19.6434115124569,19.3067459180195,19.3997584639253,19.4410071142219,19.4439706481529,19.3616380718183,19.4401776726049,19.4228800227003,19.4644143711105,19.3152301705079,19.3158704059185,19.4415476839956,19.3347957773769,20.8874023491183,21.1137650684649,21.1897113728456,20.9805416644285,20.9817930055787,21.0383481943962,21.3081612892815,21.0520844544423,21.1742520680229,21.2026038895915,21.1410562312452,21.2735948262234,21.3193880349345,20.8889186839242,21.0885568887252,20.8505267779825,20.8341689639161,20.8884694926727,21.408330441313,21.036176963444,20.8601540890085,20.866072415073,21.0620686889059,20.9539462479778,22.5276727665785,22.470405600209,22.6837830669621,22.6797201998774,22.5014671415756,22.6152476439762,22.7129103070079,22.594719235083,22.4502319377513,22.59185259351,22.5362865641407,22.5813382936816
40S ribosomal protein S26,20.0029940889898,,20.102829939338,19.9721716964316,19.9832785895406,19.8269002738795,,19.9236241646874,20.0525061752641,20.0518997174481,20.0573641052767,19.9457583077684,19.9215530097797,19.8957411916581,19.8238322221387,19.3383345464235,19.8809920016502,19.9306076655175,20.0298586225806,20.027174326097,19.8915000601419,20.016526702867,20.1928325668742,20.2360428010153,,,,,,,20.0168712963008,,,,20.191335738849,,20.4391374426939,20.5676290534139,,20.5724894577581,20.5565144337433,16.7197852210294,20.8291562122038,19.8975011317717,20.6627299611919,20.6523389536065,20.6732979795685,20.5962162491069,20.6798362790191,20.6987887011392,20.6247716937059,20.5636251143756,20.6226053698467,18.7045806731087,21.0206036424062,18.7569386718968,20.6331605879577,20.4942148711678,20.6055341124736,20.6170271580383,22.4974382227474,22.6073005822836,22.4762325014553,22.5942830904916,22.6597603693063,22.6805114956655,22.7612471596508,22.3908594435489,22.5417970566719,22.7356857771949,22.6385253021601,22.6125905172411
40S ribosomal protein S27,19.7503782982075,19.5488922871182,19.4599649137308,19.7044993134831,19.5013920959639,19.563684648455,19.4621290305297,19.550969332481,19.4353496717254,19.2339083192173,19.245334142855,19.4904733738118,19.6388522676781,19.6285808264162,19.5512276511508,19.5935652769951,19.5008065388405,19.5610266115214,19.4359748274685,19.6541589510359,19.4543277537681,19.7552475058617,19.6663903242584,19.7965332784548,19.2181428937769,17.9228865082851,19.2126942736444,19.2700086851875,19.228129350839,19.1857345469012,19.260291275251,19.1950115195878,18.9786122571502,18.8027219759502,19.1488499315766,19.145982868423,20.3614993818063,19.4783599208158,20.5199325722128,20.5452584606785,20.450173481749,20.5868775100259,19.5471951234674,20.2240887711962,20.60567081174,19.526258715821,20.7542798904756,19.56597462611,20.3612383795453,19.9218572706038,19.9985170440284,19.9530232262205,19.9445112025263,19.9488039317089,20.2612740271908,20.0840176529815,19.8950672519863,19.9241210860006,20.0081347718775,20.1687625827102,21.5403084454845,21.5825215591307,21.495630769613,21.7325476980682,21.5414673310093,21.6668720800663,22.0120114520412,21.7208554103045,21.7106476375513,21.6096528771115,21.669552168856,22.0047335676442
40S ribosomal protein S3,20.2872572394514,20.2118803342553,20.2663974284003,20.2788735525988,20.3560837428738,20.33099801036,20.3670336521183,20.3042222065514,20.4187590189042,20.2397162068338,20.168007831735,20.1522135677165,20.5322788434691,20.4922329128785,20.5254711868831,20.4287650140101,20.4310044063321,20.3811777944975,20.6421786951525,20.5934835979303,20.4412771559689,20.5245282717833,20.5627409963625,20.662513915361,19.7281275856544,19.5526348536021,19.6685527234183,19.7807453429226,19.6415603199625,19.6748674603423,19.5963624355121,19.6708116802594,19.5820341059829,19.5183481419073,19.641550979183,19.6848903301887,21.2633337080014,21.153376477946,21.1491607939068,21.1607766201006,21.5543283283703,21.0973473012465,21.2511763787722,21.2001717571478,21.1606678020551,21.1207140062162,21.649693020966,21.1987822635962,21.8636010475111,21.4865514548044,21.4080666163367,21.5322786605843,21.5141195661482,21.5406522043326,21.9961889785214,21.6473699645881,21.4842889320958,21.5015113853046,21.6565356056915,21.6386761813933,23.2908885409077,23.2662579398764,23.3604833799536,23.3214937315375,23.3503156497231,23.4000798965264,23.396232178527,23.3791194118031,23.2805629133223,23.3319572291503,23.2760076513002,23.3748891213053
40S ribosomal protein S30,19.9247531407162,19.8052874317525,19.9581010363851,19.9139656664834,20.4242261772538,19.7374521824187,19.8002525593114,19.8433130613024,19.860063162908,19.7156866398217,19.7486982719169,19.8902736605624,20.0230235455105,19.5890957982768,20.0823789830475,19.9815269725185,19.304652808659,19.9720021366508,20.1420535136235,20.6435622384355,19.9527407283651,20.1551288464673,20.1490299442158,20.9175983064065,19.881572243279,19.3537105918308,19.955545960881,19.8929004759039,19.4060142127368,19.303939890448,20.1045394367535,19.6503768490393,20.0397719134146,19.8475410668189,19.9678814851107,19.9461716702605,20.5084249107537,20.5795429729682,20.6171642134026,20.7096868078239,20.5424499460684,20.5809672675515,20.7332389398175,20.6909931303957,20.667439124234,20.6901820542548,20.7514418875109,20.7819681417066,21.146807082825,20.7024716281958,20.7637148819297,20.8358985211722,20.7110300338902,20.7363851511645,21.2650846221184,20.9412527154477,20.7466148644035,20.6709944327865,20.8351226806972,20.8779337401335,21.9479624617868,21.9123122701907,22.0221728185784,22.1148312814651,21.9767208516368,22.0984297336294,22.1102781277931,22.0854371888462,21.8650046626356,21.9900810373026,21.8896761724716,22.117088042612
40S ribosomal protein S8,20.3498084717229,20.5906762229314,20.710442299051,20.6270987345332,20.2895759647054,20.3871996067823,20.6122299877473,20.4420424179723,20.3936685800674,20.3701372954946,20.6509602224758,20.7098834689411,21.2014649578853,21.2197896760015,21.0093607755674,21.023666681806,20.8832639585427,21.1039599960627,21.1956000815305,21.0356112532675,20.9711748437264,21.1626599037621,21.148664282762,21.0393421989064,19.8852093836513,20.01631955183,20.1612141679936,19.9157241232654,20.2476089246329,20.0782995344497,20.1898349622009,20.1388255666151,19.8899216693931,20.115225443017,20.174906402333,20.0518997174481,21.4379835256244,21.4867957560138,21.7429882254253,21.4785253164959,21.5113347127694,21.4536937892922,21.570838730937,21.4899760852743,21.5718430928438,21.5160569747349,21.578508553219,21.8210800294427,21.6378103784505,21.0040295325237,21.0946569647208,21.2499461089064,21.2780585841255,21.3404752826138,21.5059695556017,21.46942283782,21.073396983536,21.371705445704,21.6125251567029,21.3327931555496,23.5432548690666,23.5667400829208,23.6208890173901,23.6517180570171,23.5883387800302,23.6641898740054,23.6836644994342,23.63903456636,23.5379557352048,23.5690469337369,23.5047317071238,23.6170392101909
40S ribosomal protein SA,20.5850511136769,20.3627415891726,20.3178242285622,20.5128287159417,20.5512301982543,20.6040488361533,20.655788067113,20.5360951420633,20.5628085063826,20.5193095275392,20.1492794092212,20.2253399855311,20.4079281833117,20.5730638784252,20.3902911434509,20.6466295430742,20.4897154047426,19.9740363691968,20.3067751701348,20.5198389206691,20.2892667288075,20.7909106223958,20.591955784841,20.6682323990391,19.7002001636598,19.9442495358644,19.9182369237384,19.7967803985284,20.0320966987701,19.9187553451326,19.8961681283179,19.9404820182305,19.7473529233531,19.8808643032967,19.9868701090557,19.8598402883948,21.4992605060507,21.6273049342203,21.5760012678673,21.6423207449632,21.640093757842,21.6182938895003,21.7161179416226,21.5995037228742,21.639079566184,21.6338183589619,21.6210748287686,21.6772568960034,21.4334675913142,21.1128465647263,21.1541138342543,21.0742947050879,21.0256246767942,21.1361092141152,21.4145521204443,21.1785724082673,21.0909540779427,21.1122367721159,21.123217998876,21.1365425768791,23.0039828911497,23.1238846702118,23.0232914907017,23.2267106984363,23.1797158546579,23.2200434143046,23.1872325462761,23.0641697942426,23.1088339261107,23.0671672022853,23.0249672062384,22.9931886100998
5-nucleotidase domain-containing protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4823999941866,16.6838639021884,16.1046760089989,17.1721288962285,,15.6601786828477,16.6892446747074,,,,,
5-oxoprolinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0657597079384,,,,,,,,,,,,,,,,,
5-phosphohydroxy-L-lysine phospho-lyase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2254364021902,17.8248598912219,17.9020581358842,17.5389846568427,17.4086497397974,17.2403268052251,17.7548763197841,17.1223239973983,17.1985609410204,17.6921343390406,17.0303181186565,17.2704066719604
"6-phosphogluconate dehydrogenase, decarboxylating",19.833673834146,19.730272680492,19.9046159002149,19.7542250483672,19.8826158305307,19.8007113620624,19.4761668809382,19.7550614428578,19.8420284931296,19.801518578605,19.7247124351048,19.7968873106048,19.804998152188,19.6018142048233,19.8538586909711,19.9786569267619,19.4359367856786,19.7221794533675,19.8853625974786,19.7937281672096,19.5971353725415,19.7540049669713,19.8720056926253,20.0231544625849,19.3240213166509,19.1697355564506,19.2419132642755,19.3198931342918,19.2152707761361,19.2190884351698,19.159916028705,19.3311814123809,19.2594278650297,19.30415898608,19.3060860606897,19.20336769963,20.439701497207,20.2075530124684,20.3475663058169,20.4785001828439,20.6706031843631,20.4070178380776,20.4944805676944,20.3992691197423,20.3331927367747,20.2113490069203,20.4811331273803,20.3779190578042,20.201060711549,20.2272847634008,20.163673257075,20.189204850785,20.1144092520719,20.0749097237058,20.5073064178456,20.2775944301551,19.9935020429537,20.0301089896731,20.0859632445723,20.6760030058099,21.9423242786904,21.9799354502723,22.0797021843989,22.2059379895885,22.074373337977,22.0790752170536,22.1784330623527,22.2345468548593,22.0905132851461,22.1112753929449,22.0557285971835,22.1984787829559
6.8 kDa mitochondrial proteolipid,,,,,,,,,,,,,18.3893242267892,17.915456072196,18.1567998299532,17.4669087851412,18.2318299177955,18.029318225217,18.0909537072354,17.6702221966793,17.9264909738378,17.8649362030613,18.2188093279137,18.1219309833028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4096455633159,18.7651211502228,19.5224713098756,19.3486430966869,18.9267751933425,20.1500859714335,20.5648678165918,19.3031044063149,18.9000776182147,20.0417606249204,19.9081995790901,19.7685071085567
"60 kDa heat shock protein, mitochondrial",21.8523275774961,21.5988012387449,21.8002901054526,21.8801994432666,21.770459092328,22.0106510497371,21.969780755538,21.7200545574534,21.9415753773724,21.9228389769277,21.657222928994,21.7804309357003,21.9460898357076,21.6803065607487,22.0292445364776,21.8543238032048,21.9823516313253,21.9096091510025,21.606091473608,21.9230800061235,21.7846440156356,22.0184860336669,22.0495341470706,22.3427794849114,21.2463954551686,21.3619612315598,21.4100092235832,21.1818292760496,21.4543989943274,21.5321198252183,21.4062423040374,21.2432285897194,21.5609317443643,21.2403895858195,21.2597241191261,21.0739191874266,22.9528096963111,23.0269166951443,22.9377484124189,22.7333636271357,22.9511791664076,22.9598593239566,23.1044877267073,22.6928123692787,23.0881956401837,22.3561736310001,22.9278278123349,22.7776914481493,22.9184178977328,22.4941364224487,22.4601583825114,22.185602607513,22.4099116736187,22.5603916262555,22.8909433527129,22.4093684503159,22.5363355111012,22.5282814977767,22.6074930662903,22.2181455084798,24.4405302654769,24.4420034012556,24.4803956647418,24.2684384946366,24.4783620906006,24.4854731971369,24.4987051772545,24.2317119504636,24.4123536026953,24.4881645308161,24.4043063130656,24.2032127828401
60S acidic ribosomal protein P2,20.7024464429181,20.6819193993744,20.7435160764676,20.7471923024625,20.267588604162,20.8074062912228,20.7003673223327,20.7533131929653,20.7860262156253,20.4981353129087,20.5038035569861,20.405293156771,20.7437398074687,21.1427784814471,20.6603455612987,20.6723987675016,20.8941457987275,21.0958128177046,20.7811006886174,20.8447442584683,20.6885121982097,21.043986088475,20.9431668034268,20.0508718121794,20.2276243485055,20.014822666926,20.0956660434476,20.1050081088192,20.2451466991977,20.2657438798592,20.1145884730127,20.4892445874068,20.4293255783899,19.7749855175312,20.1172286396255,19.9608575346379,21.5917169527371,21.5930943927828,21.4489286091831,21.6826173354194,21.672884956269,21.7896275092455,21.7227266887307,21.8138526743248,21.8177908953683,21.6861245833035,21.7243700321667,21.7042007093802,21.8571276449167,21.4772914633159,21.4643991548291,21.4719746479067,21.349849336004,21.415044581625,21.8721064086343,21.6567372432821,21.4123506104265,21.5103753196346,21.5073416426071,21.5663864131897,23.0936357386801,23.0476711284136,23.1333292015693,23.2020915351684,23.1333172268838,23.0833317917885,23.1463975507825,23.150980248793,23.0842739142444,23.1251244574172,22.9937890643145,23.1719161532407
60S ribosomal protein L10a,20.5498881641138,19.6255086825467,19.2151529334552,19.8269155905126,19.7990651537283,20.3272856048495,19.9153809789161,20.418057743762,19.7604736011708,20.1480261287447,20.3204721573934,19.6082436391995,19.9511403820028,19.885439645017,19.3319910942898,19.953626305398,19.7198909981651,19.9332773049369,19.4451099294394,20.034668291085,20.1155988617309,20.1249741873991,20.2254222474036,,19.4805868537384,19.4732839975239,19.4790958428691,19.6164499909276,19.7468800305209,19.584550045581,19.6333357486611,19.6505844183017,19.6374315606375,19.355243520614,19.6213982555576,19.5807330082202,20.8899363865309,20.950791771576,20.9445797154297,20.8704091653907,20.9382764050304,20.9186352325896,21.0200798361431,20.9546156248078,20.9618023070681,20.8681018409919,21.0566189283737,21.0405334103124,,,,,,,,,,,,,21.6849369262007,21.6278177375536,21.7335921184471,21.7782391462823,21.7376818733495,21.7290030452143,21.793299108227,21.8420697295371,22.4367393877759,21.697592997093,21.6008286302339,21.7744221959582
